GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000157911	1	2336236	2345236	42	17	290845	1.1042	0.13475	PEX10
ENSG00000149527	1	2357419	2436969	443	75	291968	0.43779	0.33077	PLCH2
ENSG00000157881	1	2439972	2458039	95	25	288633	1.3433	0.089588	PANK4
ENSG00000197921	1	2460184	2461684	6	4	292123	0.10041	0.46001	HES5
ENSG00000157873	1	2487078	2496821	36	12	291861	1.1166	0.13209	TNFRSF14
ENSG00000157870	1	2517930	2522908	26	16	278458	1.3265	0.092345	FAM213B
ENSG00000142606	1	2522078	2564481	228	24	291030	1.2506	0.10555	MMEL1
ENSG00000215912	1	2567415	2718286	190	31	288766	3.5142	0.00022058	TTC34
ENSG00000169717	1	2938046	2939465	6	3	285796	-0.67857	0.75129	ACTRT2
ENSG00000142611	1	2985732	3355185	2253	259	289641	0.62363	0.26644	PRDM16
ENSG00000130762	1	3370990	3397677	135	25	292184	0.40826	0.34154	ARHGEF16
ENSG00000162591	1	3406484	3528059	726	128	291646	-1.2887	0.90124	MEGF6
ENSG00000158109	1	3541566	3546691	21	8	279399	-1.047	0.85245	TPRG1L
ENSG00000116213	1	3547331	3569325	74	29	280824	-0.99467	0.84005	WRAP73
ENSG00000078900	1	3569084	3652765	422	81	293425	-0.76639	0.77828	TP73
ENSG00000162592	1	3668962	3688209	108	32	285295	0.31576	0.37609	CCDC27
ENSG00000235169	1	3689352	3692546	18	10	289840	-0.54547	0.70728	SMIM1
ENSG00000130764	1	3696784	3713068	110	26	291828	0.75581	0.22488	LRRC47
ENSG00000116198	1	3728645	3773778	351	24	295482	0.9743	0.16495	CEP104
ENSG00000169598	1	3773845	3801993	216	38	291904	1.1001	0.13564	DFFB
ENSG00000198912	1	3805689	3816857	66	16	293084	0.23846	0.40576	C1orf174
ENSG00000196581	1	4714792	4852594	872	120	294318	1.2797	0.10032	AJAP1
ENSG00000131697	1	5922871	6052533	577	43	289897	-1.2134	0.88751	NPHP4
ENSG00000069424	1	6051526	6161253	468	75	290907	0.53298	0.29702	KCNAB2
ENSG00000268332	1	6100630	6101399	5	3	304254	-1.0143	0.84478	AL035406.1
ENSG00000116254	1	6161853	6240183	374	51	292816	-0.015294	0.5061	CHD5
ENSG00000116251	1	6241329	6269449	90	23	295079	0.78911	0.21502	RPL22
ENSG00000158286	1	6265535	6281359	56	11	287755	-0.78003	0.78231	RNF207
ENSG00000116237	1	6281253	6296032	53	13	289449	-1.8404	0.96715	ICMT
ENSG00000173673	1	6304252	6305638	7	3	293856	0.34984	0.36323	HES3
ENSG00000158292	1	6307406	6321035	53	8	294463	0.0046829	0.49813	GPR153
ENSG00000097021	1	6324329	6454451	645	47	294436	-0.86001	0.80511	ACOT7
ENSG00000069812	1	6472478	6484730	54	14	290417	-1.0273	0.84787	HES2
ENSG00000187017	1	6484848	6521430	146	24	293353	-1.0448	0.85195	ESPN
ENSG00000215788	1	6521211	6526255	25	13	288179	-0.85214	0.80293	TNFRSF25
ENSG00000171680	1	6526152	6580121	231	55	287366	-0.89023	0.81333	PLEKHG5
ENSG00000162408	1	6581407	6614595	154	12	293694	-0.71586	0.76296	NOL9
ENSG00000173662	1	6615241	6639817	88	23	284444	-1.1292	0.8706	TAS1R1
ENSG00000204859	1	6640061	6649340	21	12	290091	-2.395	0.99169	ZBTB48
ENSG00000162413	1	6650784	6674667	88	30	285088	-1.3472	0.91104	KLHL21
ENSG00000116273	1	6673745	6684093	28	8	282215	-1.6407	0.94957	PHF13
ENSG00000041988	1	6684926	6695646	44	12	294044	-1.4927	0.93224	THAP3
ENSG00000007923	1	6694228	6761984	220	40	291065	-1.5423	0.9385	DNAJC11
ENSG00000171735	1	6845384	7829766	4031	327	289587	1.8052	0.035524	CAMTA1
ENSG00000049245	1	7831329	7841492	45	15	298558	-0.093849	0.53739	VAMP3
ENSG00000049246	1	7844380	7905237	277	31	294691	0.20482	0.41886	PER3
ENSG00000049247	1	7903143	7913572	48	17	297786	-0.92966	0.82373	UTS2
ENSG00000049249	1	7979907	8000926	70	16	288931	0.26682	0.3948	TNFRSF9
ENSG00000116288	1	8014351	8045565	108	28	291218	0.026759	0.48933	PARK7
ENSG00000116285	1	8064464	8086368	58	18	287947	-0.1183	0.54709	ERRFI1
ENSG00000162426	1	8377886	8404227	116	26	287450	-1.0571	0.85477	SLC45A1
ENSG00000142599	1	8412457	8877702	1120	51	287438	-0.52074	0.69873	RERE
ENSG00000074800	1	8921061	8939308	48	15	280262	-0.36697	0.64318	ENO1
ENSG00000131686	1	9005926	9035151	176	45	289509	2.3063	0.010548	CA6
ENSG00000197241	1	9063359	9086404	118	44	288426	0.53293	0.29704	SLC2A7
ENSG00000142583	1	9095166	9148537	246	44	295392	0.12859	0.44884	SLC2A5
ENSG00000180758	1	9160364	9189229	113	24	291705	0.81121	0.20862	GPR157
ENSG00000049239	1	9294834	9331396	151	39	288684	1.2951	0.097643	H6PD
ENSG00000171621	1	9352939	9429591	470	79	293610	0.39321	0.34708	SPSB1
ENSG00000171612	1	9599541	9645237	104	25	288585	-0.9627	0.83215	SLC25A33
ENSG00000188807	1	9648932	9674935	77	25	290242	-1.1985	0.88463	TMEM201
ENSG00000171608	1	9711790	9789172	296	57	279267	0.043479	0.48266	PIK3CD
ENSG00000179840	1	9712668	9714644	8	4	290411	-1.0066	0.84294	C1orf200
ENSG00000171603	1	9789084	9884584	407	23	288920	0.40482	0.34281	CLSTN1
ENSG00000178585	1	9908334	9970394	202	49	276625	-0.16265	0.5646	CTNNBIP1
ENSG00000162441	1	9982173	10003465	67	20	294460	-0.35486	0.63865	LZIC
ENSG00000173614	1	10003486	10045559	130	31	298040	1.3471	0.088968	NMNAT1
ENSG00000162444	1	10057264	10076078	56	11	302224	2.2197	0.01322	RBP7
ENSG00000130939	1	10092890	10241297	508	39	297560	1.6427	0.050218	UBE4B
ENSG00000054523	1	10270863	10441661	707	32	300978	1.571	0.05809	KIF1B
ENSG00000142657	1	10458649	10480201	77	18	297843	0.51159	0.30447	PGD
ENSG00000251503	1	10490159	10512210	85	19	299696	1.1578	0.12348	APITD1-CORT
ENSG00000175279	1	10490159	10512210	85	19	299696	1.1578	0.12348	APITD1
ENSG00000241563	1	10509776	10511959	5	3	303274	0.94124	0.17329	CORT
ENSG00000160049	1	10516579	10532583	49	20	290526	1.0341	0.15054	DFFA
ENSG00000142655	1	10532345	10690815	565	56	299421	1.0476	0.14741	PEX14
ENSG00000130940	1	10696661	10856707	686	137	296665	-0.27229	0.6073	CASZ1
ENSG00000175262	1	11006528	11042094	171	31	300188	0.12911	0.44864	C1orf127
ENSG00000120948	1	11072414	11085796	42	14	283595	0.35614	0.36087	TARDBP
ENSG00000009724	1	11086580	11107290	86	19	296665	0.93369	0.17523	MASP2
ENSG00000116649	1	11114641	11120081	9	3	306649	0.23221	0.40819	SRM
ENSG00000171824	1	11126675	11159938	129	13	293976	0.24285	0.40406	EXOSC10
ENSG00000198793	1	11166592	11322564	475	26	291665	0.56159	0.2872	MTOR
ENSG00000171819	1	11249398	11256038	26	8	288316	-0.25369	0.60013	ANGPTL7
ENSG00000120942	1	11333263	11356106	55	13	292748	0.5352	0.29626	UBIAD1
ENSG00000204624	1	11539223	11597641	210	30	292954	-0.71272	0.76199	PTCHD2
ENSG00000116661	1	11708424	11715842	36	23	286851	-0.88197	0.8111	FBXO2
ENSG00000132879	1	11714432	11723384	32	13	295156	-1.378	0.9159	FBXO44
ENSG00000116663	1	11724181	11734411	51	19	284895	-0.17436	0.56921	FBXO6
ENSG00000116670	1	11734537	11751707	88	23	290088	-1.1034	0.86508	MAD2L2
ENSG00000162490	1	11751786	11785914	149	41	286755	-1.3987	0.91905	DRAXIN
ENSG00000177674	1	11796141	11814859	80	17	292626	-1.0246	0.84722	AGTRAP
ENSG00000215910	1	11821844	11849642	183	18	296992	-1.1801	0.88102	C1orf167
ENSG00000177000	1	11845780	11866977	102	19	291441	0.77489	0.2192	MTHFR
ENSG00000011021	1	11866207	11903201	236	23	295752	1.0723	0.14179	CLCN6
ENSG00000175206	1	11905766	11908402	18	8	289840	-0.88199	0.81111	NPPA
ENSG00000120937	1	11917521	11918988	4	2	256808	-1.1287	0.87049	NPPB
ENSG00000116685	1	11979648	11986485	32	13	293774	-1.1355	0.87192	KIAA2013
ENSG00000083444	1	11994262	12035595	195	33	287574	-1.0674	0.85709	PLOD1
ENSG00000116688	1	12040238	12073571	111	18	293593	-0.061616	0.52457	MFN2
ENSG00000116691	1	12079523	12092102	36	12	293004	0.65222	0.25713	MIIP
ENSG00000120949	1	12123434	12204264	339	78	288832	0.30795	0.37906	TNFRSF8
ENSG00000028137	1	12227060	12269285	184	35	288946	0.395	0.34642	TNFRSF1B
ENSG00000048707	1	12290124	12572099	832	42	288364	-0.44212	0.6708	VPS13D
ENSG00000162496	1	12627939	12677737	226	54	293485	-0.34452	0.63477	DHRS3
ENSG00000204518	1	12704566	12727097	99	19	285399	1.1103	0.13343	AADACL4
ENSG00000188984	1	12776118	12788726	58	12	294106	-0.34381	0.6345	AADACL3
ENSG00000157330	1	12806163	12823847	72	19	292390	-0.32892	0.62889	C1orf158
ENSG00000116726	1	12834984	12838049	12	6	282894	-0.42148	0.6633	PRAMEF12
ENSG00000116721	1	12851546	12856777	11	6	290452	0.32556	0.37238	PRAMEF1
ENSG00000204513	1	12884468	12891264	19	7	279108	-1.4181	0.92193	PRAMEF11
ENSG00000179172	1	12907261	12908578	4	2	304254	-0.060678	0.52419	HNRNPCL1
ENSG00000120952	1	12916941	12921764	28	7	294877	0.72343	0.23471	PRAMEF2
ENSG00000243073	1	12939045	12946025	10	7	274515	0.86965	0.19225	PRAMEF4
ENSG00000187545	1	12952727	12958101	1	1	231470	1.3997	0.0808	PRAMEF10
ENSG00000232423	1	12998181	13117751	7	5	236006	-0.099999	0.53983	PRAMEF6
ENSG00000204491	1	13474689	13477522	1	1	269434	0.072756	0.471	PRAMEF18
ENSG00000204479	1	13716092	13719089	1	1	304254	-1.0803	0.86	PRAMEF17
ENSG00000162494	1	13801445	13840543	234	61	291003	0.88336	0.18852	LRRC38
ENSG00000162493	1	13909960	13944452	191	55	281704	-0.50748	0.69409	PDPN
ENSG00000116731	1	14026693	14151574	526	41	292650	0.77764	0.21839	PRDM2
ENSG00000189337	1	14925200	15444539	2766	293	291595	1.1973	0.1156	KAZN
ENSG00000171729	1	15479028	15546976	438	44	293806	-1.3081	0.90459	TMEM51
ENSG00000204464	1	15490840	15497813	34	11	291410	-0.46595	0.67937	C1orf195
ENSG00000142621	1	15573768	15726779	717	102	289901	0.41163	0.34031	FHAD1
ENSG00000142634	1	15736391	15756839	98	34	285235	0.29903	0.38246	EFHD2
ENSG00000162438	1	15764935	15775737	39	16	295319	0.52911	0.29836	CTRC
ENSG00000142615	1	15783223	15798586	77	17	293734	2.3786	0.0086894	CELA2A
ENSG00000215704	1	15792404	15817895	112	26	292050	2.2088	0.013596	CELA2B
ENSG00000132906	1	15817327	15853029	166	17	296229	1.2203	0.11117	CASP9
ENSG00000116138	1	15853308	15918874	279	23	291570	1.6494	0.049537	DNAJC16
ENSG00000116771	1	15898848	15911605	65	12	295199	1.1758	0.11984	AGMAT
ENSG00000197312	1	15943995	15995539	171	19	288230	0.97417	0.16499	DDI2
ENSG00000215695	1	15986364	15988217	6	4	279469	1.5405	0.061719	RSC1A1
ENSG00000116786	1	16010827	16061264	209	28	292174	0.54282	0.29363	PLEKHM2
ENSG00000162461	1	16062900	16067891	14	8	290701	-0.32067	0.62577	SLC25A34
ENSG00000162460	1	16068917	16074477	28	9	290920	0.39063	0.34803	TMEM82
ENSG00000162458	1	16083102	16113089	132	28	272833	0.14506	0.44233	FBLIM1
ENSG00000065526	1	16174359	16266955	262	34	288615	-1.4335	0.92415	SPEN
ENSG00000116809	1	16268364	16302627	101	34	289439	-1.3413	0.91009	ZBTB17
ENSG00000183888	1	16330731	16335302	24	10	287897	-1.5628	0.94095	C1orf64
ENSG00000173641	1	16340523	16346089	54	8	291422	-1.9227	0.97274	HSPB7
ENSG00000186510	1	16345370	16360545	113	23	284739	-1.5374	0.9379	CLCNKA
ENSG00000184908	1	16370272	16383803	131	21	292733	-1.5841	0.94342	CLCNKB
ENSG00000185519	1	16384264	16400127	76	15	295847	-1.2075	0.88639	FAM131C
ENSG00000142627	1	16450832	16482582	101	34	288152	-0.2227	0.58811	EPHA2
ENSG00000142632	1	16524349	16539104	72	13	292734	0.55623	0.28903	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	304254	0.6903	0.245	C1orf134
ENSG00000132881	1	16558195	16563657	20	9	293179	1.2313	0.10911	RSG1
ENSG00000037637	1	16573334	16678949	327	26	291723	1.1242	0.13047	FBXO42
ENSG00000055070	1	16679070	16724640	145	26	290219	1.469	0.070913	SZRD1
ENSG00000187144	1	16713612	16763919	187	42	292625	0.29751	0.38304	SPATA21
ENSG00000157191	1	16767167	16786573	69	23	288800	1.5504	0.060523	NECAP2
ENSG00000268674	1	16865561	16866070	1	1	263183	0.39614	0.346	FAM231B
ENSG00000219481	1	16888814	16940057	8	5	272224	0.2561	0.39894	NBPF1
ENSG00000058453	1	17066768	17299474	299	41	289282	-0.60037	0.72587	CROCC
ENSG00000117122	1	17300997	17307330	19	8	294429	-0.11016	0.54386	MFAP2
ENSG00000159363	1	17312453	17338423	72	20	291026	-0.8712	0.80818	ATP13A2
ENSG00000117118	1	17345217	17380665	149	20	295845	1.8715	0.030639	SDHB
ENSG00000117115	1	17393256	17445948	332	28	296962	0.96621	0.16697	PADI2
ENSG00000142623	1	17531621	17572500	241	77	289772	0.010484	0.49582	PADI1
ENSG00000142619	1	17575593	17610728	225	43	294170	1.2929	0.098024	PADI3
ENSG00000159339	1	17634690	17690499	350	35	294833	0.68638	0.24624	PADI4
ENSG00000269468	1	17655507	17676070	165	18	297731	0.71858	0.2362	AC004824.2
ENSG00000179051	1	17733256	17766220	135	35	282995	-0.061688	0.52459	RCC2
ENSG00000074964	1	17866330	18024369	646	99	287245	1.6436	0.050127	ARHGEF10L
ENSG00000117148	1	18081808	18153558	303	39	289237	2.0196	0.02171	ACTL8
ENSG00000117154	1	18434240	18704977	1401	199	291114	-2.7134	0.99667	IGSF21
ENSG00000179023	1	18807424	18812478	29	7	300327	-1.3443	0.91057	KLHDC7A
ENSG00000009709	1	18957500	19075360	549	111	290138	0.71134	0.23844	PAX7
ENSG00000179002	1	19166093	19186176	141	30	297163	-0.65778	0.74466	TAS1R2
ENSG00000255275	1	19175767	19247615	482	66	295535	-0.40522	0.65734	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	201	38	294101	-0.0014742	0.50059	ALDH4A1
ENSG00000169991	1	19230775	19283180	271	48	289903	-0.19226	0.57623	IFFO2
ENSG00000127481	1	19401000	19536770	392	37	288570	1.1828	0.11845	UBR4
ENSG00000127463	1	19542158	19578046	137	22	294139	-0.30678	0.6205	EMC1
ENSG00000053372	1	19578033	19586622	58	11	300381	0.74333	0.22864	MRTO4
ENSG00000162482	1	19609052	19615744	32	7	297332	0.0037646	0.4985	AKR7A3
ENSG00000053371	1	19630459	19638640	32	14	295156	-0.1022	0.5407	AKR7A2
ENSG00000040487	1	19638820	19655794	102	18	295874	-0.5912	0.72281	PQLC2
ENSG00000077549	1	19665267	19812066	766	42	289773	-0.32903	0.62893	CAPZB
ENSG00000270136	1	19923473	19984549	299	41	280125	2.1415	0.016116	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	153	19	272548	0.83918	0.20068	MINOS1
ENSG00000158747	1	19967048	19984945	85	31	292044	3.6314	0.00014094	NBL1
ENSG00000158748	1	19991780	20006055	58	16	296140	2.7993	0.002561	HTR6
ENSG00000162542	1	20008706	20126438	556	83	299723	1.0102	0.15619	TMCO4
ENSG00000178828	1	20140523	20141771	11	7	293896	1.2125	0.11266	RNF186
ENSG00000169914	1	20209006	20239438	110	28	294442	0.60618	0.2722	OTUD3
ENSG00000188784	1	20246502	20250110	22	8	302525	0.20593	0.41842	PLA2G2E
ENSG00000188257	1	20301925	20306932	24	13	301509	2.2219	0.013144	PLA2G2A
ENSG00000127472	1	20354672	20417683	268	29	300608	1.0592	0.14476	PLA2G5
ENSG00000117215	1	20438432	20446050	36	17	298302	0.51269	0.30409	PLA2G2D
ENSG00000158786	1	20465819	20476879	40	23	295125	0.29252	0.38494	PLA2G2F
ENSG00000187980	1	20487746	20503917	70	19	299374	0.73189	0.23212	PLA2G2C
ENSG00000162543	1	20512578	20522541	23	13	283764	2.5223	0.0058299	UBXN10
ENSG00000158816	1	20617412	20681387	321	37	301858	-0.13687	0.55443	VWA5B1
ENSG00000162545	1	20808884	20812713	8	5	296635	0.95808	0.16901	CAMK2N1
ENSG00000090432	1	20825943	20834654	42	17	290678	0.30796	0.37906	MUL1
ENSG00000183114	1	20878932	20881512	7	3	289622	-0.64838	0.74163	FAM43B
ENSG00000158825	1	20915441	20945401	142	28	303738	0.057597	0.47703	CDA
ENSG00000158828	1	20959948	20978004	98	19	294083	0.44063	0.32974	PINK1
ENSG00000244038	1	20978270	20988000	42	12	292411	0.099933	0.4602	DDOST
ENSG00000117245	1	20990507	21044510	287	65	298266	-0.12844	0.5511	KIF17
ENSG00000189410	1	21046225	21059330	51	17	301375	0.68933	0.24531	SH2D5
ENSG00000127483	1	21069154	21113816	124	27	301579	1.3728	0.084908	HP1BP3
ENSG00000075151	1	21132963	21503377	1058	45	292855	1.3739	0.084741	EIF4G3
ENSG00000117298	1	21543740	21671997	589	77	283903	-0.75969	0.77628	ECE1
ENSG00000142794	1	21766621	21811498	186	26	289570	0.49423	0.31057	NBPF3
ENSG00000162551	1	21835858	21904905	369	42	296726	-0.28521	0.61226	ALPL
ENSG00000076864	1	21922708	21995801	341	59	295837	1.1268	0.12991	RAP1GAP
ENSG00000090686	1	22004791	22110099	465	51	292727	0.50863	0.30551	USP48
ENSG00000187942	1	22138758	22151714	63	31	287830	-0.23061	0.59119	LDLRAD2
ENSG00000142798	1	22148738	22263790	535	54	289840	-0.59782	0.72502	HSPG2
ENSG00000219073	1	22303514	22325135	129	25	287843	-0.98683	0.83814	CELA3B
ENSG00000142789	1	22328149	22339032	47	13	293810	1.0383	0.14957	CELA3A
ENSG00000070831	1	22379120	22419437	154	33	285596	0.38464	0.35025	CDC42
ENSG00000162552	1	22443798	22470462	131	33	291232	1.7545	0.039675	WNT4
ENSG00000184677	1	22778344	22857650	233	41	288690	2.214	0.013415	ZBTB40
ENSG00000070886	1	22890057	22930087	182	37	295978	0.77623	0.21881	EPHA8
ENSG00000173372	1	22962999	22966101	10	5	278622	0.11024	0.45611	C1QA
ENSG00000159189	1	22970123	22974603	26	6	294396	0.81107	0.20866	C1QC
ENSG00000173369	1	22979255	22988031	39	12	284457	0.86987	0.19219	C1QB
ENSG00000133216	1	23037332	23241818	801	117	285235	0.27004	0.39357	EPHB2
ENSG00000215906	1	23279536	23291831	45	14	298418	0.089099	0.4645	LACTBL1
ENSG00000227868	1	23337327	23342343	14	6	288433	-1.1593	0.87684	C1orf234
ENSG00000004487	1	23345941	23410182	123	26	286556	-0.37412	0.64584	KDM1A
ENSG00000169641	1	23410516	23504301	246	42	291495	-1.5821	0.94318	LUZP1
ENSG00000179546	1	23516993	23521222	15	6	289488	-1.342	0.9102	HTR1D
ENSG00000125944	1	23630264	23670829	79	26	282146	-0.94699	0.82818	HNRNPR
ENSG00000125945	1	23685941	23695935	36	10	296080	1.3908	0.082138	ZNF436
ENSG00000249087	1	23695490	23698332	4	2	304254	0.56841	0.28488	C1orf213
ENSG00000204219	1	23707554	23751233	170	37	286982	2.545	0.0054645	TCEA3
ENSG00000088280	1	23755056	23811061	187	34	282324	1.6774	0.046731	ASAP3
ENSG00000007968	1	23832922	23857712	64	14	293327	2.5109	0.0060218	E2F2
ENSG00000117318	1	23884409	23886285	11	5	287855	1.2862	0.099194	ID3
ENSG00000197880	1	23907985	23967058	198	65	283477	1.2218	0.11089	MDS2
ENSG00000142676	1	24018269	24022915	17	7	288811	-0.95318	0.82975	RPL11
ENSG00000011007	1	24069645	24088549	43	17	274450	-0.11259	0.54482	TCEB3
ENSG00000057757	1	24104895	24114722	19	12	284935	-0.42456	0.66442	PITHD1
ENSG00000011009	1	24117460	24122029	7	4	272612	-0.25635	0.60116	LYPLA2
ENSG00000117308	1	24122089	24127271	5	3	289068	-1.1702	0.87903	GALE
ENSG00000117305	1	24128375	24165110	75	14	281766	-0.30771	0.62085	HMGCL
ENSG00000179163	1	24171567	24194784	58	15	289525	0.82036	0.20601	FUCA1
ENSG00000188822	1	24197016	24285549	312	27	278966	1.539	0.061906	CNR2
ENSG00000189266	1	24285599	24289952	5	2	304254	-1.8476	0.96767	PNRC2
ENSG00000188529	1	24291294	24307417	6	2	286320	-0.88302	0.81139	SRSF10
ENSG00000142661	1	24382525	24438665	263	36	289612	0.035345	0.4859	MYOM3
ENSG00000142677	1	24446261	24469611	99	27	289360	-1.6512	0.95065	IL22RA1
ENSG00000185436	1	24480647	24514449	170	32	290684	-0.1029	0.54098	IFNLR1
ENSG00000158055	1	24645812	24690972	169	48	286823	1.1707	0.12086	GRHL3
ENSG00000001460	1	24683489	24743424	216	33	294233	0.59078	0.27733	STPG1
ENSG00000001461	1	24742284	24799466	264	36	286363	0.10224	0.45928	NIPAL3
ENSG00000117602	1	24829387	24867530	166	28	284507	-0.47036	0.68095	RCAN3
ENSG00000184454	1	24882602	24935819	279	38	294067	-0.32474	0.62731	NCMAP
ENSG00000133226	1	24958207	24999758	81	25	286402	-0.78615	0.78411	SRRM1
ENSG00000169504	1	25071848	25170815	192	43	285631	0.3186	0.37501	CLIC4
ENSG00000020633	1	25226002	25291612	225	61	285861	1.0962	0.13649	RUNX3
ENSG00000117614	1	25549170	25558993	17	10	273731	0.93647	0.17452	SYF2
ENSG00000117616	1	25568728	25664704	170	42	259840	1.3461	0.089131	C1orf63
ENSG00000187010	1	25598884	25656936	74	27	262920	0.61073	0.27069	RHD
ENSG00000183726	1	25664408	25688852	77	19	271710	-0.37522	0.64625	TMEM50A
ENSG00000188672	1	25688740	25756683	185	28	271098	-0.88934	0.81309	RHCE
ENSG00000204178	1	25757388	25826700	201	22	282297	-1.3258	0.90755	TMEM57
ENSG00000157978	1	25870071	25895377	107	22	290799	-1.0972	0.86373	LDLRAP1
ENSG00000117643	1	25943959	26112698	512	54	290695	1.9059	0.028331	MAN1C1
ENSG00000162430	1	26126667	26144713	64	12	293822	-1.126	0.86991	SEPN1
