ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000198522	GPN1	2	27851114	27874375	1	protein_coding	11321	GPN1	0.0049035919998219	-0.238154635	18	14.13	1.48e-13	rs1881396;rs780090;rs4665988;rs13023194;rs13013484	3
ENSG00000119760	SUPT7L	2	27873679	27886676	-1	protein_coding	9913	SUPT7L	0.833193338587633	-0.966218532	10	10.1	5.97e-09	rs1881396;rs13013484;rs4665988;rs13023194;rs2178198	3
ENSG00000163798	SLC4A1AP	2	27886338	27917840	1	protein_coding	22950	SLC4A1AP	7.73999085415032e-07	-0.546764453	8	15.03	5.97e-09	rs1881396;rs13013484;rs4665988;rs13023194;rs2178198	3
ENSG00000205334	AC074091.13	2	27928653	27938599	-1	protein_coding	100129995	LINC01460	NA	NA	11	18.44	7.19e-09	rs4665988;rs13023194;rs1881396;rs13013484	3
ENSG00000243147	MRPL33	2	27994584	28210954	1	protein_coding	9553	MRPL33	0.749164756585824	-0.22012956	116	19.66	2.97e-08	rs13013484;rs13023194;rs1881396	3
ENSG00000268656	AC110084.1	2	27998851	28009186	-1	protein_coding	NA	NA	NA	NA	19	19.66	6.46e-08	rs1881396;rs13013484;rs13023194	3
ENSG00000171174	RBKS	2	28004231	28113965	-1	protein_coding	64080	RBKS	1.93197572918752e-05	-0.689745423	83	19.66	7.5e-08	rs13013484;rs1881396;rs13023194	3
ENSG00000158019	BRE	2	28112808	28561768	1	protein_coding	9577	BRE	0.279976282823241	NA	51	16.05	8.84e-07	rs13013484;rs13023194;rs2178198	3
ENSG00000143921	ABCG8	2	44066103	44105605	1	protein_coding	64241	ABCG8	3.74527259993631e-16	-0.050037409	1	1.168	NA	rs75120545	4
ENSG00000138095	LRPPRC	2	44113647	44223144	-1	protein_coding	10128	LRPPRC	0.000433777803620707	-0.577712281	2	1.168	NA	rs75120545	4
ENSG00000138083	SIX3	2	45168902	45173216	1	protein_coding	6496	SIX3	0.348879193568557	-0.044660275	9	18.09	3.31e-15	rs528301;rs13383034	5
ENSG00000115504	EHBP1	2	62900986	63273622	1	protein_coding	23301	EHBP1	0.999748961950681	-0.554169843	74	14.1	4.72e-10	rs6739804	6
ENSG00000115507	OTX1	2	63277192	63284971	1	protein_coding	5013	OTX1	0.219807903535165	-1.753229136	1	8.043	4.72e-10	rs6739804	6
ENSG00000143951	WDPCP	2	63348518	64054977	-1	protein_coding	51057	WDPCP	2.32411054871015e-09	-0.884584249	8	9.021	5.95e-10	rs13032049	6
ENSG00000075884	ARHGAP15	2	143848931	144525921	1	protein_coding	55843	ARHGAP15	5.25405675416054e-06	0.091515084	54	20.8	3.83e-10	rs13024996;rs10204230;rs76217384;rs4233567	7
ENSG00000175161	CADM2	3	85008132	86123579	1	protein_coding	253559	CADM2	0.984668909563275	0.117806454	985	20.6	2.24e-14	rs1872552;rs2101344;rs1016306;rs6549007;rs1994315;rs4516626;rs13078384;rs9309973;rs67028245;rs66516423;rs76508707;rs9810508;rs28732378;rs12494242;rs7643091;rs6780346	8
ENSG00000109790	KLHL5	4	39046659	39128477	1	protein_coding	51088	KLHL5	0.00136508018518131	0.68110378	2	10.11	5.48e-10	rs4974930	9
ENSG00000157796	WDR19	4	39184024	39287430	1	protein_coding	57728	WDR19	1.73111340259862e-07	-0.392478635	138	14.8	2.25e-16	rs7693837;rs4974930;rs62310819;rs13143570	9
ENSG00000035928	RFC1	4	39289076	39367995	-1	protein_coding	5981	RFC1	0.17548740360959	-0.485901627	145	18.81	5.79e-27	rs7693837;rs13143570;rs6835022;rs17288033;rs113551298;rs7662509	9
ENSG00000134962	KLB	4	39408473	39453156	1	protein_coding	152831	KLB	0.0944730785192823	0.79596568	86	14.31	1.1e-46	rs28712821;rs7662509;rs58015370;rs113551298;rs62310819;rs142803549;rs6842549;rs7674434;rs6531716;rs149348635;rs2687963;rs2687962;rs4975015;rs6854452;rs6816986	9
ENSG00000163682	RPL9	4	39455744	39460568	-1	protein_coding	6133	RPL9	0.918456437508184	-0.012965454	13	9.007	1.87e-12	rs6854452	9
ENSG00000121897	LIAS	4	39460620	39479273	1	protein_coding	11019	LIAS	0.0614137585139882	0.479458631	24	12.2	3.19e-12	rs6854452	9
ENSG00000188848	BEND4	4	42112955	42154895	-1	protein_coding	389206	BEND4	0.986764685888198	1.717247406	22	12.69	4.82e-10	rs58352691;rs16854020	10
ENSG00000163116	STPG2	4	98105244	99064391	-1	protein_coding	285555	STPG2	1.00566542470556e-12	-0.234275659	16	10.22	2.91e-19	rs1727284;rs144502847;rs143092959	11
ENSG00000138698	RAP1GDS1	4	99182535	99365012	1	protein_coding	5910	RAP1GDS1	0.824878144875972	NA	2	11.8	3.59e-19	rs143092959;rs144502847	11
ENSG00000168785	TSPAN5	4	99391518	99579780	-1	protein_coding	10098	TSPAN5	0.927948896697443	-0.439719003	8	11.23	1.21e-55	rs143092959;rs555253710;rs846008;rs1919208;rs114026228;rs2141284	11
ENSG00000151247	EIF4E	4	99792835	99851788	-1	protein_coding	1977	EIF4E	0.983573342194326	0.732919324	2	2.631	1.41e-12	rs555253710;rs1154431	11
ENSG00000164024	METAP1	4	99916771	99983964	1	protein_coding	23173	METAP1	0.0435476826328097	-0.003231502	2	10.62	5.71e-66	rs555253710;rs146788033	11
ENSG00000197894	ADH5	4	99992132	100009952	-1	protein_coding	128	ADH5	9.11477880080588e-07	2.344299085	2	5.189	9.71e-63	rs11733695;rs141973904	11
ENSG00000198099	ADH4	4	100044808	100078949	-1	protein_coding	127	ADH4	7.01336073217093e-06	0.911360025	4	10.2	7.45e-47	rs1154431;rs555253710;rs146788033	11
ENSG00000172955	ADH6	4	100123795	100140694	-1	protein_coding	130	ADH6	0.00201652366064819	-0.296377014	2	5.729	4.16e-73	rs11733695;rs148329623	11
ENSG00000196616	ADH1B	4	100226121	100242558	-1	protein_coding	125	ADH1B	0.193827609463651	0.48157867	16	13.86	1.6e-203	rs1229984;rs3811802;rs1154433;rs1302808;rs78234152;rs141973904;rs2173201;rs113909752	11
ENSG00000196344	ADH7	4	100333418	100356894	-1	protein_coding	131	ADH7	7.33278354117419e-09	0.279847461	2	4.13	1.42e-14	rs555253710;rs148329623	11
ENSG00000138813	C4orf17	4	100432161	100463460	1	protein_coding	84103	C4orf17	5.65209813902781e-09	-0.225203391	66	13.24	2.23e-40	rs112551978;rs181163639;rs141973904;rs148382129;rs1593581	11
ENSG00000145331	TRMT10A	4	100467866	100485189	-1	protein_coding	93587	TRMT10A	2.83742642062567e-05	-0.268447548	14	13.87	6.58e-42	rs181163639;rs141973904;rs148382129	11
ENSG00000138823	MTTP	4	100484918	100545156	1	protein_coding	4547	MTTP	0.0125833671870721	0.759771402	36	18.9	2.22e-13	rs181163639;rs148329623	11
ENSG00000248713	RP11-766F14.2	4	100557686	100575805	-1	protein_coding	285556	C4orf54	NA	NA	19	15.27	5.15e-14	rs181163639	11
ENSG00000070190	DAPP1	4	100737990	100791311	1	protein_coding	27071	DAPP1	0.183493679964267	0.348165148	1	1.033	NA	rs148382129	11
ENSG00000109270	LAMTOR3	4	100799493	100815647	-1	protein_coding	8649	LAMTOR3	0.68057944478499	0.00466647	1	1.033	NA	rs148382129	11
ENSG00000164031	DNAJB14	4	100817405	100867883	-1	protein_coding	79982	DNAJB14	0.956254969811075	-1.302773206	2	2.778	8.24e-30	rs148382129	11
ENSG00000145358	DDIT4L	4	101107027	101111939	-1	protein_coding	115265	DDIT4L	0.000548864407256177	3.322202451	1	8.755	NA	rs1593581	11
ENSG00000164035	EMCN	4	101316498	101801283	-1	protein_coding	51705	EMCN	1.65285025326724e-05	1.556795351	23	32	2.54e-08	rs185527646;rs1593581;rs188514326	11
ENSG00000153064	BANK1	4	102332443	102995969	1	protein_coding	55024	BANK1	1.76433043896144e-10	-0.305250663	11	3.926	3.22e-14	rs13127398;rs17199964;rs13101632;rs13107325	12
ENSG00000138821	SLC39A8	4	103172198	103352415	-1	protein_coding	64116	SLC39A8	0.891567478844834	-0.202749369	10	23.1	1.23e-20	rs13107325;rs6855246;rs34333163	12
ENSG00000109452	INPP4B	4	142944313	143768585	-1	protein_coding	8821	INPP4B	0.998611010146477	-0.079614752	191	16.28	4.5e-09	rs72728661;rs331939	13
ENSG00000170185	USP38	4	144106070	144144983	1	protein_coding	84640	USP38	5.91380852389764e-05	-0.408216438	3	3.967	0.000386	rs72728661	13
ENSG00000170624	SGCD	5	155297354	156194799	1	protein_coding	6444	SGCD	0.00233910042363156	0.319696283	9	6.095	1.98e-08	rs55872084	15
ENSG00000158321	AUTS2	7	69063905	70258054	1	protein_coding	26053	AUTS2	0.996187482008472	-0.774735851	524	20.9	1.24e-10	rs56302473;rs13229395;rs10085696	16
ENSG00000164815	ORC5	7	103766788	103848495	-1	protein_coding	5001	ORC5	2.288348167214e-05	1.088750131	83	18.76	4.8e-08	rs2299409	17
ENSG00000176697	BDNF	11	27676440	27743605	-1	protein_coding	627	BDNF	0.946719308479018	0.108206454	30	21.4	3.97e-08	rs2049045	21
ENSG00000134571	MYBPC3	11	47352957	47374253	-1	protein_coding	4607	MYBPC3	1.35053975034244e-06	-0.432352402	28	14.21	6.21e-11	rs4752999	22
ENSG00000066336	SPI1	11	47376411	47400127	-1	protein_coding	6688	SPI1	0.89723051716191	NA	57	14.21	4.94e-12	rs4752999;rs11039216	22
ENSG00000165915	SLC39A13	11	47428683	47438047	1	protein_coding	91252	SLC39A13	0.0118520311660311	-0.332418514	36	21.7	2.03e-12	rs4752999	22
ENSG00000165916	PSMC3	11	47440320	47447993	-1	protein_coding	5702	PSMC3	0.979199713289554	-0.404697103	26	14.02	2.87e-12	rs4752999	22
ENSG00000165917	RAPSN	11	47459308	47470730	-1	protein_coding	5913	RAPSN	0.0326445463388561	0.048781604	9	10.14	2.87e-12	rs4752999	22
ENSG00000149187	CELF1	11	47487496	47587121	-1	protein_coding	10658	CELF1	0.998616884875254	-0.376215763	31	17.63	2.97e-11	rs11039216;rs7950674;rs4752999	22
ENSG00000213619	NDUFS3	11	47586888	47606114	1	protein_coding	4722	NDUFS3	0.0471370341289045	-0.012344566	10	14.52	2.36e-11	rs4752999;rs11039216;rs7950674	22
ENSG00000110536	PTPMT1	11	47586982	47595013	1	protein_coding	114971	PTPMT1	0.459152455272006	NA	6	11.24	3.52e-11	rs4752999;rs11039216;rs7950674	22
ENSG00000123444	KBTBD4	11	47593749	47600567	-1	protein_coding	55709	KBTBD4	0.0180743639557145	-0.492620783	7	9.104	2.36e-11	rs11039216;rs7950674;rs4752999	22
ENSG00000231880	KBTBD4	11	47599277	47599823	1	protein_coding	55709	KBTBD4	NA	-0.492620783	5	9.104	2.36e-11	rs4752999;rs11039216;rs7950674	22
ENSG00000196666	FAM180B	11	47608198	47610746	1	protein_coding	399888	FAM180B	0.315838165150116	NA	6	14.52	2.36e-11	rs4752999;rs11039216;rs7950674	22
ENSG00000172247	C1QTNF4	11	47611216	47616211	-1	protein_coding	114900	C1QTNF4	0.679081390678169	NA	10	14.52	2.36e-11	rs4752999;rs11039216;rs7950674	22
ENSG00000109919	MTCH2	11	47638867	47664175	-1	protein_coding	23788	MTCH2	0.166788403447163	0.036933631	24	25	1.58e-11	rs4752999;rs11039216;rs7950674	22
ENSG00000165923	AGBL2	11	47681143	47736941	-1	protein_coding	79841	AGBL2	6.81051045839789e-12	-0.765874431	66	14.46	5.78e-11	rs11039216;rs7950674;rs4752999	22
ENSG00000109920	FNBP4	11	47738072	47788995	-1	protein_coding	23360	FNBP4	0.999993422916695	-0.713792045	74	13.15	5.14e-11	rs4752999;rs7950674;rs11039216	22
ENSG00000030066	NUP160	11	47799639	47870107	-1	protein_coding	23279	NUP160	0.023979152527532	-0.34569366	102	16.15	2.81e-11	rs11039216;rs7950674;rs4752999	22
ENSG00000149292	TTC12	11	113185251	113254266	1	protein_coding	54970	TTC12	1.44726952967987e-07	-0.271528473	39	11.47	8.03e-08	rs10891547;rs11214608	23
ENSG00000170209	ANKK1	11	113258513	113271140	1	protein_coding	255239	ANKK1	2.51117065910348e-08	-0.017548171	20	8.685	5.36e-09	rs10891547;rs11214608	23
ENSG00000149295	DRD2	11	113280318	113346413	-1	protein_coding	1813	DRD2	0.733263888671177	NA	51	19.05	2.37e-12	rs10891547;rs11214608;rs4309187;rs10891570	23
ENSG00000086827	ZW10	11	113603909	113644533	-1	protein_coding	9183	ZW10	0.0472628924555654	-0.861238849	8	13.2	3.77e-08	rs17542254;rs17613838	23
ENSG00000228607	CLDN25	11	113650469	113651222	1	protein_coding	644672	CLDN25	2.36412438667322e-09	-0.159950836	4	10.37	8.96e-10	rs17542254;rs17613838;rs1713676	23
ENSG00000048028	USP28	11	113668596	113746292	-1	protein_coding	57646	USP28	0.031657505195455	0.869552466	34	13.91	4e-08	rs1713676	23
ENSG00000165588	OTX2	14	57267425	57277197	-1	protein_coding	5015	OTX2	0.744599586946362	-0.822575099	11	13.04	1.36e-09	rs1123285	28
ENSG00000139971	C14orf37	14	58466453	58764857	-1	protein_coding	145407	C14orf37	8.27235953361938e-05	2.430974882	97	17.81	9.3e-09	rs6573197	29
ENSG00000131966	ACTR10	14	58666798	58701750	1	protein_coding	55860	ACTR10	0.00473623657219373	NA	26	13.25	1.31e-08	rs6573197	29
ENSG00000100567	PSMA3	14	58711549	58738730	1	protein_coding	5684	PSMA3	0.99028192222966	-0.459951181	30	11	9.3e-09	rs6573197	29
ENSG00000268466	AL132989.1	14	58754751	58755865	1	protein_coding	NA	NA	NA	NA	28	8.968	1.71e-08	rs6573197	29
ENSG00000032219	ARID4A	14	58765103	58840605	1	protein_coding	5926	ARID4A	0.999999263100059	-1.459535231	71	17.81	1.59e-08	rs6573197	29
ENSG00000196860	TOMM20L	14	58862634	58875419	1	protein_coding	387990	TOMM20L	0.000787655427739962	NA	2	7.395	6.19e-06	rs6573197	29
ENSG00000197249	SERPINA1	14	94843084	94857030	-1	protein_coding	5265	SERPINA1	3.65586459511635e-07	1.459921143	2	20.2	2.39e-11	rs28929474	30
ENSG00000090905	TNRC6A	16	24741016	24838953	1	protein_coding	27327	TNRC6A	0.999999927980856	-0.954235995	3	8.613	9.51e-10	rs17177078	31
ENSG00000158865	SLC5A11	16	24857162	24922949	1	protein_coding	115584	SLC5A11	1.49641187474707e-06	-0.589746372	1	0.052	NA	rs17177078	31
ENSG00000188322	SBK1	16	28303840	28335170	1	protein_coding	388228	SBK1	0.437577104080955	0.472517	13	10.36	1e-11	rs2726034;rs153106	32
ENSG00000198156	NPIPB6	16	28353876	28374829	-1	protein_coding	728741	NPIPB6	0.636136511561843	-0.629004576	19	3.884	5.49e-11	rs153106;rs2726034	32
ENSG00000205609	EIF3CL	16	28390900	28415200	-1	protein_coding	728689	EIF3CL	NA	-0.717156235	15	9.249	5.49e-11	rs153106;rs2726034	32
ENSG00000233232	NPIPB7	16	28467693	28481868	-1	protein_coding	440350	NPIPB7	0.151766813480617	NA	11	6.505	7.77e-12	rs153106;rs28374519	32
ENSG00000261832	CLN3	16	28477974	28503333	-1	protein_coding	1201	CLN3	NA	NA	35	16.07	7.42e-12	rs153106;rs28374519	32
ENSG00000188603	CLN3	16	28477983	28506896	-1	protein_coding	1201	CLN3	9.99316042821659e-07	NA	40	22.5	7.42e-12	rs153106;rs28374519	32
ENSG00000184730	APOBR	16	28505970	28510291	1	protein_coding	55911	APOBR	6.29744462573012e-06	-0.104220972	26	22.5	7.42e-12	rs153106	32
ENSG00000197272	IL27	16	28510683	28523372	-1	protein_coding	246778	IL27	0.927792677629213	-0.191849801	41	22.5	3.63e-12	rs153106	32
ENSG00000176046	NUPR1	16	28548606	28550495	-1	protein_coding	26471	NUPR1	0.00754108860242725	0.514990729	24	14.97	5.97e-12	rs153106	32
ENSG00000176476	CCDC101	16	28565236	28603111	1	protein_coding	112869	CCDC101	0.867208408499443	-0.543805453	64	25	1.65e-11	rs153106	32
ENSG00000197165	SULT1A2	16	28603264	28608430	-1	protein_coding	6799	SULT1A2	1.83502409355329e-08	1.084538666	56	25	3.01e-11	rs153106	32
ENSG00000196502	SULT1A1	16	28616903	28634946	-1	protein_coding	6817	SULT1A1	2.23675804808239e-09	NA	83	10.15	2.56e-11	rs153106;rs2726034	32
ENSG00000255524	NPIPB8	16	28648975	28670003	1	protein_coding	728734	NPIPB8	0.0142295046002752	NA	18	17.13	9.02e-11	rs153106;rs2726034	32
ENSG00000184110	EIF3C	16	28699879	28747051	1	protein_coding	8663	EIF3C	0.34330310885051	-0.796798248	13	6.886	2.26e-11	rs153106;rs6565259	32
ENSG00000196993	NPIPB9	16	28763108	28784128	1	protein_coding	100507607	NPIPB9	NA	NA	9	6.886	2.26e-11	rs153106;rs6565259	32
ENSG00000168488	ATXN2L	16	28834356	28848558	1	protein_coding	11273	ATXN2L	0.999950395532872	NA	50	10.05	8.81e-12	rs153106;rs6565259	32
ENSG00000178952	TUFM	16	28853732	28857729	-1	protein_coding	7284	TUFM	0.651456012209132	-0.298213656	36	10.05	1.17e-11	rs153106;rs6565259	32
ENSG00000178188	SH2B1	16	28857921	28885526	1	protein_coding	25970	SH2B1	0.956829709593037	-1.072051189	66	22.5	9.26e-12	rs153106;rs6565259;rs6565300	32
ENSG00000196296	ATP2A1	16	28889726	28915830	1	protein_coding	487	ATP2A1	7.03974863284906e-09	-0.198597796	36	18.68	1.01e-11	rs153106;rs6565259;rs6565300	32
ENSG00000177548	RABEP2	16	28915742	28947847	-1	protein_coding	79874	RABEP2	0.00273664449583801	-0.555492783	23	10.87	1.77e-11	rs153106;rs6565259;rs6565300	32
ENSG00000177455	CD19	16	28943260	28950667	1	protein_coding	930	CD19	0.853622376519338	-0.388220992	6	10.87	7.31e-10	rs6565259;rs6565300	32
ENSG00000176953	NFATC2IP	16	28962128	28978418	1	protein_coding	84901	NFATC2IP	0.00232734526476926	-0.714146586	6	4.127	7.42e-10	rs6565259;rs6565300	32
ENSG00000169682	SPNS1	16	28985542	28995869	1	protein_coding	83985	SPNS1	NA	-0.263577332	7	13.34	5.92e-10	rs6565300	32
ENSG00000213658	LAT	16	28996147	29002104	1	protein_coding	27040	LAT	0.0974332943635584	-0.48340799	5	13.34	5.92e-10	rs6565300	32
ENSG00000149932	TMEM219	16	29952206	29984373	1	protein_coding	124446	TMEM219	0.00103535655502854	-0.146992867	34	18	9.15e-06	rs3814877	33
ENSG00000149930	TAOK2	16	29984962	30003582	1	protein_coding	9344	TAOK2	0.998764492352461	-1.19162631	27	18.16	8.53e-06	rs3814877	33
ENSG00000149929	HIRIP3	16	30003645	30007757	-1	protein_coding	8479	HIRIP3	0.0190027818505393	-1.203707941	12	18.16	8.53e-06	rs3814877	33
ENSG00000169592	INO80E	16	30006615	30017114	1	protein_coding	283899	INO80E	0.0174146851193449	-1.077285896	17	18.17	2.94e-08	rs3814877	33
ENSG00000149927	DOC2A	16	30016830	30034591	-1	protein_coding	8448	DOC2A	0.0185536457979363	NA	34	18.17	1.07e-08	rs3814877	33
ENSG00000167194	C16orf92	16	30034655	30039057	1	protein_coding	146378	C16orf92	0.018925440394968	0.293839019	30	15.67	1.07e-08	rs3814877	33
ENSG00000149926	FAM57B	16	30035748	30064299	-1	protein_coding	83723	FAM57B	0.285736245520272	NA	48	15.67	1.07e-08	rs3814877	33
ENSG00000149925	ALDOA	16	30064411	30081778	1	protein_coding	226	ALDOA	0.0248344029134968	-1.301161067	17	13.6	2.02e-08	rs3814877	33
ENSG00000149923	PPP4C	16	30087299	30096698	1	protein_coding	5531	PPP4C	0.759585900442172	-0.372627201	11	18.33	6.84e-08	rs3814877	33
ENSG00000149922	TBX6	16	30097114	30103208	-1	protein_coding	6911	TBX6	0.0291474892908083	-0.693710249	12	18.33	6.84e-08	rs3814877	33
ENSG00000090238	YPEL3	16	30103635	30108236	-1	protein_coding	83719	YPEL3	0.122709138935465	NA	10	18.33	6.84e-08	rs3814877	33
ENSG00000102886	GDPD3	16	30116131	30125177	-1	protein_coding	79153	GDPD3	1.05164952856676e-07	-0.37516073	5	15.65	9.36e-08	rs3814877	33
ENSG00000102882	MAPK3	16	30125426	30134827	-1	protein_coding	5595	MAPK3	0.409692328374644	NA	1	5.886	9.66e-08	rs3814877	33
ENSG00000131149	GSE1	16	85645015	85709810	1	protein_coding	23199	GSE1	NA	1.172557546	33	19.59	1.24e-09	rs13332432	36
ENSG00000131153	GINS2	16	85709804	85723679	-1	protein_coding	51659	GINS2	6.07718456409909e-09	0.756314878	43	15.78	5.94e-11	rs13332432	36
ENSG00000154102	C16orf74	16	85723690	85784735	-1	protein_coding	404550	C16orf74	0.0240486458910046	NA	25	9.58	5.94e-11	rs13332432	36
ENSG00000183914	DNAH2	17	7620672	7737062	1	protein_coding	146754	DNAH2	2.48851849978906e-21	0.332993564	3	7.774	1.39e-08	rs34121753	37
ENSG00000132510	KDM6B	17	7743222	7758114	1	protein_coding	23135	KDM6B	0.999994424921105	-0.597453625	5	21	1.39e-08	rs34121753	37
ENSG00000167874	TMEM88	17	7758383	7759417	1	protein_coding	92162	TMEM88	0.353473968338177	0.009443293	3	21	4.53e-08	rs34121753	37
ENSG00000183011	LSMD1	17	7760003	7788556	-1	protein_coding	84316	LSMD1	0.00287648469673033	-0.647346698	3	21	4.53e-08	rs34121753	37
ENSG00000182224	CYB5D1	17	7761064	7765600	1	protein_coding	124637	CYB5D1	4.57519538498037e-05	-1.966049949	3	21	4.53e-08	rs34121753	37
ENSG00000159314	ARHGAP27	17	43471275	43511787	-1	protein_coding	201176	ARHGAP27	0.00125584382196987	-0.761627793	86	18.95	1.71e-13	rs76640332	38
ENSG00000225190	PLEKHM1	17	43513266	43568115	-1	protein_coding	9842	PLEKHM1	0.840543209831517	-0.663068032	138	18.95	8.87e-17	rs76640332;rs62053943	38
ENSG00000120088	CRHR1	17	43699267	43913194	1	protein_coding	1394	CRHR1	0.792134286397601	2.038085631	951	19.39	6.68e-18	rs76640332;rs62053943;rs199460;rs9303521;rs113100008;rs55938136;rs8067527;rs35076622;rs2074404	38
ENSG00000185294	SPPL2C	17	43922256	43924438	1	protein_coding	162540	SPPL2C	2.29524703916312e-05	0.187394842	120	23.5	1.48e-17	rs76640332;rs199460;rs62053943;rs2074404;rs2316770	38
ENSG00000186868	MAPT	17	43971748	44105700	1	protein_coding	4137	MAPT	4.68264962282433e-05	2.01024275	792	26.8	4.71e-18	rs76640332;rs2074404;rs199460;rs62053943;rs2316770;rs7225002	38
ENSG00000256762	STH	17	44076616	44077060	1	protein_coding	246744	STH	0.00444466614164462	0.274193181	95	19.15	8.14e-18	rs76640332;rs2074404;rs199460;rs62053943	38
ENSG00000120071	KANSL1	17	44107282	44302733	-1	protein_coding	284058	KANSL1	0.999733505943003	0.058945245	1077	26.4	1.47e-18	rs76640332;rs2074404;rs199460;rs62053943;rs7225002;rs117300236	38
ENSG00000228696	ARL17B	17	44352150	44439130	-1	protein_coding	100506084	ARL17B	NA	-0.428243465	287	15.22	4.47e-16	rs76640332;rs199460;rs62053943;rs2074404;rs117300236;rs7225002	38
ENSG00000176681	LRRC37A	17	44370099	44415160	1	protein_coding	9884	LRRC37A	0.890487355591061	NA	68	15.22	9.99e-16	rs76640332;rs199460;rs62053943;rs117300236;rs7225002	38
ENSG00000238083	LRRC37A2	17	44588877	44633016	1	protein_coding	474170	LRRC37A2	NA	NA	11	19.03	NA	rs76640332;rs199460;rs7225002;rs62053943	38
