GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
3	rs1260326	2	27598097	rs4665972	2012-08-20	22747683	Eriksson N	2012-06-30	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/22747683	Genetic variants associated with breast size also influence breast cancer risk.	Breast size	16,175 European ancestry female individuals	NA	2p23.3	SLC4A1AP, GCKR	SNX17			ENSG00000115234			rs4665972-T	rs4665972	0	4665972	intron_variant	0	0.448	1E-6	6.0		0.08	[0.047-0.113] cup size increase	Illumina [7422970] (imputed)	N
3	rs1260326	2	27598097	rs4665972	2013-11-29	23726366	Coram MA	2013-05-29	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23726366	Genome-wide characterization of shared and distinct genetic components that influence blood lipid levels in ethnically diverse human populations.	Triglycerides	7,601 African American individuals, 3,335 Hispanic individuals	7,138 African American individuals	2p23.3	GCKR	SNX17			ENSG00000115234			rs4665972-T	rs4665972	0	4665972	intron_variant	0	0.123	1E-8	8.0	(AA)	0.065	[NR] unit increase	Affymetrix [NR]	N
3	rs1260326	2	27598097	rs4665972	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	High light scatter reticulocyte count	170,761 European ancestry individuals	NA	2p23.3	SNX17	SNX17			ENSG00000115234			rs4665972-C	rs4665972	0	4665972	intron_variant	0	0.6051	1E-18	18.0		0.03246703	[0.025-0.04] unit decrease	Affymetrix [~ 2500000] (imputed)	N
3	rs1260326	2	27598097	rs4665972	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Reticulocyte count	170,641 European ancestry individuals	NA	2p23.3	SNX17	SNX17			ENSG00000115234			rs4665972-C	rs4665972	0	4665972	intron_variant	0	0.6051	4E-20	19.397940008672037		0.03395389	[0.027-0.041] unit decrease	Affymetrix [~ 2500000] (imputed)	N
3	rs1260326	2	27598097	rs4665972	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Reticulocyte fraction of red cells	170,690 European ancestry individuals	NA	2p23.3	SNX17	SNX17			ENSG00000115234			rs4665972-C	rs4665972	0	4665972	intron_variant	0	0.6051	2E-26	25.69897000433602		0.03923603	[0.032-0.046] unit decrease	Affymetrix [~ 2500000] (imputed)	N
3	rs1260326	2	27598097	rs4665972	2018-10-19	30220432	Haas ME	2018-09-06	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30220432	Genetic Association of Albuminuria with Cardiometabolic Disease and Blood Pressure.	Urinary albumin excretion (no hypertensive medication)	302,687 European ancestry individuals without hypertensive medication	NA	2p23.3	SNX17	SNX17			ENSG00000115234			rs4665972-T	rs4665972	0	4665972	intron_variant	0	0.392	8E-10	9.096910013008056		0.01104	[0.0075-0.0146] unit increase	Affymetrix [11709857] (imputed)	N
3	rs1260326	2	27598097	rs4665972	2018-11-19	30220432	Haas ME	2018-09-06	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30220432	Genetic Association of Albuminuria with Cardiometabolic Disease and Blood Pressure.	Urinary albumin excretion	382,500 European ancestry individuals	NA	2p23.3	SNX17	SNX17			ENSG00000115234			rs4665972-T	rs4665972	0	4665972	intron_variant	0	0.393	7E-12	11.154901959985743		0.01176	[0.0084-0.0151] unit increase	Affymetrix [11709857] (imputed)	N
3	rs1728918	2	27635463	rs1728918	2013-02-12	23128233	Jostins L	2012-11-01	Nature	www.ncbi.nlm.nih.gov/pubmed/23128233	Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls	2p23.3	UCN	PPM1G - NRBP1	ENSG00000115241	ENSG00000115216		2909	15194	rs1728918-A	rs1728918	0	1728918	regulatory_region_variant	1	0.299	5E-16	15.301029995663981		1.123	[1.086-1.16]	Affymetrix, Illumina [1230000] (imputed)	N
3	rs1728918	2	27635463	rs1728918	2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related disease endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2p23.3	NR	PPM1G - NRBP1	ENSG00000115241	ENSG00000115216		2909	15194	rs1728918-?	rs1728918	0	1728918	regulatory_region_variant	1	NR	5E-35	34.30102999566398				Affymetrix [NR]	N
3	rs1728918	2	27635463	rs1728918	2017-05-15	27790247	He L	2016-11-03	Front Genet	www.ncbi.nlm.nih.gov/pubmed/27790247	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Age-related diseases, mortality and associated endophenotypes	9,618 European ancestry individuals	19,796 European ancestry individuals	2p23.3	NR	PPM1G - NRBP1	ENSG00000115241	ENSG00000115216		2909	15194	rs1728918-?	rs1728918	0	1728918	regulatory_region_variant	1	NR	1E-31	31.0				Affymetrix [NR]	N
3	rs1728918	2	27635463	rs1728918	2018-09-12	23093944	Krumsiek J	2012-10-18	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23093944	Mining the unknown: a systems approach to metabolite identification combining genetic and metabolic information.	Serum metabolite levels	1,678 European ancestry individuals	NA	2p23.3	intergenic	PPM1G - NRBP1	ENSG00000115241	ENSG00000115216		2909	15194	rs1728918-?	rs1728918	0	1728918	regulatory_region_variant	1	NR	2E-16	15.698970004336019	(mannose)	0.04006	[NR] unit decrease	Affymetrix [655658]	N
3	rs1728918	2	27635463	rs1728918	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Body mass index	approximately 458,000 European ancestry individuals	NA	2p23.3		PPM1G - NRBP1	ENSG00000115241	ENSG00000115216		2909	15194	rs1728918-?	rs1728918	0	1728918	regulatory_region_variant	1	NR	1E-8	8.0				NR [~ 8900000] (imputed)	N
3	rs1083864	2	27648726	rs4665978	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Hair color	approximately 452,000 European ancestry individuals	NA	2p23.3		PPM1G - NRBP1	ENSG00000115241	ENSG00000115216		16172	1931	rs4665978-?	rs4665978	0	4665978	intergenic_variant	1	NR	1E-15	15.0				NR [~ 8900000] (imputed)	N
3	rs1083864	2	27715416	rs2303369	2012-02-10	22267201	Stolk L	2012-01-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22267201	Meta-analyses identify 13 loci associated with age at menopause and highlight DNA repair and immune pathways.	Menopause (age at onset)	38,968 European ancestry female individuals	Up to 14,435 European ancestry female individuals	2p23.3	FNDC4	FNDC4			ENSG00000115226			rs2303369-T	rs2303369	0	2303369	intron_variant	0	0.388	2E-12	11.698970004336019		0.175	[0.13-0.22] years decrease	Affymetrix, Illumina [2551160] (imputed)	N
3	rs1083864	2	27716004	rs780088	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Age at menopause	approximately 143,000 European ancestry individuals	NA	2p23.3		FNDC4			ENSG00000115226			rs780088-?	rs780088	0	780088	intron_variant	0	NR	6E-21	20.221848749616356				NR [~ 8900000] (imputed)	N
3	rs1083864	2	27716494	rs704795	2018-02-21	26414677	Day FR	2015-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/26414677	Large-scale genomic analyses link reproductive aging to hypothalamic signaling, breast cancer susceptibility and BRCA1-mediated DNA repair.	Menopause (age at onset)	up to 69,626 European ancestry women	NA	2p23.3	BRE, GTF3C2, EIFB4	FNDC4			ENSG00000115226			rs704795-A	rs704795	0	704795	intron_variant	0	0.4	2E-15	14.698970004336019		0.16	[0.12-0.2] years decrease	Affymetrix, Illumina [~ 2600000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2008-06-22	18454146	Chambers JC	2008-05-04	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18454146	Common genetic variation near MC4R is associated with waist circumference and insulin resistance.	Waist circumference and related phenotypes	2,684 Indian Asian ancestry male individuals	7,394 Indian Asian ancestry individuals, 4,561 European ancestry individuals	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-?	rs1260326	0	1260326	missense_variant	0	NR	4E-8	7.3979400086720375	(triglycerides)			Illumina [308067]	N
3	rs1260326	2	27730940	rs1260326	2009-01-12	19060906	Kathiresan S	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060906	Common variants at 30 loci contribute to polygenic dyslipidemia.	Triglycerides	19,840 European ancestry individuals	Up to 20,623 European ancestry individuals	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.45	2E-31	30.69897000433602		0.12	[0.08-0.16] s.d. increase	Affymetrix, Illumina [~ 2600000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2009-01-14	19060910	Sabatti C	2008-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19060910	Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.	Metabolic traits	4,763 Northern Finnish founder individuals	NA	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-A	rs1260326	0	1260326	missense_variant	0	0.35	4E-10	9.397940008672037	(TG)	0.09	[0.06-0.12] mmol/l increase	Illumina [329091]	N
3	rs1260326	2	27730940	rs1260326	2010-02-08	20081857	Saxena R	2010-01-17	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20081857	Genetic variation in GIPR influences the glucose and insulin responses to an oral glucose challenge.	Two-hour glucose challenge	15,234 individuals	up to 30,620 European ancestry individuals	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	NR	3E-10	9.522878745280337		0.07	[0.05-0.09] mmol/L increase	Affymetrix, Illumina [NR]	N
3	rs1260326	2	27730940	rs1260326	2010-05-05	20383146	Kottgen A	2010-04-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20383146	New loci associated with kidney function and chronic kidney disease.	Chronic kidney disease	Up to 67,093 European ancestry individuals	Up to 22,982 European ancestry individuals	2p23.3	FNDC4, IFT172, GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.41	3E-14	13.522878745280337	(eGFRcrea)	0.01	[0.007-0.011] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2010-09-10	20657596	Johansen CT	2010-07-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20657596	Excess of rare variants in genes identified by genome-wide association study of hypertriglyceridemia.	Hypertriglyceridemia	463 European ancestry cases, 1,197 European ancestry controls	NA	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.41	7E-9	8.154901959985743		1.75	[1.45-2.12]	Affymetrix [~ 2100000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2011-10-20	21943158	Middelberg RP	2011-09-24	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/21943158	Genetic variants in LPL, OASL and TOMM40/APOE-C1-C2-C4 genes are associated with multiple cardiovascular-related traits.	Cardiovascular disease risk factors	11,683 European ancestry individuals	NA	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.40	2E-8	7.698970004336019	(TRIG)	0.082	[0.053-0.111] mmol/l increase	Illumina [NR] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2011-11-18	22001757	Chambers JC	2011-10-16	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22001757	Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma.	Liver enzyme levels (gamma-glutamyl transferase)	Up to 52,350 European ancestry individuals, up to 8,739 Indian Asian ancestry individuals	NA	2p23.3	GCKR, C2orf16	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.38	4E-13	12.397940008672037		3.2	[2.40-4.0] % increase	Affymetrix, Illumina, Perlegen [~ 2600000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-01-25	20686565	Teslovich TM	2010-08-05	Nature	www.ncbi.nlm.nih.gov/pubmed/20686565	Biological, clinical and population relevance of 95 loci for blood lipids.	Cholesterol, total	100,184 European ancestry individuals	NA	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.41	7E-27	26.154901959985743		1.91	[1.54-2.28] mg/dL increase	Affymetrix, Illumina, Perlegen [~ 2600000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-01-25	20686565	Teslovich TM	2010-08-05	Nature	www.ncbi.nlm.nih.gov/pubmed/20686565	Biological, clinical and population relevance of 95 loci for blood lipids.	Triglycerides	96,598 European ancestry individuals	NA	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.41	6E-133	132.22184874961636		8.76	[7.98-9.54] mg/dL increase	Affymetrix, Illumina, Perlegen [~ 2600000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-02-28	22286219	Kettunen J	2012-01-29	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22286219	Genome-wide association study identifies multiple loci influencing human serum metabolite levels.	Metabolite levels	8,330 European ancestry individuals	NA	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-?	rs1260326	0	1260326	missense_variant	0	NR	3E-18	17.522878745280337	(Ala, Gln)	0.15	[0.11-0.19] unit decrease	Illumina [~ 7700000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-06-22	22558069	Osman W	2012-04-27	PLoS One	www.ncbi.nlm.nih.gov/pubmed/22558069	Association of common variants in TNFRSF13B, TNFSF13, and ANXA3 with serum levels of non-albumin protein and immunoglobulin isotypes in Japanese.	Non-albumin protein levels	Up to 9,103 Japanese ancestry individuals	Up to 1,629 Japanese ancestry individuals	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-C	rs1260326	0	1260326	missense_variant	0	0.445	3E-9	8.522878745280337	(ALB)	0.08	[0.053-0.107] unit decrease	Illumina [2178644] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-11-21	22916037	Inouye M	2012-08-16	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/22916037	Novel Loci for metabolic networks and multi-tissue expression studies reveal genes for atherosclerosis.	Metabolite levels	6,608 European ancestry individuals	NA	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-?	rs1260326	0	1260326	missense_variant	0	0.36	1E-12	12.0				Illumina [~ 2000000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-12-21	23022100	Franceschini N	2012-09-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23022100	Discovery and fine mapping of serum protein loci through transethnic meta-analysis.	Serum albumin level	Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals	NA	2p23.3	FNDC4, GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.41	3E-14	13.522878745280337	(EA)	0.0124	[0.0093-0.0155] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-12-21	23022100	Franceschini N	2012-09-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23022100	Discovery and fine mapping of serum protein loci through transethnic meta-analysis.	Serum albumin level	Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals	NA	2p23.3	FNDC4, GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.56	2E-8	7.698970004336019	(Japanese)	0.027	[0.017-0.037] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-12-21	23022100	Franceschini N	2012-09-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23022100	Discovery and fine mapping of serum protein loci through transethnic meta-analysis.	Serum albumin level	Up to 53,190 European ancestry individuals, 9,380 Japanese ancestry individuals	NA	2p23.3	GCKR-FNDC4	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.41	4E-19	18.397940008672037		0.0138	[0.011-0.017] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-12-21	23022100	Franceschini N	2012-09-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23022100	Discovery and fine mapping of serum protein loci through transethnic meta-analysis.	Serum total protein level	Up to 25,539 European ancestry individuals, 10,168 Japanese ancestry individuals	NA	2p23.3	FNDC4, GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.44	6E-8	7.221848749616356		0.0179	[0.011-0.024] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2012-12-21	23022100	Franceschini N	2012-09-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/23022100	Discovery and fine mapping of serum protein loci through transethnic meta-analysis.	Serum total protein level	Up to 25,539 European ancestry individuals, 10,168 Japanese ancestry individuals	NA	2p23.3	FNDC4, GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.56	4E-6	5.3979400086720375	(Japanese)	0.031	[0.017-0.045] unit increase	Affymetrix, Illumina [~ 2500000] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2013-01-30	23118302	Chu AY	2012-11-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/23118302	Genome-wide association study evaluating lipoprotein-associated phospholipase A2 mass and activity at baseline and after rosuvastatin therapy.	Lipoprotein-associated phospholipase A2 activity and mass	6,851 European ancestry individuals	13,664 European ancestry individuals	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.44	5E-6	5.301029995663981	(mass)	0.0053	[-0.00215-0.01275] ng/ml decrease	Illumina [796174]	N
3	rs1260326	2	27730940	rs1260326	2013-03-15	23263486	Kottgen A	2012-12-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23263486	Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.	Urate levels	49,825 European ancestry males, 60,522 European ancestry females	Up to 32,813 European ancestry individuals	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-T	rs1260326	0	1260326	missense_variant	0	0.41	1E-44	44.0		0.074	[0.063-0.084] mg/dl increase	Affymetrix, Illumina, Perlegen [2450547] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2013-08-01	23505323	Weissglas-Volkov D	2013-03-15	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/23505323	Genomic study in Mexicans identifies a new locus for triglycerides and refines European lipid loci.	Hypertriglyceridemia	1,122 Mexican ancestry cases, 1,118 Mexican ancestry controls	1,067 Mexican ancestry cases, 1,054 Mexican ancestry controls	2p23.3	ZNF512, KRTCAP3, FNDC4, IFT172, GCKR, PPM1G, NRBP1, C2orf16	GCKR			ENSG00000084734			rs1260326-?	rs1260326	0	1260326	missense_variant	0	0.26	2E-13	12.698970004336019		1.41	[1.31-1.51]	Illumina [1361436] (imputed)	N
3	rs1260326	2	27730940	rs1260326	2013-09-04	20139978	Kamatani Y	2010-02-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20139978	Genome-wide association study of hematological and biochemical traits in a Japanese population.	Triglycerides	8,993 Japanese ancestry individuals	NA	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-C	rs1260326	0	1260326	missense_variant	0	0.45	1E-11	11.0		0.101	[0.072-0.13] unit decrease	Illumina [561583]	N
3	rs1260326	2	27730940	rs1260326	2013-09-24	19936222	Chasman DI	2009-11-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19936222	Forty-three loci associated with plasma lipoprotein size, concentration, and cholesterol content in genome-wide analysis.	Lipid metabolism phenotypes	Up to 17,296 European ancestry female individuals	Up to 2,700 individuals, Up to 2,000 European ancestry cardiovascular heart disease cases and controls	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-?	rs1260326	0	1260326	missense_variant	0	NR	1E-37	37.0	(TG.assay, whole)	0.07	[NR] unit increase	Illumina [335603]	N
3	rs1260326	2	27730940	rs1260326	2013-09-24	19936222	Chasman DI	2009-11-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19936222	Forty-three loci associated with plasma lipoprotein size, concentration, and cholesterol content in genome-wide analysis.	Lipid metabolism phenotypes	Up to 17,296 European ancestry female individuals	Up to 2,700 individuals, Up to 2,000 European ancestry cardiovascular heart disease cases and controls	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-?	rs1260326	0	1260326	missense_variant	0	NR	3E-28	27.522878745280337	(VLDL.large, whole)	0.342	[NR] unit increase	Illumina [335603]	N
3	rs1260326	2	27730940	rs1260326	2013-09-24	19936222	Chasman DI	2009-11-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19936222	Forty-three loci associated with plasma lipoprotein size, concentration, and cholesterol content in genome-wide analysis.	Lipid metabolism phenotypes	Up to 17,296 European ancestry female individuals	Up to 2,700 individuals, Up to 2,000 European ancestry cardiovascular heart disease cases and controls	2p23.3	GCKR	GCKR			ENSG00000084734			rs1260326-?	rs1260326	0	1260326	missense_variant	0	NR	3E-29	28.522878745280337	(TG.by.NMR, fasting)	0.056	[NR] unit increase	Illumina [335603]	N
