GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000008130	1	1682671	1711896	7	4	52938	0.94977	0.17111	NADK
ENSG00000078369	1	1716729	1822495	38	10	44446	0.3007	0.38182	GNB1
ENSG00000178821	1	1849029	1850712	1	1	22683	0.2549	0.3994	TMEM52
ENSG00000142609	1	1853396	1935276	13	3	23653	0.35291	0.36208	C1orf222
ENSG00000067606	1	1981909	2116834	42	17	34209	-0.083517	0.53328	PRKCZ
ENSG00000162585	1	2115903	2144159	9	5	38371	-0.67311	0.74956	C1orf86
ENSG00000269554	1	2121237	2123179	1	1	57980	0.37401	0.3542	AL590822.2
ENSG00000157933	1	2160134	2241558	42	13	48556	1.2561	0.10454	SKI
ENSG00000116151	1	2252692	2323146	54	23	37998	-0.7108	0.76139	MORN1
ENSG00000157916	1	2323267	2336883	8	4	40332	-0.22281	0.58816	RER1
ENSG00000157911	1	2336236	2345236	8	4	35919	-0.6788	0.75137	PEX10
ENSG00000149527	1	2357419	2436969	52	22	39508	0.49737	0.30946	PLCH2
ENSG00000157881	1	2439972	2458039	7	4	27725	-1.0091	0.84354	PANK4
ENSG00000197921	1	2460184	2461684	2	1	22683	0.02422	0.49034	HES5
ENSG00000157873	1	2487078	2496821	8	4	31507	-0.23004	0.59097	TNFRSF14
ENSG00000157870	1	2517930	2522908	1	1	57980	-0.12541	0.5499	FAM213B
ENSG00000142606	1	2522078	2564481	40	6	42475	-0.039932	0.51593	MMEL1
ENSG00000215912	1	2567415	2718286	28	8	30697	2.4886	0.0064126	TTC34
ENSG00000142611	1	2985732	3355185	220	87	39897	-0.63185	0.73626	PRDM16
ENSG00000130762	1	3370990	3397677	17	5	44188	0.72073	0.23554	ARHGEF16
ENSG00000162591	1	3406484	3528059	90	39	41229	0.12958	0.44845	MEGF6
ENSG00000158109	1	3541566	3546691	3	2	46214	0.034349	0.4863	TPRG1L
ENSG00000116213	1	3547331	3569325	16	6	34502	1.2051	0.11408	WRAP73
ENSG00000078900	1	3569084	3652765	54	22	45889	0.92271	0.17808	TP73
ENSG00000162592	1	3668962	3688209	32	10	48606	0.57723	0.28189	CCDC27
ENSG00000235169	1	3689352	3692546	3	1	50419	0.38235	0.3511	SMIM1
ENSG00000130764	1	3696784	3713068	13	6	44404	-0.015934	0.50636	LRRC47
ENSG00000116198	1	3728645	3773778	47	11	43283	-0.90155	0.81635	CEP104
ENSG00000169598	1	3773845	3801993	31	12	43749	-1.1426	0.8734	DFFB
ENSG00000198912	1	3805689	3816857	17	7	41370	1.0751	0.14115	C1orf174
ENSG00000196581	1	4714792	4852594	158	40	37970	-0.27752	0.60931	AJAP1
ENSG00000131697	1	5922871	6052533	142	20	43243	-1.1172	0.86805	NPHP4
ENSG00000069424	1	6051526	6161253	71	30	38947	-0.26991	0.60638	KCNAB2
ENSG00000268332	1	6100630	6101399	2	1	40332	-1.1708	0.87917	AL035406.1
ENSG00000116254	1	6161853	6240183	40	12	43421	0.22334	0.41164	CHD5
ENSG00000116251	1	6241329	6269449	17	7	46414	-0.36833	0.64368	RPL22
ENSG00000158286	1	6265535	6281359	8	2	53568	-0.27933	0.61	RNF207
ENSG00000116237	1	6281253	6296032	5	2	50921	-0.54153	0.70593	ICMT
ENSG00000173673	1	6304252	6305638	1	1	22683	0.48116	0.3152	HES3
ENSG00000158292	1	6307406	6321035	9	4	34449	-0.074986	0.52989	GPR153
ENSG00000097021	1	6324329	6454451	78	19	35839	0.27903	0.39011	ACOT7
ENSG00000069812	1	6472478	6484730	9	2	55460	0.44349	0.3287	HES2
ENSG00000187017	1	6484848	6521430	32	4	53568	0.51737	0.30245	ESPN
ENSG00000215788	1	6521211	6526255	1	1	57980	-0.99487	0.8401	TNFRSF25
ENSG00000171680	1	6526152	6580121	29	13	43027	1.2842	0.09954	PLEKHG5
ENSG00000162408	1	6581407	6614595	50	6	43458	-0.2404	0.59499	NOL9
ENSG00000173662	1	6615241	6639817	22	7	33914	-0.39576	0.65386	TAS1R1
ENSG00000204859	1	6640061	6649340	4	2	22683	1.5333	0.062603	ZBTB48
ENSG00000162413	1	6650784	6674667	14	6	37810	3.322	0.00044695	KLHL21
ENSG00000116273	1	6673745	6684093	7	3	34570	1.0306	0.15136	PHF13
ENSG00000041988	1	6684926	6695646	10	3	50921	3.0121	0.0012971	THAP3
ENSG00000007923	1	6694228	6761984	30	12	34869	1.234	0.10861	DNAJC11
ENSG00000171735	1	6845384	7829766	616	143	44605	1.3345	0.091015	CAMTA1
ENSG00000049245	1	7831329	7841492	8	3	57980	1.813	0.034917	VAMP3
ENSG00000049246	1	7844380	7905237	37	11	47827	3.0212	0.0012589	PER3
ENSG00000049247	1	7903143	7913572	3	2	46214	1.2248	0.11033	UTS2
ENSG00000049249	1	7979907	8000926	1	1	22683	-0.1138	0.5453	TNFRSF9
ENSG00000116288	1	8014351	8045565	10	6	35795	0.52392	0.30017	PARK7
ENSG00000116285	1	8064464	8086368	4	2	40332	-0.19738	0.57824	ERRFI1
ENSG00000162426	1	8377886	8404227	22	5	55345	-0.48187	0.68505	SLC45A1
ENSG00000142599	1	8412457	8877702	181	29	43703	1.2244	0.11041	RERE
ENSG00000074800	1	8921061	8939308	5	3	36802	0.92467	0.17757	ENO1
ENSG00000131686	1	9005926	9035151	31	11	39844	-0.22279	0.58815	CA6
ENSG00000197241	1	9063359	9086404	14	4	44837	-0.31153	0.6223	SLC2A7
ENSG00000142583	1	9095166	9148537	38	9	47829	-0.11421	0.54546	SLC2A5
ENSG00000180758	1	9160364	9189229	10	3	48652	-0.45884	0.67682	GPR157
ENSG00000049239	1	9294834	9331396	13	7	39944	-0.31311	0.6229	H6PD
ENSG00000171621	1	9352939	9429591	77	34	45505	-0.2747	0.60823	SPSB1
ENSG00000171612	1	9599541	9645237	10	5	35795	0.46765	0.32002	SLC25A33
ENSG00000188807	1	9648932	9674935	14	8	30247	0.20656	0.41818	TMEM201
ENSG00000171608	1	9711790	9789172	36	17	37390	0.91224	0.18082	PIK3CD
ENSG00000179840	1	9712668	9714644	3	2	22683	-0.88325	0.81145	C1orf200
ENSG00000171603	1	9789084	9884584	60	12	38987	-0.19359	0.57675	CLSTN1
ENSG00000178585	1	9908334	9970394	14	6	32768	-0.49764	0.69063	CTNNBIP1
ENSG00000162441	1	9982173	10003465	9	5	39772	-0.18502	0.57339	LZIC
ENSG00000173614	1	10003486	10045559	30	11	35290	0.24712	0.40241	NMNAT1
ENSG00000162444	1	10057264	10076078	18	4	30527	-0.56802	0.71499	RBP7
ENSG00000130939	1	10092890	10241297	88	13	33828	-0.76316	0.77731	UBE4B
ENSG00000054523	1	10270863	10441661	161	13	33801	-0.36579	0.64274	KIF1B
ENSG00000142657	1	10458649	10480201	16	5	40332	-0.23813	0.59411	PGD
ENSG00000251503	1	10490159	10512210	8	3	31507	-0.15908	0.5632	APITD1-CORT
ENSG00000175279	1	10490159	10512210	8	3	31507	-0.15908	0.5632	APITD1
ENSG00000160049	1	10516579	10532583	5	3	48907	0.62692	0.26535	DFFA
ENSG00000142655	1	10532345	10690815	77	18	45669	0.21581	0.41457	PEX14
ENSG00000130940	1	10696661	10856707	68	32	42964	-0.69412	0.7562	CASZ1
ENSG00000175262	1	11006528	11042094	30	9	42685	0.45071	0.3261	C1orf127
ENSG00000120948	1	11072414	11085796	5	1	22683	-0.41776	0.66194	TARDBP
ENSG00000009724	1	11086580	11107290	17	5	33064	0.42823	0.33424	MASP2
ENSG00000116649	1	11114641	11120081	1	1	22683	1.0625	0.144	SRM
ENSG00000171824	1	11126675	11159938	24	7	30668	0.7131	0.23789	EXOSC10
ENSG00000198793	1	11166592	11322564	66	8	37123	0.98802	0.16157	MTOR
ENSG00000171819	1	11249398	11256038	2	1	22683	0.51759	0.30237	ANGPTL7
ENSG00000120942	1	11333263	11356106	15	3	41508	0.9293	0.17637	UBIAD1
ENSG00000204624	1	11539223	11597641	26	4	48477	1.8816	0.029944	PTCHD2
ENSG00000116661	1	11708424	11715842	2	1	35297	0.91218	0.18084	FBXO2
ENSG00000132879	1	11714432	11723384	4	2	43485	0.96354	0.16764	FBXO44
ENSG00000116663	1	11724181	11734411	3	2	46214	-0.28903	0.61372	FBXO6
ENSG00000116670	1	11734537	11751707	3	2	57980	0.65598	0.25592	MAD2L2
ENSG00000162490	1	11751786	11785914	7	3	48259	-0.23257	0.59195	DRAXIN
ENSG00000177674	1	11796141	11814859	15	2	57980	1.5698	0.058227	AGTRAP
ENSG00000215910	1	11821844	11849642	31	5	52369	-0.71767	0.76352	C1orf167
ENSG00000177000	1	11845780	11866977	5	2	57980	-0.93402	0.82485	MTHFR
ENSG00000011021	1	11866207	11903201	24	5	45795	-1.1398	0.87281	CLCN6
ENSG00000116685	1	11979648	11986485	4	2	49156	-1.3449	0.91067	KIAA2013
ENSG00000083444	1	11994262	12035595	33	8	39797	0.22506	0.41097	PLOD1
ENSG00000116688	1	12040238	12073571	21	6	40692	0.050665	0.4798	MFN2
ENSG00000116691	1	12079523	12092102	4	1	57980	0.91263	0.18072	MIIP
ENSG00000120949	1	12123434	12204264	66	15	45986	0.050359	0.47992	TNFRSF8
ENSG00000028137	1	12227060	12269285	10	5	45377	1.0632	0.14384	TNFRSF1B
ENSG00000048707	1	12290124	12572099	120	22	31318	1.5059	0.066047	VPS13D
ENSG00000162496	1	12627939	12677737	26	11	46732	-0.51831	0.69788	DHRS3
ENSG00000204518	1	12704566	12727097	9	4	37252	0.40824	0.34155	AADACL4
ENSG00000188984	1	12776118	12788726	6	2	52097	-0.03135	0.5125	AADACL3
ENSG00000157330	1	12806163	12823847	16	6	35919	-2.1868	0.98562	C1orf158
ENSG00000116726	1	12834984	12838049	1	1	35297	-0.70405	0.7593	PRAMEF12
ENSG00000116721	1	12851546	12856777	5	2	35297	-0.35823	0.63991	PRAMEF1
ENSG00000204513	1	12884468	12891264	1	1	35297	-0.51551	0.6969	PRAMEF11
ENSG00000120952	1	12916941	12921764	6	2	32771	0.45467	0.32467	PRAMEF2
ENSG00000243073	1	12939045	12946025	1	1	22683	-0.24301	0.596	PRAMEF4
ENSG00000162494	1	13801445	13840543	14	7	44655	0.40129	0.3441	LRRC38
ENSG00000162493	1	13909960	13944452	17	8	48341	0.030476	0.48784	PDPN
ENSG00000116731	1	14026693	14151574	101	7	28175	-0.45797	0.67651	PRDM2
ENSG00000189337	1	14925200	15444539	464	112	47831	0.80917	0.20921	KAZN
ENSG00000171729	1	15479028	15546976	79	16	52364	-0.31418	0.62331	TMEM51
ENSG00000204464	1	15490840	15497813	3	2	57980	0.39346	0.34699	C1orf195
ENSG00000142621	1	15573768	15726779	84	29	41352	0.96709	0.16675	FHAD1
ENSG00000142634	1	15736391	15756839	15	3	25877	-0.55973	0.71217	EFHD2
ENSG00000162438	1	15764935	15775737	11	4	39874	-0.36299	0.64169	CTRC
ENSG00000142615	1	15783223	15798586	13	6	41689	0.55807	0.2884	CELA2A
ENSG00000215704	1	15792404	15817895	19	7	46834	0.93904	0.17386	CELA2B
ENSG00000132906	1	15817327	15853029	19	3	48825	0.78158	0.21723	CASP9
ENSG00000116138	1	15853308	15918874	46	7	50362	1.1903	0.11696	DNAJC16
ENSG00000116771	1	15898848	15911605	15	4	47896	1.0677	0.14283	AGMAT
ENSG00000197312	1	15943995	15995539	16	5	41908	2.3264	0.0099974	DDI2
ENSG00000116786	1	16010827	16061264	25	9	41139	2.8483	0.0021978	PLEKHM2
ENSG00000162461	1	16062900	16067891	3	2	38653	1.431	0.076215	SLC25A34
ENSG00000162460	1	16068917	16074477	8	3	44744	1.1588	0.12327	TMEM82
ENSG00000162458	1	16083102	16113089	20	8	45123	2.1569	0.015508	FBLIM1
ENSG00000065526	1	16174359	16266955	30	12	42349	2.1444	0.015999	SPEN
ENSG00000116809	1	16268364	16302627	10	5	41593	0.10274	0.45908	ZBTB17
ENSG00000183888	1	16330731	16335302	1	1	57980	-0.39668	0.6542	C1orf64
ENSG00000173641	1	16340523	16346089	9	2	55460	0.44721	0.32736	HSPB7
ENSG00000186510	1	16345370	16360545	13	4	50805	0.26735	0.3946	CLCNKA
ENSG00000184908	1	16370272	16383803	20	9	41593	1.9946	0.023045	CLCNKB
ENSG00000185519	1	16384264	16400127	19	4	51347	0.44292	0.32891	FAM131C
ENSG00000142627	1	16450832	16482582	17	7	41370	-1.6464	0.95016	EPHA2
ENSG00000142632	1	16524349	16539104	3	2	34449	-1.6275	0.94818	ARHGEF19
ENSG00000204377	1	16555368	16556038	2	1	22683	0.82557	0.20452	C1orf134
ENSG00000132881	1	16558195	16563657	2	1	22683	-0.16676	0.56622	RSG1
ENSG00000037637	1	16573334	16678949	50	7	49055	1.3201	0.093403	FBXO42
ENSG00000055070	1	16679070	16724640	23	5	49869	0.082955	0.46694	SZRD1
ENSG00000187144	1	16713612	16763919	27	10	46682	-1.0478	0.85262	SPATA21
ENSG00000157191	1	16767167	16786573	5	1	57980	0.38238	0.35109	NECAP2
ENSG00000058453	1	17066768	17299474	37	6	36789	0.44149	0.32943	CROCC
ENSG00000117122	1	17300997	17307330	2	1	40332	-1.85	0.96784	MFAP2
ENSG00000159363	1	17312453	17338423	11	6	39874	-0.90658	0.81769	ATP13A2
ENSG00000117118	1	17345217	17380665	23	4	50307	0.21703	0.41409	SDHB
ENSG00000117115	1	17393256	17445948	29	11	47896	0.77165	0.22016	PADI2
ENSG00000142623	1	17531621	17572500	26	15	38297	-0.71126	0.76154	PADI1
ENSG00000142619	1	17575593	17610728	36	12	47266	0.053605	0.47863	PADI3
ENSG00000159339	1	17634690	17690499	42	5	46997	0.031981	0.48724	PADI4
ENSG00000269468	1	17655507	17676070	8	2	50733	-0.16346	0.56492	AC004824.2
ENSG00000179051	1	17733256	17766220	15	8	35290	-0.46983	0.68076	RCC2
ENSG00000074964	1	17866330	18024369	63	19	46655	0.58498	0.27928	ARHGEF10L
ENSG00000117148	1	18081808	18153558	44	10	39761	2.7322	0.003146	ACTL8
ENSG00000117154	1	18434240	18704977	188	72	46059	0.41952	0.33742	IGSF21
ENSG00000179023	1	18807424	18812478	4	2	40332	-0.43441	0.668	KLHDC7A
ENSG00000009709	1	18957500	19075360	49	28	35186	0.030092	0.488	PAX7
ENSG00000179002	1	19166093	19186176	12	4	28566	-0.31062	0.62195	TAS1R2
ENSG00000255275	1	19175767	19247615	42	15	35289	-0.27067	0.60668	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	26	10	34901	-0.91637	0.82026	ALDH4A1
ENSG00000169991	1	19230775	19283180	14	5	27725	-0.472	0.68154	IFFO2
ENSG00000127481	1	19401000	19536770	56	12	39926	-0.5155	0.6969	UBR4
ENSG00000127463	1	19542158	19578046	14	4	42853	-0.92926	0.82362	EMC1
ENSG00000053372	1	19578033	19586622	8	3	57980	-0.15935	0.5633	MRTO4
ENSG00000162482	1	19609052	19615744	10	2	57980	0.63474	0.2628	AKR7A3
ENSG00000053371	1	19630459	19638640	6	4	46214	0.87843	0.18986	AKR7A2
ENSG00000040487	1	19638820	19655794	7	3	47895	1.164	0.12221	PQLC2
ENSG00000077549	1	19665267	19812066	137	29	42393	-0.1933	0.57664	CAPZB
ENSG00000270136	1	19923473	19984549	38	13	48758	-0.48263	0.68532	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	14	6	52938	-0.73818	0.7698	MINOS1
ENSG00000158747	1	19967048	19984945	14	6	47176	-0.26739	0.60541	NBL1
ENSG00000158748	1	19991780	20006055	6	2	28566	0.029802	0.48811	HTR6
ENSG00000162542	1	20008706	20126438	79	27	44736	-0.23468	0.59277	TMCO4
ENSG00000169914	1	20209006	20239438	21	5	50777	-0.03895	0.51553	OTUD3
ENSG00000188784	1	20246502	20250110	7	2	52938	0.85929	0.19509	PLA2G2E
ENSG00000188257	1	20301925	20306932	6	3	46214	0.77835	0.21818	PLA2G2A
ENSG00000127472	1	20354672	20417683	62	20	44886	3.8293	6.4258e-05	PLA2G5
ENSG00000117215	1	20438432	20446050	1	1	57980	2.3355	0.009758	PLA2G2D
ENSG00000158786	1	20465819	20476879	3	2	31092	-0.12439	0.5495	PLA2G2F
ENSG00000187980	1	20487746	20503917	22	7	42509	1.4848	0.068798	PLA2G2C
ENSG00000162543	1	20512578	20522541	2	1	57980	-0.94093	0.82663	UBXN10
ENSG00000158816	1	20617412	20681387	62	16	49847	1.442	0.074648	VWA5B1
ENSG00000162545	1	20808884	20812713	4	2	40332	-0.76019	0.77643	CAMK2N1
ENSG00000090432	1	20825943	20834654	5	2	43861	0.27504	0.39164	MUL1
ENSG00000183114	1	20878932	20881512	1	1	57980	-2.6437	0.9959	FAM43B
ENSG00000158825	1	20915441	20945401	20	7	50417	-0.42454	0.66441	CDA
ENSG00000158828	1	20959948	20978004	14	4	45374	-0.95432	0.83004	PINK1
ENSG00000244038	1	20978270	20988000	8	4	44744	-0.80976	0.79096	DDOST
ENSG00000117245	1	20990507	21044510	28	18	35020	0.29955	0.38226	KIF17
ENSG00000189410	1	21046225	21059330	8	4	49156	-0.83214	0.79733	SH2D5
ENSG00000127483	1	21069154	21113816	18	6	42292	-0.61199	0.72973	HP1BP3
ENSG00000075151	1	21132963	21503377	145	18	42627	-0.33686	0.63189	EIF4G3
ENSG00000117298	1	21543740	21671997	50	22	37054	1.0633	0.14382	ECE1
ENSG00000142794	1	21766621	21811498	48	15	39124	-0.26279	0.60364	NBPF3
ENSG00000162551	1	21835858	21904905	52	15	45326	-1.1775	0.8805	ALPL
ENSG00000076864	1	21922708	21995801	46	17	44717	-0.14845	0.55901	RAP1GAP
ENSG00000090686	1	22004791	22110099	79	18	42661	-0.80205	0.78874	USP48
ENSG00000187942	1	22138758	22151714	10	5	48652	-0.72985	0.76726	LDLRAD2
ENSG00000142798	1	22148738	22263790	64	22	39623	-0.050365	0.52008	HSPG2
ENSG00000219073	1	22303514	22325135	48	11	33769	-0.82939	0.79656	CELA3B
ENSG00000142789	1	22328149	22339032	12	5	33822	0.20191	0.41999	CELA3A
ENSG00000070831	1	22379120	22419437	17	7	42112	1.195	0.11605	CDC42
ENSG00000162552	1	22443798	22470462	29	8	48678	2.5266	0.0057594	WNT4
ENSG00000184677	1	22778344	22857650	35	8	43861	-0.72282	0.7651	ZBTB40
ENSG00000070886	1	22890057	22930087	27	9	49296	-0.34773	0.63598	EPHA8
ENSG00000159189	1	22970123	22974603	1	1	57980	1.9936	0.0231	C1QC
ENSG00000173369	1	22979255	22988031	1	1	57980	-0.4366	0.6688	C1QB
ENSG00000133216	1	23037332	23241818	104	29	42708	0.11573	0.45393	EPHB2
ENSG00000215906	1	23279536	23291831	8	3	53568	-1.2289	0.89044	LACTBL1
ENSG00000227868	1	23337327	23342343	1	1	57980	0.11809	0.453	C1orf234
ENSG00000004487	1	23345941	23410182	14	4	45374	-0.59608	0.72444	KDM1A
ENSG00000169641	1	23410516	23504301	26	12	40332	0.69909	0.24225	LUZP1
ENSG00000125944	1	23630264	23670829	15	7	34449	0.0080382	0.49679	HNRNPR
ENSG00000125945	1	23685941	23695935	3	2	46214	-0.57437	0.71714	ZNF436
ENSG00000204219	1	23707554	23751233	22	12	39874	0.74668	0.22763	TCEA3
ENSG00000088280	1	23755056	23811061	26	8	43047	0.71102	0.23854	ASAP3
ENSG00000007968	1	23832922	23857712	7	5	32768	0.11628	0.45372	E2F2
ENSG00000117318	1	23884409	23886285	3	2	57980	0.022359	0.49108	ID3
ENSG00000197880	1	23907985	23967058	19	10	36485	0.89257	0.18604	MDS2
ENSG00000142676	1	24018269	24022915	2	1	22683	0.80676	0.2099	RPL11
ENSG00000011007	1	24069645	24088549	5	2	32265	0.70966	0.23896	TCEB3
ENSG00000057757	1	24104895	24114722	4	2	40332	-1.7159	0.95691	PITHD1
ENSG00000011009	1	24117460	24122029	1	1	22683	0.3837	0.3506	LYPLA2
ENSG00000117308	1	24122089	24127271	1	1	57980	-1.1988	0.8847	GALE
ENSG00000117305	1	24128375	24165110	9	4	43694	-0.35841	0.63998	HMGCL
ENSG00000179163	1	24171567	24194784	7	3	42853	-0.34477	0.63486	FUCA1
ENSG00000188822	1	24197016	24285549	7	2	46457	0.34774	0.36402	CNR2
ENSG00000188529	1	24291294	24307417	1	1	35297	-1.1755	0.8801	SRSF10
ENSG00000142661	1	24382525	24438665	49	12	45014	0.1696	0.43266	MYOM3
ENSG00000142677	1	24446261	24469611	12	4	52097	-1.452	0.92675	IL22RA1
ENSG00000185436	1	24480647	24514449	24	8	48317	-0.30097	0.61828	IFNLR1
ENSG00000158055	1	24645812	24690972	22	10	41936	1.2245	0.11037	GRHL3
ENSG00000001460	1	24683489	24743424	33	8	49423	1.2645	0.10303	STPG1
ENSG00000001461	1	24742284	24799466	34	9	47599	0.4834	0.31441	NIPAL3
ENSG00000117602	1	24829387	24867530	28	8	34028	0.65995	0.25464	RCAN3
ENSG00000184454	1	24882602	24935819	29	11	48766	0.39764	0.34545	NCMAP
ENSG00000133226	1	24958207	24999758	12	6	43273	0.12088	0.45189	SRRM1
ENSG00000169504	1	25071848	25170815	31	10	34883	1.382	0.083479	CLIC4
ENSG00000020633	1	25226002	25291612	38	13	46237	0.56273	0.28681	RUNX3
ENSG00000117614	1	25549170	25558993	4	2	22683	-0.50845	0.69443	SYF2
ENSG00000117616	1	25568728	25664704	12	4	25624	-0.6994	0.75785	C1orf63
ENSG00000187010	1	25598884	25656936	4	2	22683	-0.94443	0.82753	RHD
ENSG00000183726	1	25664408	25688852	4	2	31507	-0.097606	0.53888	TMEM50A
ENSG00000188672	1	25688740	25756683	17	4	26836	-1.2273	0.89014	RHCE
ENSG00000204178	1	25757388	25826700	16	5	38125	-0.7501	0.7734	TMEM57
ENSG00000157978	1	25870071	25895377	10	4	33272	-0.49923	0.69119	LDLRAP1
ENSG00000117643	1	25943959	26112698	37	15	38969	-0.53017	0.702	MAN1C1
ENSG00000162430	1	26126667	26144713	14	5	41233	-0.82369	0.79494	SEPN1
ENSG00000255054	1	26137961	26150235	16	5	40332	-1.1156	0.8677	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	13	4	38974	-1.4118	0.92099	MTFR1L
ENSG00000223474	1	26145212	26147288	4	2	31507	-1.2999	0.90319	AL020996.1
ENSG00000127423	1	26158414	26185903	16	4	35290	-0.7375	0.76959	AUNIP
ENSG00000182749	1	26187701	26197744	4	1	22683	-0.37365	0.64567	PAQR7
ENSG00000117632	1	26210672	26233482	6	3	22683	0.69047	0.24495	STMN1
ENSG00000158006	1	26286258	26324648	28	6	42944	-0.13587	0.55404	PAFAH2
ENSG00000158008	1	26346375	26362955	5	1	50921	-0.43108	0.66679	EXTL1
ENSG00000158014	1	26363743	26372624	7	2	47895	-0.81328	0.79197	SLC30A2
ENSG00000158022	1	26377795	26394927	8	4	40332	-0.6496	0.74203	TRIM63
ENSG00000175087	1	26437664	26452034	2	1	22683	-1.5587	0.94047	PDIK1L
ENSG00000197245	1	26485511	26489119	3	1	46214	2.1293	0.016614	FAM110D
ENSG00000142684	1	26496362	26498551	1	1	22683	-0.79468	0.7866	ZNF593
ENSG00000142675	1	26503894	26516377	7	4	49697	0.60623	0.27218	CNKSR1
ENSG00000188782	1	26517052	26529459	17	6	45672	-0.52838	0.70138	CATSPER4
ENSG00000130695	1	26560691	26605299	40	6	54766	-0.4449	0.6718	CEP85
ENSG00000142669	1	26605667	26608007	1	1	57980	-2.0415	0.9794	SH3BGRL3
ENSG00000158062	1	26607819	26644854	31	6	51962	-0.87748	0.80989	UBXN11
ENSG00000169442	1	26644448	26647014	5	2	50921	-0.25245	0.59965	CD52
ENSG00000176092	1	26648350	26680621	37	8	51371	-0.26233	0.60347	AIM1L
ENSG00000176083	1	26688125	26701013	22	5	46749	-0.45654	0.676	ZNF683
ENSG00000131914	1	26737269	26756213	13	4	47119	-0.51078	0.69525	LIN28A
ENSG00000117682	1	26758773	26797785	13	8	41689	0.23606	0.40669	DHDDS
ENSG00000198830	1	26798941	26802463	1	1	22683	-2.0517	0.9799	HMGN2
ENSG00000117676	1	26856252	26901521	22	8	52136	0.20108	0.42032	RPS6KA1
ENSG00000117713	1	27022524	27108595	15	7	43861	0.097643	0.46111	ARID1A
