GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs301805	1	8482078	rs301806	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Well-being spectrum (multivariate analysis)	2,083,151 European ancestry individuals	287,239 European ancestry individuals	1p36.23	NR	RERE			ENSG00000142599			rs301806-T	rs301806	0	301806	intron_variant	0	0.565850667271711	2E-12	11.698970004336019		0.006497706	[0.0047-0.0083] unit decrease	NR [NR]	N
1	rs301805	1	8484823	rs301807	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Sum eosinophil basophil counts	171,771 European ancestry individuals	NA	1p36.23	RERE, RP5-1115A15.1	RERE-AS1, RERE			ENSG00000232912, ENSG00000142599			rs301807-G	rs301807	0	301807	intron_variant	0	0.5821	3E-11	10.522878745280337		0.02393468	[0.017-0.031] unit increase	Affymetrix [~ 2500000] (imputed)	N
1	rs301805	1	8484823	rs301807	2017-09-26	27723757	Jin Y	2016-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27723757	Genome-wide association studies of autoimmune vitiligo identify 23 new risk loci and highlight key pathways and regulatory variants.	Vitiligo	2,853 European ancestry cases and 37,405 European ancestry controls	1,827 European ancestry cases and 2,181 European ancestry controls	1p36.23	RERE	RERE-AS1, RERE			ENSG00000232912, ENSG00000142599			rs301807-A	rs301807	0	301807	intron_variant	0	0.4473	4E-15	14.397940008672037		1.209	[1.15-1.27]	Illumina [8966411] (imputed)	N
1	rs301805	1	8484823	rs301807	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Depression	688,809 European ancestry individuals	NA	1p36.23	NR	RERE-AS1, RERE			ENSG00000232912, ENSG00000142599			rs301807-A	rs301807	0	301807	intron_variant	0	NR	1E-10	10.0		6.407	z score increase	Affymetrix [10847151] (imputed)	N
1	rs301805	1	8484823	rs301807	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	1p36.23	NR	RERE-AS1, RERE			ENSG00000232912, ENSG00000142599			rs301807-G	rs301807	0	301807	intron_variant	0	0.57	3E-12	11.522878745280337		0.018014409	[0.013-0.023] unit increase	NR [~ 10000000] (imputed)	N
1	rs301805	1	8484823	rs301807	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	1p36.23	NR	RERE-AS1, RERE			ENSG00000232912, ENSG00000142599			rs301807-G	rs301807	0	301807	intron_variant	0	0.57	4E-14	13.397940008672037		0.00822505	[0.0061-0.0104] unit increase	NR [9732723] (imputed)	N
1	rs301805	1	8489302	rs301799	2014-10-22	24586183	Medici M	2014-02-27	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/24586183	Identification of novel genetic Loci associated with thyroid peroxidase antibodies and clinical thyroid disease.	Thyroid peroxidase antibody positivity	1,769 European ancestry cases, 16,528 European ancestry controls	922 European ancestry cases, 8,068 European ancestry controls	1p36.23	NR	RERE, RERE-AS1			ENSG00000142599, ENSG00000232912			rs301799-C	rs301799	0	301799	intron_variant	0		3E-6	5.522878745280337		1.11	[1.06-1.17]	Affymetrix, Illumina [up to 3437411] (imputed)	N
1	rs301805	1	8489302	rs301799	2019-03-19	30718901	Howard DM	2019-02-04	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/30718901	Genome-wide meta-analysis of depression identifies 102 independent variants and highlights the importance of the prefrontal brain regions.	Depression	118,811 European ancestry cases, 327,427 European ancestry controls, 127,552 cases, 233,763 controls	414,055 European ancestry cases, 892,299 European ancestry controls	1p36.23	NR	RERE, RERE-AS1			ENSG00000142599, ENSG00000232912			rs301799-C	rs301799	0	301799	intron_variant	0	0.4306	4E-31	30.397940008672037		1.025641	[1.02-1.03]	NR [8098588] (imputed)	N
1	rs301805	1	8501786	rs301819	2019-01-18	30552067	Shrine N	2018-12-11	Lancet Respir Med	www.ncbi.nlm.nih.gov/pubmed/30552067	Moderate-to-severe asthma in individuals of European ancestry: a genome-wide association study.	Asthma (moderate or severe)	5,135 European ancestry cases, 25,675 European ancestry controls	5,414 European ancestry cases, 21,471 European ancestry controls	1p36.23	RERE	RERE			ENSG00000142599			rs301819-G	rs301819	0	301819	intron_variant	0	0.591	3E-7	6.522878745280337		1.08	[1.05-1.12]	Affymetrix [33771858] (imputed)	N
1	rs301805	1	8501786	rs301819	2019-04-18	30940143	Zhu Z	2019-04-02	Respir Res	www.ncbi.nlm.nih.gov/pubmed/30940143	Genetic overlap of chronic obstructive pulmonary disease and cardiovascular disease-related traits: a large-scale genome-wide cross-trait analysis.	Chronic obstructive pulmonary disease or high blood pressure (pleiotropy)	12,550 European and unknown ancestry chronic obstructive pulmonary disease cases, 46,368 European and unknown ancestry controls, 144,793 European ancestry high blood pressure cases, 313,761 European ancestry controls	NA	1p36.23	RERE	RERE			ENSG00000142599			rs301819-?	rs301819	0	301819	intron_variant	0	NR	1E-11	11.0				Affymetrix [up to 7325140] (imputed)	N
1	rs301805	1	8504421	rs159963	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Eosinophil counts	172,275 European ancestry individuals	NA	1p36.23	RERE	RERE			ENSG00000142599			rs159963-A	rs159963	0	159963	intron_variant	0	0.5826	2E-12	11.698970004336019		0.02564022	[0.019-0.033] unit increase	Affymetrix [~ 2500000] (imputed)	N
1	rs301805	1	8504421	rs159963	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Eosinophil percentage of granulocytes	170,536 European ancestry individuals	NA	1p36.23	RERE	RERE			ENSG00000142599			rs159963-A	rs159963	0	159963	intron_variant	0	0.5826	1E-16	16.0		0.03014684	[0.023-0.037] unit increase	Affymetrix [~ 2500000] (imputed)	N
1	rs301805	1	8504421	rs159963	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Eosinophil percentage of white cells	172,378 European ancestry individuals	NA	1p36.23	RERE	RERE			ENSG00000142599			rs159963-A	rs159963	0	159963	intron_variant	0	0.5827	2E-19	18.69897000433602		0.03283252	[0.026-0.04] unit increase	Affymetrix [~ 2500000] (imputed)	N
1	rs301805	1	8504421	rs159963	2017-08-30	27863252	Astle WJ	2016-11-17	Cell	www.ncbi.nlm.nih.gov/pubmed/27863252	The Allelic Landscape of Human Blood Cell Trait Variation and Links to Common Complex Disease.	Neutrophil percentage of granulocytes	170,672 European ancestry individuals	NA	1p36.23	RERE	RERE			ENSG00000142599			rs159963-A	rs159963	0	159963	intron_variant	0	0.5826	4E-16	15.397940008672037		0.02967547	[0.023-0.037] unit decrease	Affymetrix [~ 2500000] (imputed)	N
1	rs301805	1	8504421	rs159963	2018-07-11	29700475	Wray NR	2018-04-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29700475	Genome-wide association analyses identify 44 risk variants and refine the genetic architecture of major depression.	Depression	135,458 European ancestry cases, 344,901 European ancestry controls	NA	1p36.23	RERE, SLC45A1	RERE			ENSG00000142599			rs159963-C	rs159963	0	159963	intron_variant	0	0.44	3E-8	7.522878745280337		1.0309278	[1.02-1.04]	NR [9622763] (imputed)	N
1	rs301805	1	8504421	rs159963	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Eosinophil counts	approximately 440,000 European ancestry individuals	NA	1p36.23		RERE			ENSG00000142599			rs159963-?	rs159963	0	159963	intron_variant	0	NR	6E-28	27.221848749616356				NR [~ 8900000] (imputed)	N
1	rs301805	1	8504421	rs159963	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Respiratory diseases	approximately 459,000 European ancestry individuals	NA	1p36.23		RERE			ENSG00000142599			rs159963-?	rs159963	0	159963	intron_variant	0	NR	1E-11	11.0				NR [~ 8900000] (imputed)	N
1	rs301805	1	8526142	rs4908760	2010-05-18	20410501	Jin Y	2010-04-21	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/20410501	Variant of TYR and autoimmunity susceptibility loci in generalized vitiligo.	Vitiligo	1,392 European ancestry cases, 2,629 European ancestry controls	647 European ancestry cases, 1,056 European ancestry controls, 183 European ancestry trios, 1,383 European ancestry individuals from 332 families	1p36.23	RERE	RERE			ENSG00000142599			rs4908760-G	rs4908760	0	4908760	intron_variant	0	0.37	7E-15	14.154901959985743		1.36	[1.26-1.48]	Illumina [520460]	N
1	rs301805	1	8526142	rs4908760	2019-04-18	30617275	Erzurumluoglu AM	2019-01-07	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30617275	Meta-analysis of up to 622,409 individuals identifies 40 novel smoking behaviour associated genetic loci.	Smoking initiation	324,851 European ancestry individuals, 21,962 South Asian ancestry individuals	up to 275,596 European ancestry individuals	1p36.23	RERE	RERE			ENSG00000142599			rs4908760-A	rs4908760	0	4908760	intron_variant	0	0.35	2E-8	7.698970004336019		0.0078	[0.0019-0.0137] unit increase (replication)	Affymetrix, Illumina [up to 1207583] (imputed)	N
1	rs301805	1	8537289	rs1884352	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Depressive symptoms	1,067,913 European ancestry individuals	228,033 European ancestry individuals	1p36.23	NR	RERE			ENSG00000142599			rs1884352-A	rs1884352	0	1884352	intron_variant	0	0.607147548381289	8E-12	11.096910013008056		0.006651864	[0.0047-0.0086] unit decrease	NR [NR]	N
1	rs301805	1	8537289	rs1884352	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Neuroticism	523,783 European ancestry individuals	59,206 European ancestry individuals	1p36.23	NR	RERE			ENSG00000142599			rs1884352-A	rs1884352	0	1884352	intron_variant	0	0.607147548381289	1E-11	11.0		0.01034296	[0.0074-0.0133] unit decrease	NR [NR]	N
1	rs301805	1	8537289	rs1884352	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Positive affect	410,603 European ancestry individuals	NA	1p36.23	NR	RERE			ENSG00000142599			rs1884352-A	rs1884352	0	1884352	intron_variant	0	0.607147548381289	1E-11	11.0		0.007971245	[0.0057-0.0103] unit decrease	NR [NR]	N
1	rs301805	1	8647917	rs6670508	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Cardiovascular disease	approximately 459,000 European ancestry individuals	NA	1p36.23		RERE			ENSG00000142599			rs6670508-?	rs6670508	0	6670508	intron_variant	0	NR	7E-8	7.154901959985743				NR [~ 8900000] (imputed)	N
1	rs301805	1	8650185	rs7526171	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Life satisfaction	80,852 European ancestry individuals	NA	1p36.23	NR	RERE			ENSG00000142599			rs7526171-C	rs7526171	0	7526171	intron_variant	0	0.625437991226037	6E-9	8.221848749616356		0.008171212	[0.0054-0.0109] unit decrease	NR [NR]	N
1	rs301805	1	8659282	rs2100888	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Feeling tense	371,318 European ancestry individuals	NA	1p36.23	ENO1	RERE			ENSG00000142599			rs2100888-A	rs2100888	0	2100888	intron_variant	0	0.365649	8E-10	9.096910013008056		6.14	z score decrease	NR [10847151] (imputed)	N
1	rs301805	1	8693324	rs2401137	2017-12-01	28928442	Tian C	2017-09-19	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28928442	Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.	Tonsillectomy	60,098 European ancestry cases, 113,323 European ancestry controls	NA	1p36.23	NR	RERE			ENSG00000142599			rs2401137-?	rs2401137	0	2401137	intron_variant	0	NR	2E-7	6.698970004336019		0.0439	[0.027-0.06] unit increase	Illumina [at least 560000] (imputed)	N
1	rs301805	1	8730779	rs6695867	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Depression	688,809 European ancestry individuals	NA	1p36.23	NR	RERE			ENSG00000142599			rs6695867-A	rs6695867	0	6695867	intron_variant	0	NR	5E-9	8.301029995663981		5.855	z score decrease	Affymetrix [10847151] (imputed)	N
2	rs2782653	1	43949810	rs2992037	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	1p34.2		HYI-AS1 - PTPRF	ENSG00000229348	ENSG00000142949		27144	41048	rs2992037-A	rs2992037	0	2992037	intergenic_variant	1	0.3223	4E-23	22.397940008672037		0.0149	[0.012-0.018] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
2	rs2782653	1	43950265	rs2782653	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	1p34.2	HYI-AS1	HYI-AS1 - PTPRF	ENSG00000229348	ENSG00000142949		27599	40593	rs2782653-C	rs2782653	0	2782653	intergenic_variant	1	NR	3E-8	7.522878745280337		5.532	z-score increase	Affymetrix, Illumina [at least 2500000] (imputed)	N
2	rs2782653	1	43950265	rs2782653	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance	257,841 European ancestry individuals	NA	1p34.2	Intergenic	HYI-AS1 - PTPRF	ENSG00000229348	ENSG00000142949		27599	40593	rs2782653-C	rs2782653	0	2782653	intergenic_variant	1	0.2815	5E-10	9.301029995663981		0.02	[0.014-0.026] unit increase	Affymetrix, Illumina [10100000] (imputed)	N
2	rs951740	1	44007648	rs2842189	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking cessation (MTAG)	up to 820,192 European ancestry individuals	NA	1p34.2	NR	PTPRF			ENSG00000142949			rs2842189-C	rs2842189	0	2842189	intron_variant	0	0.633	2E-17	16.69897000433602		0.0136285	[0.01-0.017] unit increase	NR [9732723] (imputed)	N
2	rs951740	1	44011737	rs951740	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	1p34.2	NR	PTPRF			ENSG00000142949			rs951740-A	rs951740	0	951740	intron_variant	0	0.625	4E-29	28.397940008672037		0.029540867	[0.024-0.035] unit increase	NR [~ 10000000] (imputed)	N
2	rs951740	1	44011737	rs951740	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	1p34.2	NR	PTPRF			ENSG00000142949			rs951740-A	rs951740	0	951740	intron_variant	0	0.625	1E-40	40.0		0.0148989	[0.013-0.017] unit increase	NR [9732723] (imputed)	N
2	rs951740	1	44014280	rs2842188	2018-01-12	29186694	Lam M	2017-11-28	Cell Rep	www.ncbi.nlm.nih.gov/pubmed/29186694	Large-Scale Cognitive GWAS Meta-Analysis Reveals Tissue-Specific Neural Expression and Potential Nootropic Drug Targets.	Cognitive ability (MTAG)	436,124 European ancestry individuals	NA	1p34.2	PTPRF	PTPRF			ENSG00000142949			rs2842188-?	rs2842188	0	2842188	intron_variant	0	NR	5E-11	10.301029995663981		6.566	z score increase	Affymetrix, Illumina, Perlegen [7333576] (imputed)	N
2	rs951740	1	44014280	rs2842188	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	1p34.2	NR	PTPRF			ENSG00000142949			rs2842188-T	rs2842188	0	2842188	intron_variant	0	NR	9E-9	8.045757490560675		5.742	z-score increase	Affymetrix, Illumina [9295118] (imputed)	N
2	rs951740	1	44015809	rs2819336	2018-09-17	29844566	Davies G	2018-05-29	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29844566	Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.	General cognitive ability	up to 300,486 European ancestry individuals	NA	1p34.2	PTPRF	PTPRF			ENSG00000142949			rs2819336-T	rs2819336	0	2819336	intron_variant	0	NR	1E-12	12.0		7.077	z-score increase	Affymetrix, Illumina [at least 2500000] (imputed)	N
2	rs951740	1	44015809	rs2819336	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance (MTAG)	402,382 European ancestry individuals	NA	1p34.2	Intergenic	PTPRF			ENSG00000142949			rs2819336-T	rs2819336	0	2819336	intron_variant	0	0.3641	3E-22	21.522878745280337	(MTAG)	0.0231	[0.018-0.028] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
2	rs951740	1	44015809	rs2819336	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	1p34.2	Intergenic	PTPRF			ENSG00000142949			rs2819336-T	rs2819336	0	2819336	intron_variant	0	0.3611	2E-39	38.69897000433602	(MTAG)	0.0179	[0.015-0.021] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
2	rs588657	1	44026656	rs12076635	2017-02-24	27225129	Okbay A	2016-05-26	Nature	www.ncbi.nlm.nih.gov/pubmed/27225129	Genome-wide association study identifies 74 loci associated with educational attainment.	Educational attainment (years of education)	405,072 European ancestry individuals	NA	1p34.2	NR	PTPRF			ENSG00000142949			rs12076635-C	rs12076635	0	12076635	intron_variant	0	0.7871	3E-11	10.522878745280337		0.018023912	NR unit increase	Affymetrix, Illumina, Perlegen [~ 9300000] (imputed)	N
2	rs588657	1	44026656	rs12076635	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	1p34.2		PTPRF			ENSG00000142949			rs12076635-C	rs12076635	0	12076635	intron_variant	0	0.7811	3E-34	33.52287874528034		0.0207	[0.017-0.024] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
2	rs588657	1	44026656	rs12076635	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Educational attainment (years of education)	approximately 455,000 European ancestry individuals	NA	1p34.2		PTPRF			ENSG00000142949			rs12076635-?	rs12076635	0	12076635	intron_variant	0	NR	2E-19	18.69897000433602				NR [~ 8900000] (imputed)	N
2	rs3001723	1	44029353	rs11210871	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	1p34.2	PTPRF	PTPRF			ENSG00000142949			rs11210871-C	rs11210871	0	11210871	intron_variant	0	NR	4E-10	9.397940008672037		0.019687697	[0.014-0.026] unit decrease	Affymetrix [NR]	N
2	rs3001723	1	44029353	rs11210871	2018-09-12	29942086	Savage JE	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942086	Genome-wide association meta-analysis in 269,867 individuals identifies new genetic and functional links to intelligence.	Intelligence	269,867 European ancestry individuals	NA	1p34.2	NR	PTPRF			ENSG00000142949			rs11210871-C	rs11210871	0	11210871	intron_variant	0	NR	3E-9	8.522878745280337		5.927	z-score decrease	Affymetrix, Illumina [9295118] (imputed)	N
