GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000178821	1	1849029	1850712	9	5	258269	3.1545	0.00080381	TMEM52
ENSG00000142609	1	1853396	1935276	447	51	245923	2.4998	0.006213	C1orf222
ENSG00000187730	1	1950780	1962192	52	18	240778	0.030358	0.48789	GABRD
ENSG00000067606	1	1981909	2116834	652	52	241270	-0.074673	0.52976	PRKCZ
ENSG00000162585	1	2115903	2144159	83	26	245621	0.69205	0.24445	C1orf86
ENSG00000269554	1	2121237	2123179	4	2	250888	0.77031	0.22056	AL590822.2
ENSG00000203301	1	2143360	2145620	10	6	250823	0.69987	0.242	AL590822.1
ENSG00000157933	1	2160134	2241558	366	81	248726	0.45516	0.3245	SKI
ENSG00000116151	1	2252692	2323146	410	64	249843	-0.77332	0.78033	MORN1
ENSG00000269753	1	2258581	2259042	1	1	225584	0.37993	0.352	AL589739.1
ENSG00000157916	1	2323267	2336883	54	22	249929	0.13346	0.44691	RER1
ENSG00000157911	1	2336236	2345236	42	17	251324	0.23608	0.40669	PEX10
ENSG00000149527	1	2357419	2436969	434	79	248941	1.3886	0.082482	PLCH2
ENSG00000157881	1	2439972	2458039	95	25	247285	-0.51319	0.69609	PANK4
ENSG00000197921	1	2460184	2461684	6	4	248979	0.45956	0.32291	HES5
ENSG00000157873	1	2487078	2496821	35	11	250652	1.4692	0.070885	TNFRSF14
ENSG00000157870	1	2517930	2522908	25	15	236285	1.6191	0.052715	FAM213B
ENSG00000142606	1	2522078	2564481	224	23	250776	0.74841	0.22711	MMEL1
ENSG00000215912	1	2567415	2718286	186	30	246806	0.47552	0.31721	TTC34
ENSG00000169717	1	2938046	2939465	4	2	245162	1.6413	0.050364	ACTRT2
ENSG00000142611	1	2985732	3355185	2225	261	246043	0.57536	0.28252	PRDM16
ENSG00000130762	1	3370990	3397677	136	25	247461	-1.3362	0.90927	ARHGEF16
ENSG00000162591	1	3406484	3528059	720	124	248832	-0.45749	0.67634	MEGF6
ENSG00000158109	1	3541566	3546691	21	8	236069	0.87428	0.19098	TPRG1L
ENSG00000116213	1	3547331	3569325	73	28	238741	0.20529	0.41867	WRAP73
ENSG00000078900	1	3569084	3652765	416	87	250887	-0.8144	0.79229	TP73
ENSG00000162592	1	3668962	3688209	106	32	245821	-0.072815	0.52902	CCDC27
ENSG00000235169	1	3689352	3692546	18	10	247707	0.071837	0.47137	SMIM1
ENSG00000130764	1	3696784	3713068	106	24	251850	-0.48553	0.68635	LRRC47
ENSG00000116198	1	3728645	3773778	350	24	253246	-0.85834	0.80465	CEP104
ENSG00000169598	1	3773845	3801993	216	38	248773	0.80434	0.2106	DFFB
ENSG00000198912	1	3805689	3816857	61	15	250540	1.5203	0.064214	C1orf174
ENSG00000196581	1	4714792	4852594	864	112	252091	0.53321	0.29695	AJAP1
ENSG00000131697	1	5922871	6052533	574	39	246675	-0.20263	0.58029	NPHP4
ENSG00000069424	1	6051526	6161253	459	93	248030	0.035952	0.48566	KCNAB2
ENSG00000268332	1	6100630	6101399	5	3	252052	1.7949	0.036334	AL035406.1
ENSG00000116254	1	6161853	6240183	369	54	251422	-0.37461	0.64602	CHD5
ENSG00000116251	1	6241329	6269449	90	23	252803	1.0523	0.14633	RPL22
ENSG00000158286	1	6265535	6281359	56	11	246919	0.28801	0.38667	RNF207
ENSG00000116237	1	6281253	6296032	53	13	245964	0.98736	0.16173	ICMT
ENSG00000173673	1	6304252	6305638	7	3	250841	1.8558	0.031742	HES3
ENSG00000158292	1	6307406	6321035	52	8	254163	1.5693	0.058293	GPR153
ENSG00000097021	1	6324329	6454451	637	42	251746	0.47498	0.3174	ACOT7
ENSG00000069812	1	6472478	6484730	54	14	249450	0.28132	0.38923	HES2
ENSG00000187017	1	6484848	6521430	145	23	250847	1.1425	0.12661	ESPN
ENSG00000215788	1	6521211	6526255	25	13	239683	1.6911	0.045406	TNFRSF25
ENSG00000171680	1	6526152	6580121	230	55	245382	-0.13179	0.55243	PLEKHG5
ENSG00000162408	1	6581407	6614595	154	12	251271	0.27557	0.39144	NOL9
ENSG00000173662	1	6615241	6639817	88	23	242633	-0.47028	0.68092	TAS1R1
ENSG00000204859	1	6640061	6649340	20	12	246912	0.95223	0.17049	ZBTB48
ENSG00000162413	1	6650784	6674667	87	29	244148	1.3511	0.088331	KLHL21
ENSG00000116273	1	6673745	6684093	28	8	241258	1.5538	0.060113	PHF13
ENSG00000041988	1	6684926	6695646	44	12	251903	0.64809	0.25846	THAP3
ENSG00000007923	1	6694228	6761984	220	40	248691	0.32861	0.37122	DNAJC11
ENSG00000171735	1	6845384	7829766	3991	323	246843	2.3068	0.010533	CAMTA1
ENSG00000049245	1	7831329	7841492	44	14	255795	0.076577	0.46948	VAMP3
ENSG00000049246	1	7844380	7905237	273	32	254112	-0.16829	0.56682	PER3
ENSG00000049247	1	7903143	7913572	46	16	255831	-0.87234	0.80849	UTS2
ENSG00000049249	1	7979907	8000926	69	16	246541	-0.43125	0.66686	TNFRSF9
ENSG00000116288	1	8014351	8045565	103	26	247916	-0.35699	0.63945	PARK7
ENSG00000116285	1	8064464	8086368	56	17	248509	0.33134	0.37019	ERRFI1
ENSG00000162426	1	8377886	8404227	115	25	245703	2.4026	0.0081394	SLC45A1
ENSG00000142599	1	8412457	8877702	1108	50	245053	1.1752	0.11995	RERE
ENSG00000074800	1	8921061	8939308	48	15	236563	-0.15775	0.56268	ENO1
ENSG00000131686	1	9005926	9035151	174	44	246300	-1.079	0.8597	CA6
ENSG00000197241	1	9063359	9086404	115	43	248637	0.56333	0.2866	SLC2A7
ENSG00000142583	1	9095166	9148537	244	44	252770	-0.48019	0.68445	SLC2A5
ENSG00000180758	1	9160364	9189229	112	25	249277	-0.57465	0.71723	GPR157
ENSG00000049239	1	9294834	9331396	147	37	247559	0.10094	0.4598	H6PD
ENSG00000171621	1	9352939	9429591	467	78	250693	0.21007	0.41681	SPSB1
ENSG00000171612	1	9599541	9645237	104	25	246302	1.0862	0.13869	SLC25A33
ENSG00000188807	1	9648932	9674935	78	26	246161	0.1493	0.44066	TMEM201
ENSG00000171608	1	9711790	9789172	292	57	236632	-0.35398	0.63832	PIK3CD
ENSG00000179840	1	9712668	9714644	8	4	248025	-0.50068	0.6917	C1orf200
ENSG00000171603	1	9789084	9884584	406	23	245552	-0.46821	0.68018	CLSTN1
ENSG00000178585	1	9908334	9970394	205	48	232953	-0.11189	0.54455	CTNNBIP1
ENSG00000162441	1	9982173	10003465	67	20	248834	-1.0304	0.84858	LZIC
ENSG00000173614	1	10003486	10045559	127	30	248235	0.35214	0.36237	NMNAT1
ENSG00000162444	1	10057264	10076078	56	11	253923	0.20827	0.41751	RBP7
ENSG00000130939	1	10092890	10241297	499	46	248223	-0.28521	0.61226	UBE4B
ENSG00000054523	1	10270863	10441661	711	32	250311	1.4801	0.069428	KIF1B
ENSG00000142657	1	10458649	10480201	76	17	250500	2.4898	0.0063907	PGD
ENSG00000251503	1	10490159	10512210	84	19	249461	1.1609	0.12285	APITD1-CORT
ENSG00000175279	1	10490159	10512210	84	19	249461	1.1609	0.12285	APITD1
ENSG00000241563	1	10509776	10511959	5	3	255273	0.44586	0.32785	CORT
ENSG00000160049	1	10516579	10532583	48	20	242973	1.4273	0.076748	DFFA
ENSG00000142655	1	10532345	10690815	562	56	247885	0.68139	0.24781	PEX14
ENSG00000130940	1	10696661	10856707	672	137	247965	-0.35827	0.63993	CASZ1
ENSG00000175262	1	11006528	11042094	169	30	251938	-1.3548	0.91226	C1orf127
ENSG00000120948	1	11072414	11085796	41	14	234061	-0.53866	0.70494	TARDBP
ENSG00000009724	1	11086580	11107290	85	18	245374	0.56475	0.28612	MASP2
ENSG00000116649	1	11114641	11120081	9	3	252734	0.87018	0.1921	SRM
ENSG00000171824	1	11126675	11159938	126	13	245265	0.85877	0.19524	EXOSC10
ENSG00000198793	1	11166592	11322564	472	25	249166	0.42999	0.3336	MTOR
ENSG00000171819	1	11249398	11256038	25	7	245458	0.093156	0.46289	ANGPTL7
ENSG00000120942	1	11333263	11356106	55	13	236052	1.4494	0.073617	UBIAD1
ENSG00000204624	1	11539223	11597641	208	30	249580	0.57402	0.28298	PTCHD2
ENSG00000116661	1	11708424	11715842	36	23	240589	0.54044	0.29445	FBXO2
ENSG00000132879	1	11714432	11723384	32	13	250847	-1.5096	0.93443	FBXO44
ENSG00000116663	1	11724181	11734411	50	19	240225	0.56864	0.2848	FBXO6
ENSG00000116670	1	11734537	11751707	86	22	247513	-1.1326	0.87131	MAD2L2
ENSG00000162490	1	11751786	11785914	150	42	243256	1.4197	0.077855	DRAXIN
ENSG00000177674	1	11796141	11814859	79	18	244129	0.96649	0.1669	AGTRAP
ENSG00000215910	1	11821844	11849642	183	18	255442	1.1335	0.1285	C1orf167
ENSG00000177000	1	11845780	11866977	100	18	252563	0.028563	0.48861	MTHFR
ENSG00000011021	1	11866207	11903201	231	23	254519	-0.11499	0.54578	CLCN6
ENSG00000175206	1	11905766	11908402	18	8	247707	-1.6292	0.94836	NPPA
ENSG00000120937	1	11917521	11918988	4	2	216502	1.6086	0.053848	NPPB
ENSG00000116685	1	11979648	11986485	32	13	248740	0.047824	0.48093	KIAA2013
ENSG00000083444	1	11994262	12035595	192	33	247026	0.46604	0.32059	PLOD1
ENSG00000116688	1	12040238	12073571	109	18	251647	1.6921	0.045309	MFN2
ENSG00000116691	1	12079523	12092102	35	12	250543	2.1393	0.016205	MIIP
ENSG00000120949	1	12123434	12204264	318	62	249685	0.68798	0.24573	TNFRSF8
ENSG00000028137	1	12227060	12269285	180	34	248083	-0.39066	0.65198	TNFRSF1B
ENSG00000048707	1	12290124	12572099	821	44	245468	0.48818	0.31271	VPS13D
ENSG00000162496	1	12627939	12677737	227	54	250480	-0.12634	0.55027	DHRS3
ENSG00000204518	1	12704566	12727097	98	19	242903	-0.21041	0.58333	AADACL4
ENSG00000188984	1	12776118	12788726	56	11	249637	1.3247	0.092629	AADACL3
ENSG00000157330	1	12806163	12823847	72	19	249092	1.1327	0.12868	C1orf158
ENSG00000116726	1	12834984	12838049	12	6	239653	-0.91285	0.81934	PRAMEF12
ENSG00000116721	1	12851546	12856777	10	5	250823	0.1317	0.44761	PRAMEF1
ENSG00000204513	1	12884468	12891264	19	7	237183	-0.090934	0.53623	PRAMEF11
ENSG00000179172	1	12907261	12908578	4	2	262014	1.4832	0.069006	HNRNPCL1
ENSG00000120952	1	12916941	12921764	28	7	251130	1.8316	0.033507	PRAMEF2
ENSG00000243073	1	12939045	12946025	10	7	231538	1.7921	0.036562	PRAMEF4
ENSG00000187545	1	12952727	12958101	1	1	183804	0.75875	0.224	PRAMEF10
ENSG00000232423	1	12998181	13117751	7	5	187840	-0.28855	0.61354	PRAMEF6
ENSG00000204491	1	13474689	13477522	1	1	217509	2.329	0.00993	PRAMEF18
ENSG00000204479	1	13716092	13719089	1	1	262014	0.316	0.376	PRAMEF17
ENSG00000162494	1	13801445	13840543	230	60	248812	1.8619	0.031306	LRRC38
ENSG00000162493	1	13909960	13944452	188	53	238567	-1.6133	0.94666	PDPN
ENSG00000116731	1	14026693	14151574	523	48	249302	-0.69866	0.75762	PRDM2
ENSG00000189337	1	14925200	15444539	2749	315	248468	-0.52112	0.69886	KAZN
ENSG00000171729	1	15479028	15546976	438	44	252520	-0.75887	0.77603	TMEM51
ENSG00000204464	1	15490840	15497813	34	11	248056	-0.83342	0.7977	C1orf195
ENSG00000142621	1	15573768	15726779	698	102	247860	-1.0865	0.86136	FHAD1
ENSG00000142634	1	15736391	15756839	98	34	240014	-0.025575	0.5102	EFHD2
ENSG00000162438	1	15764935	15775737	37	16	251737	-0.28976	0.614	CTRC
ENSG00000142615	1	15783223	15798586	77	17	251089	1.157	0.12363	CELA2A
ENSG00000215704	1	15792404	15817895	112	26	249459	-0.76901	0.77906	CELA2B
ENSG00000132906	1	15817327	15853029	164	17	253220	-1.1491	0.87474	CASP9
ENSG00000116138	1	15853308	15918874	272	21	249970	-1.0129	0.84443	DNAJC16
ENSG00000116771	1	15898848	15911605	64	12	251714	-1.3511	0.91167	AGMAT
ENSG00000197312	1	15943995	15995539	170	19	243345	-1.1281	0.87036	DDI2
ENSG00000215695	1	15986364	15988217	6	4	237744	-0.36055	0.64078	RSC1A1
ENSG00000116786	1	16010827	16061264	209	28	248653	-0.84221	0.80017	PLEKHM2
ENSG00000162461	1	16062900	16067891	14	8	244486	-1.8888	0.97054	SLC25A34
ENSG00000162460	1	16068917	16074477	28	9	249205	-0.44635	0.67233	TMEM82
ENSG00000162458	1	16083102	16113089	130	28	229670	-1.3288	0.90805	FBLIM1
ENSG00000065526	1	16174359	16266955	258	33	245762	-1.3508	0.91161	SPEN
ENSG00000116809	1	16268364	16302627	100	34	244000	-1.5346	0.93756	ZBTB17
ENSG00000183888	1	16330731	16335302	23	10	238733	-1.4766	0.93011	C1orf64
ENSG00000173641	1	16340523	16346089	52	7	245288	-1.4666	0.92875	HSPB7
ENSG00000186510	1	16345370	16360545	112	23	243713	-1.7855	0.96291	CLCNKA
ENSG00000184908	1	16370272	16383803	129	21	249366	-0.55578	0.71082	CLCNKB
ENSG00000185519	1	16384264	16400127	72	13	255647	-0.021347	0.50852	FAM131C
ENSG00000142627	1	16450832	16482582	100	33	245889	-0.58081	0.71932	EPHA2
ENSG00000142632	1	16524349	16539104	72	14	250815	0.19227	0.42376	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	262014	-2.9628	0.99848	C1orf134
ENSG00000132881	1	16558195	16563657	20	9	250823	-0.82716	0.79593	RSG1
ENSG00000037637	1	16573334	16678949	326	25	249341	-1.3246	0.90734	FBXO42
ENSG00000055070	1	16679070	16724640	144	26	248122	-0.72654	0.76625	SZRD1
ENSG00000187144	1	16713612	16763919	184	42	250285	-1.232	0.89102	SPATA21
ENSG00000157191	1	16767167	16786573	69	23	247635	0.85957	0.19501	NECAP2
ENSG00000268674	1	16865561	16866070	1	1	225584	1.3371	0.0906	FAM231B
ENSG00000219481	1	16888814	16940057	8	5	225091	1.0925	0.13732	NBPF1
ENSG00000058453	1	17066768	17299474	296	36	247843	0.20706	0.41798	CROCC
ENSG00000117122	1	17300997	17307330	19	8	252576	-0.19	0.57535	MFAP2
ENSG00000159363	1	17312453	17338423	72	20	250648	-0.70743	0.76035	ATP13A2
ENSG00000117118	1	17345217	17380665	148	19	253605	1.0232	0.1531	SDHB
ENSG00000117115	1	17393256	17445948	328	29	254829	-0.034903	0.51392	PADI2
ENSG00000142623	1	17531621	17572500	239	77	246499	-0.080002	0.53188	PADI1
ENSG00000142619	1	17575593	17610728	224	42	252655	-0.2148	0.58504	PADI3
ENSG00000159339	1	17634690	17690499	344	34	253070	-0.51149	0.6955	PADI4
ENSG00000269468	1	17655507	17676070	162	18	256205	-0.21073	0.58345	AC004824.2
ENSG00000179051	1	17733256	17766220	125	32	244563	-1.0089	0.84349	RCC2
ENSG00000074964	1	17866330	18024369	641	89	245041	0.83497	0.20187	ARHGEF10L
ENSG00000117148	1	18081808	18153558	301	43	246870	1.3889	0.082436	ACTL8
ENSG00000117154	1	18434240	18704977	1383	202	249056	2.7593	0.0028964	IGSF21
ENSG00000179023	1	18807424	18812478	29	7	256993	1.1527	0.12452	KLHDC7A
ENSG00000009709	1	18957500	19075360	521	106	250203	1.9716	0.024326	PAX7
ENSG00000179002	1	19166093	19186176	139	30	254487	-0.45785	0.67647	TAS1R2
ENSG00000255275	1	19175767	19247615	486	70	252881	-1.6734	0.95288	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	206	40	250710	-0.65104	0.74249	ALDH4A1
ENSG00000169991	1	19230775	19283180	269	49	248812	-1.5651	0.94122	IFFO2
ENSG00000127481	1	19401000	19536770	392	36	245478	0.13749	0.44532	UBR4
ENSG00000127463	1	19542158	19578046	136	22	252002	-0.5345	0.7035	EMC1
ENSG00000053372	1	19578033	19586622	58	11	257574	-1.3255	0.90749	MRTO4
ENSG00000162482	1	19609052	19615744	32	7	253966	-0.075959	0.53027	AKR7A3
ENSG00000053371	1	19630459	19638640	32	14	249290	-0.027078	0.5108	AKR7A2
ENSG00000040487	1	19638820	19655794	99	18	244306	-0.28011	0.6103	PQLC2
ENSG00000077549	1	19665267	19812066	753	48	247597	0.045039	0.48204	CAPZB
ENSG00000270136	1	19923473	19984549	296	41	236668	-2.382	0.99139	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	150	20	228645	-1.8198	0.96561	MINOS1
ENSG00000158747	1	19967048	19984945	85	31	249309	-1.8345	0.96671	NBL1
ENSG00000158748	1	19991780	20006055	58	16	251393	0.065477	0.4739	HTR6
ENSG00000162542	1	20008706	20126438	554	82	249368	-0.6503	0.74225	TMCO4
ENSG00000178828	1	20140523	20141771	11	7	237620	1.396	0.081352	RNF186
ENSG00000169914	1	20209006	20239438	108	28	246521	-0.26168	0.60322	OTUD3
ENSG00000188784	1	20246502	20250110	21	7	255080	-0.42038	0.6629	PLA2G2E
ENSG00000188257	1	20301925	20306932	23	12	255683	-0.66126	0.74578	PLA2G2A
ENSG00000127472	1	20354672	20417683	266	29	246781	1.5082	0.065746	PLA2G5
ENSG00000117215	1	20438432	20446050	34	16	251148	0.20122	0.42026	PLA2G2D
ENSG00000158786	1	20465819	20476879	40	23	246207	-0.31834	0.62489	PLA2G2F
ENSG00000187980	1	20487746	20503917	68	19	252142	0.84799	0.19822	PLA2G2C
ENSG00000162543	1	20512578	20522541	23	13	235519	-1.3306	0.90834	UBXN10
ENSG00000158816	1	20617412	20681387	317	42	252121	-0.94263	0.82707	VWA5B1
ENSG00000162545	1	20808884	20812713	8	5	247021	-0.0089196	0.50356	CAMK2N1
ENSG00000090432	1	20825943	20834654	41	17	242184	0.63524	0.26264	MUL1
ENSG00000183114	1	20878932	20881512	7	3	235638	0.25762	0.39835	FAM43B
ENSG00000158825	1	20915441	20945401	141	28	254813	1.2122	0.11272	CDA
ENSG00000158828	1	20959948	20978004	94	17	246535	0.99178	0.16065	PINK1
ENSG00000244038	1	20978270	20988000	41	12	241032	1.2917	0.098239	DDOST
ENSG00000117245	1	20990507	21044510	282	66	250338	0.84328	0.19954	KIF17
ENSG00000189410	1	21046225	21059330	51	17	253344	1.2787	0.1005	SH2D5
ENSG00000127483	1	21069154	21113816	122	26	253305	0.99842	0.15904	HP1BP3
ENSG00000075151	1	21132963	21503377	1043	43	250225	1.0062	0.15716	EIF4G3
ENSG00000117298	1	21543740	21671997	584	70	241058	0.72308	0.23482	ECE1
ENSG00000142794	1	21766621	21811498	187	26	249893	0.71674	0.23677	NBPF3
ENSG00000162551	1	21835858	21904905	367	44	254424	-0.0061777	0.50246	ALPL
ENSG00000076864	1	21922708	21995801	334	57	253986	0.55213	0.29043	RAP1GAP
ENSG00000090686	1	22004791	22110099	462	50	249985	-0.39821	0.65476	USP48
ENSG00000187942	1	22138758	22151714	61	30	246610	0.38415	0.35044	LDLRAD2
ENSG00000142798	1	22148738	22263790	529	55	245913	1.0898	0.13791	HSPG2
ENSG00000219073	1	22303514	22325135	128	25	244296	-0.99241	0.8395	CELA3B
ENSG00000142789	1	22328149	22339032	46	12	256535	-0.52864	0.70147	CELA3A
ENSG00000070831	1	22379120	22419437	153	33	243298	-1.4553	0.92721	CDC42
ENSG00000162552	1	22443798	22470462	129	33	248844	-0.35868	0.64008	WNT4
ENSG00000184677	1	22778344	22857650	231	41	246122	-1.7845	0.96283	ZBTB40
ENSG00000070886	1	22890057	22930087	182	36	252205	0.53439	0.29654	EPHA8
ENSG00000173372	1	22962999	22966101	10	5	239631	0.84085	0.20022	C1QA
ENSG00000159189	1	22970123	22974603	26	6	246558	1.2588	0.10406	C1QC
ENSG00000173369	1	22979255	22988031	37	11	242663	0.85838	0.19534	C1QB
ENSG00000133216	1	23037332	23241818	800	116	242043	-0.16537	0.56567	EPHB2
ENSG00000215906	1	23279536	23291831	45	14	255424	-0.48253	0.68528	LACTBL1
ENSG00000227868	1	23337327	23342343	14	6	246026	-1.5055	0.9339	C1orf234
ENSG00000004487	1	23345941	23410182	120	25	246124	-1.0779	0.85946	KDM1A
ENSG00000169641	1	23410516	23504301	246	42	249228	-0.42106	0.66314	LUZP1
ENSG00000179546	1	23516993	23521222	15	6	244125	-1.1278	0.87029	HTR1D
ENSG00000125944	1	23630264	23670829	78	26	240600	-1.5768	0.94258	HNRNPR
ENSG00000125945	1	23685941	23695935	36	10	253477	-0.33576	0.63147	ZNF436
ENSG00000249087	1	23695490	23698332	4	2	262014	-0.82833	0.79626	C1orf213
ENSG00000204219	1	23707554	23751233	170	37	244764	-0.5867	0.7213	TCEA3
ENSG00000088280	1	23755056	23811061	186	35	241289	0.0090689	0.49638	ASAP3
ENSG00000007968	1	23832922	23857712	64	14	250131	-1.0336	0.84934	E2F2
ENSG00000117318	1	23884409	23886285	11	5	247794	0.13267	0.44723	ID3
ENSG00000197880	1	23907985	23967058	194	63	241097	0.092441	0.46317	MDS2
ENSG00000142676	1	24018269	24022915	14	5	259607	-0.64885	0.74178	RPL11
ENSG00000011007	1	24069645	24088549	43	17	232882	1.5636	0.058956	TCEB3
ENSG00000057757	1	24104895	24114722	19	12	246406	-0.34055	0.63328	PITHD1
ENSG00000011009	1	24117460	24122029	7	4	230038	-0.51876	0.69804	LYPLA2
ENSG00000117308	1	24122089	24127271	5	3	248532	0.0633	0.47476	GALE
ENSG00000117305	1	24128375	24165110	73	14	239889	-0.76989	0.77932	HMGCL
ENSG00000179163	1	24171567	24194784	57	15	246259	-0.90355	0.81688	FUCA1
ENSG00000188822	1	24197016	24285549	309	26	235525	-0.91622	0.82022	CNR2
ENSG00000189266	1	24285599	24289952	5	2	262014	-0.42556	0.66479	PNRC2
ENSG00000188529	1	24291294	24307417	6	2	241562	0.71063	0.23866	SRSF10
ENSG00000142661	1	24382525	24438665	265	30	246805	-0.019378	0.50773	MYOM3
ENSG00000142677	1	24446261	24469611	100	28	246387	-1.2163	0.88806	IL22RA1
ENSG00000185436	1	24480647	24514449	169	32	248388	0.57031	0.28423	IFNLR1
ENSG00000158055	1	24645812	24690972	162	45	246249	-1.8972	0.9711	GRHL3
ENSG00000001460	1	24683489	24743424	213	32	251075	-0.71506	0.76271	STPG1
ENSG00000001461	1	24742284	24799466	250	37	246265	0.30368	0.38069	NIPAL3
ENSG00000117602	1	24829387	24867530	162	28	242712	0.48987	0.31211	RCAN3
ENSG00000184454	1	24882602	24935819	274	37	252182	-0.43129	0.66687	NCMAP
ENSG00000133226	1	24958207	24999758	79	24	242506	-0.021393	0.50853	SRRM1
ENSG00000169504	1	25071848	25170815	190	42	237304	0.65774	0.25535	CLIC4
ENSG00000020633	1	25226002	25291612	224	61	240120	-1.2875	0.90104	RUNX3
ENSG00000117614	1	25549170	25558993	17	10	233538	0.70929	0.23907	SYF2
ENSG00000117616	1	25568728	25664704	171	41	215402	-0.55057	0.70903	C1orf63
ENSG00000187010	1	25598884	25656936	75	27	217381	-0.21803	0.5863	RHD
ENSG00000183726	1	25664408	25688852	79	21	226972	-0.23125	0.59144	TMEM50A
ENSG00000188672	1	25688740	25756683	186	28	223497	-0.38087	0.64835	RHCE
ENSG00000204178	1	25757388	25826700	202	22	226026	-0.97583	0.83543	TMEM57
ENSG00000157978	1	25870071	25895377	105	21	248621	0.11572	0.45394	LDLRAP1
ENSG00000117643	1	25943959	26112698	507	52	247401	0.52957	0.29821	MAN1C1
