# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = Curated_gene_sets:reactome_acetylcholine_binding_and_downstream_events (set)
# _SET1_  NGENES = 14
# _SET1_  P-VALUE = 1.46207e-16
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET3_   ENSG00000125629     2  118846028  118868573     65      26  250617     -0.26032      0.60269
_SET3_   ENSG00000074054     2  122095352  122407163   1049      31  251337       -1.211      0.88705
_SET3_   ENSG00000080345     2  152266397  152364527    333      39  244021       2.4315    0.0075184
_SET3_   ENSG00000123636     2  160175490  160473203   1171      86  252180      0.89608       0.1851
_SET3_   ENSG00000172292     2  169312372  169631644   1391     115  249611       1.4248     0.077106
_SET3_   ENSG00000198586     2  171847333  172087824    822      42  251402    -0.072922      0.52907
_SET3_   ENSG00000172845     2  174771187  174830430    265      30  253427      0.79926      0.21207
_SET3_   ENSG00000115966     2  175936978  176033110    285      24  250835     -0.13908      0.55531
_SET3_   ENSG00000116044     2  178092323  178257425    607      48  249896     0.048688      0.48058
_SET3_   ENSG00000064933     2  190649107  190742355    258      32  250046       2.1417      0.01611
_SET3_   ENSG00000115942     2  201773696  201828403    113      27  250269      0.41844      0.33781
_SET3_   ENSG00000064012     2  202098166  202152434    212      44  253020     -0.51937      0.69825
_SET3_   ENSG00000118263     2  207938861  208031991    406      72  252963      0.53633      0.29587
_SET3_   ENSG00000115020     2  209130991  209223475    325      18  255495      -1.1262      0.86995
_SET3_   ENSG00000169047     2  227596033  227664475    232      33  251267      -1.5129      0.93485
_SET3_   ENSG00000132326     2  239152679  239198743    182      38  249754      0.53415      0.29662
_SET3_   ENSG00000182568     3   18386879   18487080    342      55  248170    -0.054872      0.52188
_SET3_   ENSG00000164086     3   52082935   52090566     12       7  241151       2.4456     0.007231
_SET3_   ENSG00000164091     3   52288437   52322036    103      26  247514       1.2183      0.11155
_SET3_   ENSG00000163932     3   53190025   53226733    105      23  254004       2.1136     0.017275
_SET3_   ENSG00000114423     3  105374305  105588396    828      49  246707     -0.69239      0.75565
_SET3_   ENSG00000114439     3  107241783  107530171    887      71  243650       1.6688     0.047577
_SET3_   ENSG00000173706     3  124684554  124774802    379      47  252416       0.1122      0.45533
_SET3_   ENSG00000163848     3  124944405  125094198    408      26  248132     -0.32535      0.62754
_SET3_   ENSG00000172765     3  129366635  129612419    517      44  244896      -1.1928      0.88353
_SET3_   ENSG00000196455     3  130397779  130465673    223      21  237216      0.85259      0.19694
_SET3_   ENSG00000158092     3  136581050  136668665    260      16  252779       3.1819   0.00073146
_SET3_   ENSG00000114120     3  140660672  140698775    123      15  249596      0.82547      0.20455
_SET3_   ENSG00000082996     3  149530495  149679926    427      47  252809       1.9137     0.027827
_SET3_   ENSG00000163659     3  156391024  156424559    103      24  253010      0.78292      0.21684
_SET3_   ENSG00000113810     3  160117062  160152750    114      31  242652       1.9759     0.024085
_SET3_   ENSG00000145012     3  187871072  188608460   2963     319  251485       2.4855    0.0064681
_SET3_   ENSG00000073282     3  189349205  189615068   1356     189  251992      -1.1978       0.8845
_SET3_   ENSG00000133657     3  194123401  194219093    395      38  244487    -0.014334      0.50572
_SET3_   ENSG00000163950     4    1694527    1714282     72      22  250227       0.5602      0.28767
_SET3_   ENSG00000170871     4    6783102    6885897    260      51  246470     -0.57223      0.71642
_SET3_   ENSG00000168214     4   26165077   26436541    853     101  244517       1.3256     0.092483
_SET3_   ENSG00000075539     4   48499378   48782339    589      42  247873     -0.35025      0.63692
_SET3_   ENSG00000145241     4   68337521   68411324    288      22  256010       1.6943     0.045108
_SET3_   ENSG00000163743     4   76404247   76439974    124      23  253627        1.796     0.036247
_SET3_   ENSG00000163625     4   85590704   85887544    601      56  244259      0.50949      0.30521
_SET3_   ENSG00000172493     4   87856154   88062206    676      61  250422       1.5444     0.061245
_SET3_   ENSG00000109320     4  103422486  103538459    389      35  251752       1.3557     0.087597
_SET3_   ENSG00000174720     4  113558120  113578748     77      26  232083      0.76823      0.22117
_SET3_   ENSG00000164099     4  119201193  119274158    239      46  251363       1.2957     0.097539
_SET3_   ENSG00000142731     4  128802016  128820350     39      13  244318     -0.31095      0.62208
_SET3_   ENSG00000109381     4  139949266  140098372    397      54  245591       0.6076      0.27173
_SET3_   ENSG00000164164     4  146031990  146101313    135      61  244335     -0.70014      0.75808
_SET3_   ENSG00000121210     4  154387498  154557863    755     100  246610        -1.14      0.87286
_SET3_   ENSG00000109756     4  160025330  160281321    793      70  242949     -0.76328      0.77735
_SET3_   ENSG00000150630     4  177604689  177713881    481      42  240195     -0.34309      0.63424
_SET3_   ENSG00000083857     4  187508937  187647876    636     102  249055     -0.59438      0.72387
_SET3_   ENSG00000153395     5    1456595    1524092    367      72  247690     -0.12134      0.54829
_SET3_   ENSG00000164151     5    5420777    5490347    202      36  248284       1.0926      0.13727
_SET3_   ENSG00000112941     5    6714718    6757161    236      34  255418     -0.50229      0.69227
_SET3_   ENSG00000145495     5   10353815   10440500    190      36  246484      -0.4897      0.68783
_SET3_   ENSG00000068796     5   61601989   61833076    710      41  249788       2.0291     0.021224
_SET3_   ENSG00000069020     5   65892176   66465423   2339     154  249135      0.81852      0.20653
_SET3_   ENSG00000134057     5   68462837   68474072     45       9  248553     -0.38434      0.64964
_SET3_   ENSG00000145687     5   80708840   81047616   1054      71  247758      -0.3619      0.64129
_SET3_   ENSG00000153922     5   98190908   98262240    232      39  250717       3.1829   0.00072904
_SET3_   ENSG00000145725     5  102455853  102548500    306      25  233181     -0.29854      0.61735
_SET3_   ENSG00000145779     5  118604387  118735383    647      63  240711       1.6293     0.051624
_SET3_   ENSG00000113658     5  135468534  135524435    176      13  234932       2.7112    0.0033517
_SET3_   ENSG00000112983     5  137475455  137514675     92      23  243974       2.1231     0.016875
_SET3_   ENSG00000169252     5  148206156  148208196     11       4  256844      0.55309       0.2901
_SET3_   ENSG00000086570     5  150883654  150948505    304      53  252066     -0.69544      0.75661
_SET3_   ENSG00000113645     5  167718656  167899308    877     128  252427       1.1054      0.13448
_SET3_   ENSG00000161021     5  179159851  179223512    269      37  246763      0.55313      0.29009
_SET3_   ENSG00000153046     6    4706393    4955785    991     117  252719      0.46593      0.32063
_SET3_   ENSG00000008083     6   15246527   15522252   1154      87  247238       1.0328      0.15085
_SET3_   ENSG00000124789     6   17615269   17706656    394      56  251180       1.8904     0.029355
_SET3_   ENSG00000112242     6   20402398   20493941    316      57  249118       2.6669    0.0038272
_SET3_   ENSG00000064995     6   34845555   34855866     32      12  248574      0.16692      0.43372
_SET3_   ENSG00000001167     6   41040684   41067715    114      19  228173     -0.85794      0.80454
_SET3_   ENSG00000112624     6   42749765   42836298    224      43  248755       1.1503      0.12501
_SET3_   ENSG00000171467     6   43274872   43337216    155      41  245340       1.9064     0.028296
_SET3_   ENSG00000001084     6   53362139   53481768    551      86  251638     0.080757      0.46782
_SET3_   ENSG00000151914     6   56322785   56819426   1400      62  247003       1.8399     0.032891
_SET3_   ENSG00000112200     6   56951642   57035105    165      26  243876       2.5684    0.0051085
_SET3_   ENSG00000118482     6   64345725   64489229    374      46  249037     -0.18797      0.57455
_SET3_   ENSG00000146247     6   79645584   79787953    383      40  246708       4.3375    7.205e-06
_SET3_   ENSG00000083097     6   83777385   83881069    241      33  251930      0.44566      0.32792
_SET3_   ENSG00000132424     6   99845927   99873207     68      15  250470       1.9229     0.027246
_SET3_   ENSG00000118689     6  108881038  109005977    399      50  241303      -0.9617       0.8319
_SET3_   ENSG00000112365     6  109783797  109804440     68      19  250807     -0.13934      0.55541
_SET3_   ENSG00000009413     6  111620234  111804918    538      38  254261       1.2827     0.099792
_SET3_   ENSG00000010810     6  111981535  112194655    842      64  250808      0.76028      0.22354
_SET3_   ENSG00000197442     6  136878185  137113656    671      78  248355       3.0084    0.0013129
_SET3_   ENSG00000010818     6  143072604  143266338    677      89  251097      0.18241      0.42763
_SET3_   ENSG00000112531     6  163835032  163999628    508      40  251704     -0.76656      0.77833
_SET3_   ENSG00000106546     7   17338246   17385776     95      38  241558     -0.81836      0.79343
_SET3_   ENSG00000136237     7   22157856   22396763   1041      87  251033     -0.55381      0.71015
_SET3_   ENSG00000136231     7   23349828   23510086    591      94  247932       3.2149   0.00065247
_SET3_   ENSG00000005020     7   26706681   27034858   1142      40  251038       1.7995     0.035969
_SET3_   ENSG00000170852     7   32907784   32933743     73      16  254111     -0.81191      0.79158
_SET3_   ENSG00000158321     7   69063905   70258054   3764     128  250414       3.8425   6.0889e-05
_SET3_   ENSG00000009954     7   72854728   72936608    224      49  244807       2.4114    0.0079468
_SET3_   ENSG00000091073     7   76090993   76135312     55      15  244756       1.2211      0.11103
_SET3_   ENSG00000135164     7   86781677   86825653    167      17  253030     -0.79114      0.78557
_SET3_   ENSG00000127914     7   91570181   91739987    463      22  250218       3.1706   0.00076062
_SET3_   ENSG00000128512     7  111366166  111846466   1744     217  249319       2.2272     0.012968
_SET3_   ENSG00000080802     7  135046547  135194875    397      54  247901       1.5607     0.059303
_SET3_   ENSG00000182158     7  137559725  137686813    504      75  244941      -1.2748      0.89882
_SET3_   ENSG00000055130     7  148395006  148498128    386      49  245284     -0.63411        0.737
_SET3_   ENSG00000186480     7  155089486  155101945     59      17  252002      0.15273       0.4393
_SET3_   ENSG00000129422     8   17501304   17658426   1190     109  253353       2.0367      0.02084
_SET3_   ENSG00000156011     8   18384811   18942240   3820     232  252556      0.68447      0.24684
_SET3_   ENSG00000083168     8   41786997   41909508    312      44  246762      0.76879      0.22101
_SET3_   ENSG00000221869     8   48649471   48651648      5       3  233049     -0.46749      0.67993
_SET3_   ENSG00000179041     8   67341263   67342966      9       5  254674      0.72966       0.2328
_SET3_   ENSG00000133740     8   86089460   86129387     96      20  249870       1.0771      0.14071
_SET3_   ENSG00000132549     8  100025494  100889808   2306      47  246552       2.1963     0.014036
_SET3_   ENSG00000104517     8  103265240  103425069    660      59  247095        2.019     0.021742
_SET3_   ENSG00000178764     8  123793633  123986750    821     135  250355       1.4067     0.079758
_SET3_   ENSG00000136997     8  128747680  128753674     28      15  248595     -0.50543      0.69337
_SET3_   ENSG00000123908     8  141541264  141645718    501      70  246633      -1.2908      0.90161
_SET3_   ENSG00000169398     8  141667999  142012315    978      42  243771     -0.13556      0.55392
_SET3_   ENSG00000107104     9     470291     746105   1850      67  249236       0.8999      0.18409
_SET3_   ENSG00000147852     9    2621834    2660053    187      46  248353       2.1266     0.016728
_SET3_   ENSG00000198642     9   21329670   21335379     12       3  254628      0.48277      0.31463
_SET3_   ENSG00000159921     9   36214438   36277053    213      32  249053      -1.3542      0.91217
_SET3_   ENSG00000198887     9   72873937   72969804    331      30  248786      0.60479      0.27266
_SET3_   ENSG00000119138     9   72999503   73029540     75      30  249156     -0.33683      0.63188
_SET3_   ENSG00000197969     9   79792269   80036457   1093      51  246639        -1.25      0.89436
_SET3_   ENSG00000106829     9   82186688   82341658    485      70  246451       1.7288     0.041921
_SET3_   ENSG00000136936     9  100437191  100459639     83      11  217835       1.9429     0.026012
_SET3_   ENSG00000070159     9  112137746  112260590    462      56  249745      -0.6189      0.73201
_SET3_   ENSG00000157654     9  112542589  112934792   1708     177  249769      -2.1803      0.98538
_SET3_   ENSG00000106780     9  123363091  123476748    217      40  244961     -0.86381      0.80615
_SET3_   ENSG00000165219     9  128024073  128129486    266      35  245631       3.9603   3.7423e-05
_SET3_   ENSG00000097007     9  133589333  133763062    645      62  251490     -0.43792      0.66928
_SET3_   ENSG00000047056    10    1095478    1178237    429      49  245864      -0.3102      0.62179
_SET3_   ENSG00000196139    10    5077546    5149878    459      63  252486      0.91361      0.18046
_SET3_   ENSG00000148429    10   11495945   11653753    556      42  252463     0.016533       0.4934
_SET3_   ENSG00000107984    10   54074056   54077802     11       5  242142       0.6641      0.25331
_SET3_   ENSG00000150347    10   63661059   63856703    782     113  245312      0.62202      0.26696
_SET3_   ENSG00000168209    10   74033678   74035794      6       3  258337       1.4811     0.069293
_SET3_   ENSG00000156650    10   76585340   76792380    500      50  247152       1.0674      0.14289
_SET3_   ENSG00000108175    10   80828792   81076276   1203     176  250938      -1.5008      0.93329
_SET3_   ENSG00000062650    10   88195013   88281572    332      40  249923      0.10149      0.45958
_SET3_   ENSG00000119938    10   93388199   93392811     10       7  260584       1.3116     0.094824
_SET3_   ENSG00000107864    10   93806449   94050844    573      51  244270       5.3502   4.3931e-08
_SET3_   ENSG00000138160    10   94353043   94415150    297      29  255384      -1.1899      0.88295
_SET3_   ENSG00000148840    10  103892787  103910082     38      21  239826      0.84711      0.19847
_SET3_   ENSG00000108061    10  112679301  112773425    268      36  253545     -0.79211      0.78585
_SET3_   ENSG00000066468    10  123237848  123357972    424     106  238615       2.7515    0.0029662
_SET3_   ENSG00000175029    10  126676421  126849739    934     115  252329       3.3448   0.00041168
_SET3_   ENSG00000107938    10  127408084  127452712    120      25  251117      0.73913      0.22991
_SET3_   ENSG00000148773    10  129894923  129924649    140      34  252608      0.88454       0.1882
_SET3_   ENSG00000166483    11    9595228    9615004     51      17  249703       2.8585    0.0021284
_SET3_   ENSG00000133816    11   12115543   12285334    953     125  251894     -0.85234      0.80299
_SET3_   ENSG00000077514    11   74204896   74380162    786      46  251224     -0.57386      0.71697
_SET3_   ENSG00000165494    11   82868030   82898493     84      19  240499      0.48603      0.31347
_SET3_   ENSG00000110330    11  102217942  102249401     78      18  247413      0.99144      0.16073
_SET3_   ENSG00000149308    11  108027942  108093369    174      37  247037      0.45814      0.32343
_SET3_   ENSG00000110723    11  108376158  108464465    339      55  246190      0.78513      0.21619
_SET3_   ENSG00000073614    12     389295     498620    454      34  247189     -0.63538      0.73741
_SET3_   ENSG00000111276    12   12867992   12875305     28      15  239783      0.27672        0.391
_SET3_   ENSG00000139218    12   46312914   46385903    177      51  241001       1.6312     0.051427
_SET3_   ENSG00000065361    12   56473641   56497289     54      19  239938     -0.52137      0.69895
_SET3_   ENSG00000166881    12   57449426   57481846     80      19  243707     -0.37638      0.64668
_SET3_   ENSG00000149948    12   66217911   66360075    395      70  250294      0.25055      0.40108
_SET3_   ENSG00000127334    12   68042118   68059186     50      15  241062      0.86519      0.19347
_SET3_   ENSG00000111596    12   70636774   70748773    411      35  250977     -0.70758       0.7604
_SET3_   ENSG00000133858    12   72003252   72061505    172      34  248301       3.0557    0.0011226
_SET3_   ENSG00000067798    12   78224685   78606790   1660     126  245969     -0.88097      0.81083
_SET3_   ENSG00000058272    12   80167343   80329240    429      38  246997     -0.33012      0.62934
_SET3_   ENSG00000070961    12   89981828   90103077    288      40  249579      0.84547      0.19892
_SET3_   ENSG00000075856    12  108916357  108955176    176      22  241368       1.0115      0.15588
_SET3_   ENSG00000111252    12  111843752  111889427    127      24  226052     -0.97005      0.83399
_SET3_   ENSG00000123066    12  116395711  116715143    801      53  250890       1.3651     0.086109
_SET3_   ENSG00000110987    12  122457328  122499948    168      47  238206        2.129     0.016626
_SET3_   ENSG00000151835    13   23902965   24007841    488      75  247437     -0.71977      0.76417
_SET3_   ENSG00000139505    13   25802307   25862147    181      27  244310      0.26953      0.39376
_SET3_   ENSG00000139514    13   30083547   30169825    330      33  252931      0.34836      0.36379
_SET3_   ENSG00000122042    13   30338508   30424821    295      25  247115        2.326      0.01001
_SET3_   ENSG00000244754    13   33006554   33112970    343      31  231147       2.1131     0.017296
_SET3_   ENSG00000150907    13   41129804   41240734    338      32  243301     -0.67216      0.74926
_SET3_   ENSG00000120690    13   41506056   41635576    452      46  235132      0.13092      0.44792
_SET3_   ENSG00000102531    13   49550048   49783915    599      52  242117       2.1099     0.017433
_SET3_   ENSG00000204977    13   50570024   50594617     73      20  242525      0.21107      0.41641
_SET3_   ENSG00000088387    13   99445741   99738879   1229      58  247409       3.6762   0.00011837
_SET3_   ENSG00000125266    13  107142079  107187462    157      45  248550         3.73   9.5751e-05
_SET3_   ENSG00000102606    13  111766906  111958084    803      74  252071        2.238     0.012609
_SET3_   ENSG00000126216    13  113139325  113242481    380      35  252862       1.2216      0.11094
_SET3_   ENSG00000198604    14   35221937   35344853    461      37  254987     -0.18765      0.57443
_SET3_   ENSG00000198718    14   45431411   45543634    291      25  249234    -0.090357        0.536
_SET3_   ENSG00000100479    14   50110273   50155140    151      18  250149       1.1929      0.11645
_SET3_   ENSG00000073712    14   53323986   53419153    367      40  245391      -1.0901      0.86218
_SET3_   ENSG00000198554    14   55405668   55493823    286      30  250020      0.90861      0.18178
_SET3_   ENSG00000133985    14   71108504   71142077    147      47  245291       0.5566       0.2889
_SET3_   ENSG00000119684    14   75480467   75518235    116      20  237254     -0.77841      0.78184
_SET3_   ENSG00000176454    15   34651106   34659479     24      10  250919       1.5778      0.05731
_SET3_   ENSG00000156970    15   40453224   40513337    151      28  241190     -0.19505      0.57732
_SET3_   ENSG00000157456    15   59397277   59417244     93      13  254977     -0.85811      0.80459
_SET3_   ENSG00000166949    15   67356101   67487533    542      92  252327     -0.28091      0.61061
_SET3_   ENSG00000169018    15   68570141   68588203     60      14  234984      -1.5031      0.93359
_SET3_   ENSG00000137807    15   69706585   69740764     77      30  239637     -0.24332      0.59612
_SET3_   ENSG00000185551    15   96869167   96883492     28      11  243873       2.8595    0.0021218
_SET3_   ENSG00000005339    16    3775055    3930727    477      40  237632      0.12819        0.449
_SET3_   ENSG00000162104    16    4003388    4166186    949     139  244016      0.17948      0.42878
_SET3_   ENSG00000243716    16   22490442   22547842      2       1  222909      0.21903      0.41331
_SET3_   ENSG00000102921    16   48572637   48654059    250      24  242239       1.2903     0.098475
_SET3_   ENSG00000177200    16   53088945   53363062    885      40  250931     -0.53839      0.70485
_SET3_   ENSG00000102974    16   67596310   67673086    210      60  244034       2.1973        0.014
_SET3_   ENSG00000131149    16   85645015   85709810    354      89  239895     -0.22168      0.58772
_SET3_   ENSG00000140948    16   87439852   87525651    512      32  243064     -0.52256      0.69936
_SET3_   ENSG00000070444    17    2287354    2304412     66      16  239893    -0.039019      0.51556
_SET3_   ENSG00000007168    17    2496504    2588909    319      31  246074      -1.2788      0.89952
_SET3_   ENSG00000132388    17    4172554    4269923    220      29  243981      0.76877      0.22102
_SET3_   ENSG00000129204    17    5019733    5078329    192      35  243599     -0.58366      0.72028
_SET3_   ENSG00000170425    17   15848231   15879060    109      30  251003      -1.3057      0.90418
_SET3_   ENSG00000141720    17   36921942   36956379    113      31  250449    -0.097239      0.53873
_SET3_   ENSG00000131747    17   38544768   38574202     58      12  254309      0.18704      0.42581
_SET3_   ENSG00000121067    17   47676246   47755596    176      56  240678      0.11888      0.45269
_SET3_   ENSG00000062725    17   58520520   58603580    359      13  205151     -0.46098      0.67759
_SET3_   ENSG00000146872    17   60536019   60692842    350      50  242549    -0.053065      0.52116
_SET3_   ENSG00000198265    17   65066554   65242105    480      43  247494     -0.88407      0.81167
_SET3_   ENSG00000171634    17   65821640   65980494    435      40  234749       3.0288    0.0012276
_SET3_   ENSG00000108669    17   76670130   76778379    341      32  249555      0.69888      0.24231
_SET3_   ENSG00000132199    18     670324     712676    263      20  257598       2.4228    0.0077018
_SET3_   ENSG00000168502    18    8705659    8832776    623      99  249824       2.1027     0.017747
_SET3_   ENSG00000078142    18   39535171   39667794    394      43  240397        3.473   0.00025734
_SET3_   ENSG00000101665    18   46446223   46477081    132      39  250604     0.003585      0.49857
_SET3_   ENSG00000134046    18   51679079   51751158    229      42  242976       1.8194     0.034427
_SET3_   ENSG00000081913    18   60382672   60647666    719      54  248203       0.7299      0.23273
_SET3_   ENSG00000116017    19     925781     975939    294      48  251136     -0.98547       0.8378
_SET3_   ENSG00000079999    19   10596796   10614417     66      16  245321   -0.0028546      0.50114
_SET3_   ENSG00000197857    19   12335501   12405702    223      29  252812      0.41673      0.33844
_SET3_   ENSG00000105173    19   30302805   30315215     41      18  235764        3.533   0.00020544
_SET3_   ENSG00000257103    19   34663409   34720420    212      25  254454       2.1252     0.016786
_SET3_   ENSG00000167635    19   36705504   36729676     95      14  251279       0.9123      0.18081
_SET3_   ENSG00000130749    19   47567444   47617009    175      40  234291       0.2142       0.4152
_SET3_   ENSG00000083844    19   57702868   57724724     76      19  243857       0.2759      0.39131
_SET3_   ENSG00000132640    20   11871371   11907257    128      20  252146       2.5804    0.0049346
_SET3_   ENSG00000173418    20   19997760   20014299     40      12  254892        1.661     0.048358
_SET3_   ENSG00000125968    20   30193086   30194318     12       7  241381      -1.3052      0.90409
_SET3_   ENSG00000171456    20   30946155   31027122    182      29  246027       5.7472    4.538e-09
_SET3_   ENSG00000078699    20   32077881   32237842    305      83  240004       1.4068     0.079746
_SET3_   ENSG00000101040    20   45837859   45985567    411      78  235027       1.1431       0.1265
_SET3_   ENSG00000124151    20   46130601   46285621    474      42  244814     -0.42253      0.66368
_SET3_   ENSG00000101126    20   49505585   49547958    156      31  235917       0.2695      0.39377
_SET3_   ENSG00000171940    20   52183604   52226446    133      46  250716        -1.23      0.89064
_SET3_   ENSG00000087586    20   54944445   54967393     79      35  250096     -0.29243      0.61502
_SET3_   ENSG00000101191    20   61509090   61569304    272      40  246377       1.6327     0.051262
_SET3_   ENSG00000180530    21   16333556   16437321    340      46  244110        1.908     0.028196
_SET3_   ENSG00000156273    21   30566392   31003071   1331     115  247240      0.46308      0.32165
_SET3_   ENSG00000159256    21   37692487   37758446    290      23  247035      -1.3517      0.91177
_SET3_   ENSG00000157540    21   38738092   38889753    616      43  245874       2.8195    0.0024049
