ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000197459	HIST1H2BH	6	26251879	26252303	1	protein_coding	8345	HIST1H2BH	0.000295729876724394	-0.173874453	5	7.216	7.14e-07	rs806798;rs7766641	6
ENSG00000256018	HIST1H3G	6	26271146	26271612	-1	protein_coding	8355	HIST1H3G	1.71005632806188e-05	0.234420172	8	13.26	7.36e-07	rs7766641;rs806798	6
ENSG00000168242	HIST1H2BI	6	26273144	26273622	1	protein_coding	8346	HIST1H2BI	0.138012141980387	-0.249747536	7	13.26	7.36e-07	rs806798	6
ENSG00000158406	HIST1H4H	6	26281283	26285762	-1	protein_coding	8365	HIST1H4H	0.00879032933359599	1.05906941	19	13.26	7.02e-07	rs806798	6
ENSG00000154678	PDE1C	7	31790793	32338941	-1	protein_coding	5137	PDE1C	0.000270703875847391	0.427654196	130	16.42	1.1e-17	rs10269368;rs2893421;rs215600;rs10216007;rs6977196;rs215702	7
ENSG00000120915	EPHX2	8	27348296	27403081	1	protein_coding	2053	EPHX2	4.92248524715445e-13	1.72964059	5	3.308	1.28e-06	rs1565735;rs2741351;rs73229090	8
ENSG00000120885	CLU	8	27454434	27472548	-1	protein_coding	1191	CLU	NA	0.073359274	1	3.739	6.47e-08	rs73229090	8
ENSG00000147432	CHRNB3	8	42552519	42592550	1	protein_coding	1142	CHRNB3	0.000131863319539552	0.972687613	55	8.766	9e-25	rs58379124;rs11783289;rs1376442;rs11782372;rs60749569;rs117260200	9
ENSG00000147434	CHRNA6	8	42607763	42651535	-1	protein_coding	8973	CHRNA6	2.0439355054386e-06	0.380719234	83	10.25	6.6e-24	rs58379124;rs11783289;rs60749569;rs4567031;rs7002242;rs77990632;rs2199889;rs10087388	9
ENSG00000131931	THAP1	8	42691817	42698468	-1	protein_coding	55145	THAP1	0.89916932761685	0.685120191	1	5.641	2.14e-08	rs10087388	9
ENSG00000120925	RNF170	8	42704780	42752433	-1	protein_coding	81790	RNF170	0.648136150929931	-1.60583006	4	10.66	2.14e-08	rs10087388;rs77990632	9
ENSG00000168172	HOOK3	8	42752075	42885682	1	protein_coding	84376	HOOK3	0.99999800538276	-3.655251936	6	10.66	1.55e-10	rs77990632;rs7002242;rs2199889;rs117260200	9
ENSG00000254673	RP11-598P20.5	8	42873567	42932477	1	protein_coding	NA	NA	NA	NA	4	11.64	1.33e-07	rs117260200	9
ENSG00000168522	FNTA	8	42889337	42940931	1	protein_coding	2339	FNTA	0.988212601847893	-0.58011424	3	11.64	1.37e-07	rs117260200	9
ENSG00000165102	HGSNAT	8	42995556	43057998	1	protein_coding	138050	HGSNAT	1.43961491298178e-06	-0.881342067	1	2.761	2.21e-09	rs117260200	9
ENSG00000197859	ADAMTSL2	9	136397286	136440641	1	protein_coding	9719	ADAMTSL2	0.0710586670580913	NA	3	7.862	1.02e-09	rs113048552	11
ENSG00000196990	FAM163B	9	136444079	136451319	-1	protein_coding	642968	FAM163B	0.428150995206124	-0.470114741	6	7.862	7.23e-15	rs113048552;rs56116178	11
ENSG00000123454	DBH	9	136501482	136524466	1	protein_coding	1621	DBH	2.54160922305115e-06	-0.489499936	27	5.257	2.22e-16	rs2519764;rs3025383;rs2007153;rs1611127;rs2797854	11
ENSG00000110693	SOX6	11	15987995	16761138	-1	protein_coding	55553	SOX6	0.999530959870119	-2.52258098	139	18.3	6.63e-11	rs4539287;rs2118359;rs11023894;rs297367;rs7951365	12
ENSG00000157613	CREB3L1	11	46299212	46342972	1	protein_coding	90993	CREB3L1	0.399379409918579	NA	10	9.881	6.22e-08	rs75494138	13
ENSG00000149091	DGKZ	11	46354455	46402104	1	protein_coding	8525	DGKZ	0.998142633966722	-0.43870103	6	8.405	1.77e-08	rs75494138	13
ENSG00000110492	MDK	11	46402306	46405375	1	protein_coding	4192	MDK	0.0224327842650619	-0.438482927	3	1.574	NA	rs75494138	13
ENSG00000110497	AMBRA1	11	46417964	46615675	-1	protein_coding	55626	AMBRA1	0.999971640508962	-0.701715255	5	10.15	1.45e-08	rs75494138	13
ENSG00000175220	ARHGAP1	11	46698630	46722165	-1	protein_coding	392	ARHGAP1	0.185564722294501	-0.38914248	3	15.12	1.58e-07	rs75494138	13
ENSG00000175213	ZNF408	11	46722368	46727462	1	protein_coding	79797	ZNF408	7.89160984461696e-06	-0.07803482	5	15.12	4.57e-08	rs75494138	13
ENSG00000180210	F2	11	46740730	46761056	1	protein_coding	2147	F2	0.959943187768661	-0.037985029	9	9.435	3.9e-08	rs75494138	13
ENSG00000175216	CKAP5	11	46764598	46867847	-1	protein_coding	9793	CKAP5	0.99999999753418	-0.360017002	4	11.48	3.9e-08	rs75494138	13
ENSG00000128923	FAM63B	15	59063391	59154099	1	protein_coding	54629	FAM63B	0.189061306036796	-0.793708674	14	13.39	1.03e-08	rs632811	15
ENSG00000157450	RNF111	15	59157374	59389618	1	protein_coding	54778	RNF111	0.999889183334039	-0.971846077	27	10.99	1.03e-08	rs632811	15
ENSG00000137776	SLTM	15	59171244	59225852	-1	protein_coding	79811	SLTM	0.999996386807791	-0.544071753	19	10.99	4.43e-08	rs632811	15
ENSG00000140403	DNAJA4	15	78556428	78574538	1	protein_coding	55466	DNAJA4	3.56777071333241e-05	0.400342398	1	3.807	4.12e-05	rs186615421	16
ENSG00000140395	WDR61	15	78570177	78592136	-1	protein_coding	80349	WDR61	0.0897745791618097	-0.301818815	2	3.807	4.12e-05	rs186615421;rs2002403	16
ENSG00000136381	IREB2	15	78729773	78793798	1	protein_coding	3658	IREB2	0.999999730362402	0.131406258	149	15.6	2.49e-209	rs8034191;rs1394371;rs9672608;rs2656058;rs12916769;rs2869030;rs72740960;rs5022780;rs189302121;rs117994199;rs1062980;rs55786254;rs78385743;rs12442456;rs186615421;rs16969892;rs147760547;rs6495304;rs56219480;rs8043009	16
ENSG00000188266	HYKK	15	78799906	78829714	1	protein_coding	123688	HYKK	0.000214856084289355	-0.450544025	121	22.9	4.8e-211	rs1062980;rs9672608;rs6495304;rs8034191;rs56219480;rs8043009;rs186615421;rs5022780;rs143127868;rs147760547;rs187618975;rs112272197;rs62010332;rs3885951;rs189302121;rs56117933;rs141607049;rs117422252;rs137868760	16
ENSG00000268838	AC027228.1	15	78830023	78831288	1	protein_coding	NA	NA	NA	NA	71	22.9	2.13e-206	rs8043009;rs9672608;rs8034191;rs5022780;rs62010332;rs3885951;rs187618975;rs189302121;rs56117933;rs141607049;rs117422252;rs137868760	16
ENSG00000041357	PSMA4	15	78832747	78841604	1	protein_coding	5685	PSMA4	0.620423590120457	0.678454526	87	22.9	4.75e-207	rs5022780;rs8043009;rs9672608;rs3885951;rs187618975;rs8034191;rs189302121;rs56117933;rs141607049;rs62010332;rs117422252;rs137868760;rs1052035;rs147760547;rs376499689	16
ENSG00000169684	CHRNA5	15	78857862	78887611	1	protein_coding	1138	CHRNA5	2.40946932670794e-06	0.42114192	102	27.1	2.09e-207	rs8034191;rs8043009;rs376499689;rs5022780;rs62010332;rs9672608;rs72740960;rs117994199;rs56219480;rs2229961;rs187618975;rs76474922;rs189302121;rs112272197	16
ENSG00000080644	CHRNA3	15	78885394	78913637	-1	protein_coding	1136	CHRNA3	0.00706163755884019	0.011573306	130	27.1	2.53e-204	rs8043009;rs5022780;rs62010332;rs8034191;rs2229961;rs187618975;rs76474922;rs189302121;rs112272197;rs55786254;rs72740960;rs12443170;rs376499689;rs11636753;rs67175876;rs56219480	16
ENSG00000117971	CHRNB4	15	78916461	79020096	-1	protein_coding	1143	CHRNB4	0.0186266094522454	-0.17732684	337	16.8	3.06e-197	rs76474922;rs376499689;rs5022780;rs62010332;rs8043009;rs12443170;rs72740960;rs8034191;rs11636753;rs67175876;rs56219480;rs189302121;rs55786254;rs1052035;rs112272197;rs75106522;rs7181405;rs28661610;rs3813565;rs11072774;rs138717458;rs2229961;rs117670238;rs140635457;rs17487514;rs143527274;rs8043105;rs7171045;rs12592823;rs73467256;rs78385743;rs12906847;rs2869876;rs139648962;rs181245075;rs12905116;rs184659738;rs72745113;rs11639044	16
ENSG00000136378	ADAMTS7	15	79051545	79103773	-1	protein_coding	11173	ADAMTS7	2.98948787387487e-07	NA	283	17.55	6.98e-77	rs28661610;rs12906847;rs12905116;rs3813565;rs62012628;rs2869876;rs3861180;rs11639044;rs7181405;rs7171045;rs147154214;rs184659738;rs140635457;rs12438734;rs139648962;rs186548931;rs117422252;rs117541407;rs12900168;rs2277549;rs12907535;rs12438008;rs181245075;rs8038189;rs117189732;rs138717458;rs117338136;rs2229961;rs62010961;rs12907065;rs8034274;rs7403155;rs77719127	16
ENSG00000185787	MORF4L1	15	79102829	79190475	1	protein_coding	10933	MORF4L1	0.802941002940311	0.191369587	250	15.2	1.78e-58	rs11639044;rs12438008;rs8038189;rs2229961;rs62010961;rs12907065;rs8034274;rs7403155;rs77719127;rs181245075;rs57496361;rs147154214;rs74024464;rs6495338;rs6495341;rs17832351;rs146722791;rs72749233;rs147125452;rs79409323;rs76164573	16
ENSG00000103811	CTSH	15	79213400	79241916	-1	protein_coding	1512	CTSH	3.17314560149624e-06	0.548947651	4	6.338	1.47e-16	rs147125452;rs17832351;rs186548931	16
ENSG00000261190	C16orf97	16	52039399	52112386	-1	protein_coding	388276	C16orf97	NA	0.283419423	50	17.32	1.03e-08	rs2386571	17
ENSG00000015413	DPEP1	16	89679716	89704839	1	protein_coding	1800	DPEP1	0.000136492958599163	-0.167373086	38	9.37	2.86e-09	rs2437957	18
ENSG00000131165	CHMP1A	16	89710839	89724253	-1	protein_coding	5119	CHMP1A	0.252036809419505	0.228699745	46	9.37	1.9e-09	rs2437957;rs4785587	18
ENSG00000167523	SPATA33	16	89724210	89737680	1	protein_coding	124045	SPATA33	2.72892869796854e-06	0.42595794	38	10.59	1.9e-09	rs4785587;rs2437957	18
ENSG00000185324	CDK10	16	89747145	89762772	1	protein_coding	8558	CDK10	2.3367075460824e-10	-0.209287955	30	10.71	1.27e-09	rs2437957;rs4785587;rs12149952	18
ENSG00000260259	RP11-368I7.4	16	89749028	89752977	-1	protein_coding	105371416	LINC02166	NA	NA	14	10.71	2.41e-09	rs2437957;rs4785587	18
ENSG00000158792	SPATA2L	16	89762751	89768113	-1	protein_coding	124044	SPATA2L	0.0469218644980502	1.088727464	20	18.66	1.27e-09	rs4785587;rs2437957;rs12149952	18
ENSG00000075399	VPS9D1	16	89773542	89787394	-1	protein_coding	9605	VPS9D1	0.00176648362917067	NA	33	18.66	1.27e-09	rs4785587;rs2437957;rs12149952	18
ENSG00000158805	ZNF276	16	89786808	89807311	1	protein_coding	92822	ZNF276	0.000257274838666869	NA	33	18.66	1.48e-08	rs12149952;rs4785587	18
ENSG00000187741	FANCA	16	89803957	89883065	-1	protein_coding	2175	FANCA	2.08124711168363e-34	NA	58	10.99	2.62e-08	rs12149952	18
ENSG00000204991	SPIRE2	16	89884587	89937727	1	protein_coding	84501	SPIRE2	1.1281776245309e-10	-0.545172322	27	4.614	6.85e-08	rs12149952	18
ENSG00000105229	PIAS4	19	4007644	4039384	1	protein_coding	51588	PIAS4	0.994350817581458	NA	3	7.591	NA	rs895330	19
ENSG00000205147	AC016586.1	19	4041127	4043154	-1	protein_coding	NA	NA	NA	NA	6	7.591	5.83e-08	rs895330	19
ENSG00000178951	ZBTB7A	19	4044362	4066943	-1	protein_coding	51341	ZBTB7A	NA	NA	22	18.13	2.68e-08	rs895330	19
ENSG00000126934	MAP2K2	19	4090319	4124126	-1	protein_coding	5605	MAP2K2	0.86326115931858	NA	3	4.138	4.34e-07	rs895330	19
ENSG00000160392	C19orf47	19	40825443	40854434	-1	protein_coding	126526	C19orf47	0.802242558770503	-0.455025388	1	1.686	0.0371	rs143159215	20
ENSG00000105223	PLD3	19	40854363	40886346	1	protein_coding	23646	PLD3	0.015972164288732	-0.123749844	1	1.686	0.0371	rs143159215	20
ENSG00000105227	PRX	19	40899675	40919273	-1	protein_coding	57716	PRX	3.70050570170033e-11	-0.558701247	1	0.057	0.0438	rs143159215	20
ENSG00000197019	SERTAD1	19	40927499	40931932	-1	protein_coding	29950	SERTAD1	0.0421844903041302	-0.135732868	1	0.057	0.0438	rs143159215	20
ENSG00000160460	SPTBN4	19	40972148	41082370	1	protein_coding	57731	SPTBN4	NA	-0.667396051	1	2.101	1.58e-08	rs116858225	20
ENSG00000160410	SHKBP1	19	41082757	41097305	1	protein_coding	92799	SHKBP1	0.000346950937358068	-0.198812092	2	11.98	2.51e-09	rs2303728	20
ENSG00000090006	LTBP4	19	41098789	41135725	1	protein_coding	8425	LTBP4	0.99035873643018	NA	19	14.55	1.7e-12	rs2303728;rs2369006;rs78148277	20
ENSG00000105245	NUMBL	19	41172596	41196877	-1	protein_coding	9253	NUMBL	0.751917062061139	NA	26	16.86	2.89e-14	rs4803354;rs2561558;rs111769937;rs143159215;rs66500423;rs117003019;rs4802088;rs11538385	20
ENSG00000123815	ADCK4	19	41197434	41224112	-1	protein_coding	79934	ADCK4	1.82146592255622e-07	-0.69986494	50	31	8.81e-21	rs4803354;rs143159215;rs66500423;rs117003019;rs4802088;rs11538385;rs4803356;rs2561534;rs111769937;rs73045499;rs143697240	20
ENSG00000086544	ITPKC	19	41223008	41246765	1	protein_coding	80271	ITPKC	0.164215304256506	-0.338321484	48	31	1.25e-12	rs4802088;rs111769937;rs73045499;rs143697240;rs11538385;rs143159215	20
ENSG00000188493	C19orf54	19	41246761	41257458	-1	protein_coding	284325	C19orf54	0.00126594510562578	0.052287889	36	21.8	7.24e-19	rs4802088;rs11538385;rs143159215;rs116858225;rs147893869;rs2644899;rs2604909;rs116980959	20
ENSG00000077312	SNRPA	19	41256542	41271294	1	protein_coding	6626	SNRPA	0.0602794492639456	-0.11925089	49	21.8	1.19e-20	rs4802088;rs11538385;rs143159215;rs116858225;rs147893869;rs2644899;rs2604909;rs116980959;rs35061187;rs7937	20
ENSG00000268975	MIA-RAB4B	19	41277553	41292590	1	protein_coding	100529262	MIA-RAB4B	NA	NA	66	17.31	9.26e-21	rs35061187;rs7937;rs147893869;rs4802088;rs2644899;rs2604909;rs4803373	20
ENSG00000261857	MIA	19	41277553	41283395	1	protein_coding	8190	MIA	0.00695373031106117	0.348272045	37	15.45	9.26e-21	rs35061187;rs7937;rs147893869;rs4802088;rs2644899;rs2604909;rs4803373	20
ENSG00000167578	RAB4B	19	41284121	41302847	1	protein_coding	53916	RAB4B	0.940202326280457	-0.113761514	73	17.31	1.44e-25	rs2644899;rs147893869;rs4802088;rs2604909;rs7937;rs4803373;rs35061187	20
ENSG00000171570	RAB4B-EGLN2	19	41284147	41314103	1	protein_coding	100529264	RAB4B-EGLN2	NA	NA	97	17.31	1.44e-25	rs2644899;rs147893869;rs4802088;rs2604909;rs7937;rs4803373;rs35061187	20
ENSG00000269858	EGLN2	19	41304901	41314338	1	protein_coding	112398	EGLN2	0.286988738826209	0.020389359	69	17.31	1.44e-25	rs147893869;rs4802088;rs2604909;rs35061187;rs2644899;rs7937;rs4803373	20
ENSG00000268797	CTC-490E21.12	19	41307202	41404187	1	protein_coding	NA	NA	NA	NA	221	21.9	1.1e-81	rs2604909;rs2644899;rs35061187;rs147893869;rs4802088;rs7937;rs4803373;rs11671669;rs7507400;rs111822043;rs11670760;rs7255471;rs111240159;rs28399433;rs55921593;rs2644891;rs11667314;rs8105704;rs56113850;rs7250713;rs12985907;rs117149422;rs117824460;rs4570984;rs11083574;rs12151196;rs111390860;rs10425738;rs181295497;rs143159215;rs184589612	20
ENSG00000255974	CYP2A6	19	41349443	41356352	-1	protein_coding	1548	CYP2A6	2.17794878373007e-06	0.721351243	73	21.9	1.1e-81	rs11667314;rs11670760;rs56113850;rs7250713;rs55921593;rs8105704;rs2644891;rs12985907;rs28399433;rs111822043;rs117149422;rs117824460	20
ENSG00000198077	CYP2A7	19	41381344	41388657	-1	protein_coding	1549	CYP2A7	3.01470348763618e-10	2.76960274	41	21.9	3.53e-39	rs111240159;rs117824460;rs28399433;rs111822043;rs8105704;rs4570984;rs11083574;rs12151196;rs111390860;rs10425738;rs55921593;rs181295497;rs143159215	20
ENSG00000197408	CYP2B6	19	41497204	41524303	1	protein_coding	1555	CYP2B6	2.29255534734584e-05	1.861524561	106	10.1	4.52e-14	rs3852875;rs12971445;rs115994486;rs11083593;rs7260538;rs147015122;rs1552220	20
ENSG00000101337	TM9SF4	20	30697309	30755061	1	protein_coding	9777	TM9SF4	0.999970772411386	-0.454321947	51	14.53	8.34e-06	rs2424888	21
ENSG00000126003	PLAGL2	20	30780306	30795594	-1	protein_coding	5326	PLAGL2	0.86979563793487	-1.454407449	4	4.921	1.08e-05	rs2424888	21
ENSG00000101346	POFUT1	20	30795683	30826470	1	protein_coding	23509	POFUT1	0.987586067238811	-0.933580252	6	5.575	1.39e-05	rs2424888	21
ENSG00000171456	ASXL1	20	30946155	31027122	1	protein_coding	171023	ASXL1	1.37370457058834e-18	-0.102032696	6	14.02	2.92e-07	rs2424888	21
ENSG00000197183	C20orf112	20	31030862	31172876	-1	protein_coding	140688	C20orf112	0.973021413632523	-1.221048481	89	15.93	2.76e-09	rs2424888;rs6141314	21
ENSG00000204393	RP11-410N8.4	20	31175281	31196695	1	protein_coding	149950	NOL4L-DT	NA	NA	5	13.97	2.99e-08	rs6141314	21
ENSG00000101204	CHRNA4	20	61975420	62009753	-1	protein_coding	1137	CHRNA4	0.0208678880743461	1.18697841	46	9.772	2.47e-18	rs6062899;rs2273502;rs45497800;rs2273500;rs45568238;rs11698563	22
