GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
2	rs2084533	3	16851202	rs748832	2018-01-12	29186694	Lam M	2017-11-28	Cell Rep	www.ncbi.nlm.nih.gov/pubmed/29186694	Large-Scale Cognitive GWAS Meta-Analysis Reveals Tissue-Specific Neural Expression and Potential Nootropic Drug Targets.	Cognitive ability (MTAG)	436,124 European ancestry individuals	NA	3p24.3	ENSG00000229271, PLCL2	PLCL2			ENSG00000154822			rs748832-?	rs748832	0	748832	intron_variant	0	NR	6E-11	10.221848749616356		6.551	z score increase	Affymetrix, Illumina, Perlegen [7333576] (imputed)	N
2	rs2084533	3	16851202	rs748832	2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs748832-A	rs748832	0	748832	intron_variant	0	NR	2E-10	9.698970004336019		0.019265153	[0.013-0.025] unit increase	Affymetrix [NR]	N
2	rs2084533	3	16851202	rs748832	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Age of smoking initiation (MTAG)	up to 931,815 European ancestry  individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs748832-G	rs748832	0	748832	intron_variant	0	0.378	4E-8	7.3979400086720375		0.00823471	[0.0053-0.0112] unit decrease	NR [9732723] (imputed)	N
2	rs2084533	3	16851202	rs748832	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs748832-G	rs748832	0	748832	intron_variant	0	0.371	7E-11	10.154901959985743		0.017214172	[0.012-0.022] unit increase	NR [~ 10000000] (imputed)	N
2	rs2084533	3	16851202	rs748832	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs748832-G	rs748832	0	748832	intron_variant	0	0.371	2E-15	14.698970004336019		0.00887082	[0.0067-0.0111] unit increase	NR [9732723] (imputed)	N
2	rs2084533	3	16856682	rs9813513	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance (MTAG)	402,382 European ancestry individuals	NA	3p24.3	Intergenic	PLCL2			ENSG00000154822			rs9813513-T	rs9813513	0	9813513	intron_variant	0	0.6311	9E-13	12.045757490560675	(MTAG)	0.017	[0.012-0.022] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
2	rs2084533	3	16856682	rs9813513	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken	430,445 European ancestry individuals	NA	3p24.3	Intergenic	PLCL2			ENSG00000154822			rs9813513-T	rs9813513	0	9813513	intron_variant	0	0.6251	2E-8	7.698970004336019		0.0132	[0.0087-0.0177] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
2	rs2084533	3	16856682	rs9813513	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	3p24.3	Intergenic	PLCL2			ENSG00000154822			rs9813513-T	rs9813513	0	9813513	intron_variant	0	0.6251	1E-14	14.0	(MTAG)	0.0131	[0.0098-0.0164] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
2	rs2084533	3	16859710	rs6779302	2017-07-18	28530673	Sniekers S	2017-05-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28530673	Genome-wide association meta-analysis of 78,308 individuals identifies new loci and genes influencing human intelligence.	Intelligence	up to 58,799 European ancestry adults, up to 19,509 European ancestry children	NA	3p24.3	DAZL, PLCL2	PLCL2			ENSG00000154822			rs6779302-T	rs6779302	0	6779302	intron_variant	0	0.368	5E-8	7.301029995663981		5.452	z score decrease	Affymetrix, Illumina [12104294] (imputed)	N
2	rs2084533	3	16859710	rs6779302	2017-07-18	28530673	Sniekers S	2017-05-22	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28530673	Genome-wide association meta-analysis of 78,308 individuals identifies new loci and genes influencing human intelligence.	Intelligence	up to 58,799 European ancestry adults, up to 19,509 European ancestry children	NA	3p24.3	DAZL, PLCL2	PLCL2			ENSG00000154822			rs6779302-T	rs6779302	0	6779302	intron_variant	0	0.368	5E-8	7.301029995663981	(Adults)	5.452	z score decrease	Affymetrix, Illumina [12104294] (imputed)	N
2	rs2084533	3	16859710	rs6779302	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Smoking status	approximately 458,000 European ancestry individuals	NA	3p24.3		PLCL2			ENSG00000154822			rs6779302-?	rs6779302	0	6779302	intron_variant	0	NR	6E-8	7.221848749616356				NR [~ 8900000] (imputed)	N
2	rs2084533	3	16865845	rs9882532	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	3p24.3		PLCL2			ENSG00000154822			rs9882532-T	rs9882532	0	9882532	intron_variant	0	0.6368	2E-17	16.69897000433602		0.0124	[0.0095-0.0153] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
2	rs2084533	3	16865845	rs9882532	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	3p24.3	Intergenic	PLCL2			ENSG00000154822			rs9882532-T	rs9882532	0	9882532	intron_variant	0	0.6368	6E-21	20.221848749616356	(MTAG)	0.0128	[0.01-0.016] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
2	rs2084533	3	16870340	rs6773869	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	3p24.3		PLCL2			ENSG00000154822			rs6773869-A	rs6773869	0	6773869	intron_variant	0	0.6344	5E-17	16.30102999566398	(conditional-joint)	0.0122	[0.0093-0.0151] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
2	rs2084533	3	16870340	rs6773869	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Neurociticism	380,506 European ancestry individuals	NA	3p24.3	PLCL2	PLCL2			ENSG00000154822			rs6773869-A	rs6773869	0	6773869	intron_variant	0	0.358546	4E-12	11.397940008672037		6.93	z score decrease	NR [10847151] (imputed)	N
2	rs2084533	3	16870340	rs6773869	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Well-being spectrum (multivariate analysis)	2,083,151 European ancestry individuals	287,239 European ancestry individuals	3p24.3	NR	PLCL2			ENSG00000154822			rs6773869-G	rs6773869	0	6773869	intron_variant	0	0.353408990639354	2E-9	8.698970004336019		0.0057391976	[0.0039-0.0076] unit increase	NR [NR]	N
2	rs2084533	3	16870340	rs6773869	2019-05-02	30867560	Hill WD	2019-03-13	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30867560	Genetic contributions to two special factors of neuroticism are associated with affluence, higher intelligence, better health, and longer life.	General factor of neuroticism	270,059 British ancestry individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs6773869-A	rs6773869	0	6773869	intron_variant	0	NR	3E-9	8.522878745280337		0.010319	[0.0069-0.0137] unit increase	Affymetrix [18485882] (imputed)	N
2	rs2084533	3	16872541	rs6442647	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Depressive symptoms	1,067,913 European ancestry individuals	228,033 European ancestry individuals	3p24.3	NR	PLCL2			ENSG00000154822			rs6442647-A	rs6442647	0	6442647	intron_variant	0	0.290903082649891	4E-8	7.3979400086720375		0.005835455	[0.0037-0.0079] unit increase	NR [NR]	N
2	rs2084533	3	16872541	rs6442647	2019-03-18	30643256	Baselmans BML	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643256	Multivariate genome-wide analyses of the well-being spectrum.	Positive affect	410,603 European ancestry individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs6442647-A	rs6442647	0	6442647	intron_variant	0	0.290903082649891	5E-8	7.301029995663981		0.0070368894	[0.0045-0.0096] unit increase	NR [NR]	N
2	rs2084533	3	16872929	rs2084533	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Cigarettes smoked per day (MTAG)	up to 403,928 European ancestry individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs2084533-T	rs2084533	0	2084533	intron_variant	0	0.321	5E-13	12.301029995663981		0.0168791	[0.012-0.021] unit increase	NR [9732723] (imputed)	N
2	rs2084533	3	16872929	rs2084533	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking behaviour (cigarettes smoked per day)	up to 377,334 European ancestry individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs2084533-T	rs2084533	0	2084533	intron_variant	0	0.321	7E-10	9.154901959985743		0.016117558	[0.011-0.021] unit increase	NR [~ 10000000] (imputed)	N
2	rs2084533	3	16875451	rs6804663	2018-10-31	29942085	Nagel M	2018-06-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29942085	Meta-analysis of genome-wide association studies for neuroticism in 449,484 individuals identifies novel genetic loci and pathways.	Depressed affect	357,957 European ancestry individuals	NA	3p24.3	NR	PLCL2			ENSG00000154822			rs6804663G	rs6804663	0	6804663	intron_variant	0	NR	3E-8	7.522878745280337		0.01349	[0.0087-0.0182] unit increase	Affymetrix [10847151] (imputed)	N
3	rs7431710	3	48748989	rs12497850	2017-10-24	28892059	Chang D	2017-09-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28892059	A meta-analysis of genome-wide association studies identifies 17 new Parkinson's disease risk loci.	Parkinson's disease	20,184 European ancestry cases, 397,324 European ancestry controls	5,851 European ancestry cases, 5,866 European ancestry controls	3p21.31	NCKIPSD, CDC71	IP6K2			ENSG00000068745			rs12497850-T	rs12497850	0	12497850	intron_variant	0	0.653	9E-9	8.045757490560675		1.0752687	[1.04-1.1]	Illumina [11933700] (imputed)	N
3	rs7431710	3	48935583	rs7431710	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking behaviour (cigarettes smoked per day)	up to 377,334 European ancestry individuals	NA	3p21.31	NR	SLC25A20			ENSG00000178537			rs7431710-A	rs7431710	0	7431710	intron_variant	0	0.654	1E-12	12.0		0.018289817	[0.013-0.023] unit decrease	NR [~ 10000000] (imputed)	N
3	rs7431710	3	48992582	rs7636057	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Cigarettes smoked per day (MTAG)	up to 403,928 European ancestry individuals	NA	3p21.31	NR	ARIH2			ENSG00000177479			rs7636057-T	rs7636057	0	7636057	intron_variant	0	0.657	3E-17	16.522878745280337		0.0194149	[0.015-0.024] unit decrease	NR [9732723] (imputed)	N
3	rs7431710	3	49137904	rs4521268	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (leg fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	3p21.31	ARIH2, C3orf60, C3orf71, DALRD3, IMPDH2, PH-4, QARS, QRICH1, WDR6	QARS			ENSG00000172053			rs4521268-G	rs4521268	0	4521268	intron_variant	0	0.325548	1E-10	10.0	(females)	0.01938	NR unit increase (replication)	Affymetrix [25472837] (imputed)	N
3	rs7431710	3	49137904	rs4521268	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (leg fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	3p21.31	ARIH2, C3orf60, C3orf71, DALRD3, IMPDH2, PH-4, QARS, QRICH1, WDR6	QARS			ENSG00000172053			rs4521268-G	rs4521268	0	4521268	intron_variant	0	0.325548	1E-14	14.0		0.01793	NR unit increase (replication)	Affymetrix [25472837] (imputed)	N
3	rs7431710	3	49137904	rs4521268	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (leg fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	3p21.31	ARIH2, C3orf60, C3orf71, DALRD3, IMPDH2, PH-4, QARS, QRICH1, WDR6	QARS			ENSG00000172053			rs4521268-G	rs4521268	0	4521268	intron_variant	0	0.325548	8E-6	5.096910013008056	(males)	0.01626	NR unit increase (replication)	Affymetrix [25472837] (imputed)	N
3	rs7431710	3	49137904	rs4521268	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (trunk fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	3p21.31	ARIH2, C3orf60, C3orf71, DALRD3, IMPDH2, PH-4, QARS, QRICH1, WDR6	QARS			ENSG00000172053			rs4521268-G	rs4521268	0	4521268	intron_variant	0	0.325548	1E-18	18.0		0.021	NR unit decrease (replication)	Affymetrix [25472837] (imputed)	N
3	rs7431710	3	49137904	rs4521268	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (trunk fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	3p21.31	ARIH2, C3orf60, C3orf71, DALRD3, IMPDH2, PH-4, QARS, QRICH1, WDR6	QARS			ENSG00000172053			rs4521268-G	rs4521268	0	4521268	intron_variant	0	0.325548	3E-15	14.522878745280337	(females)	0.0245	NR unit decrease (replication)	Affymetrix [25472837] (imputed)	N
3	rs7431710	3	49137904	rs4521268	2019-03-13	30664634	Rask-Andersen M	2019-01-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/30664634	Genome-wide association study of body fat distribution identifies adiposity loci and sex-specific genetic effects.	Body fat distribution (trunk fat ratio)	55,006 British ancestry males, 61,132 British ancestry females	112,425 British ancestry males, 133,936 British ancestry females	3p21.31	ARIH2, C3orf60, C3orf71, DALRD3, IMPDH2, PH-4, QARS, QRICH1, WDR6	QARS			ENSG00000172053			rs4521268-G	rs4521268	0	4521268	intron_variant	0	0.325548	9E-6	5.045757490560675	(males)	0.01688	NR unit decrease (replication)	Affymetrix [25472837] (imputed)	N
3	rs7431710	3	49202782	rs4499638	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Irritable mood	366,726 European ancestry individuals	NA	3p21.31	NR	CCDC71			ENSG00000177352			rs4499638-C	rs4499638	0	4499638	intron_variant	0	0.370376	2E-9	8.698970004336019		6.0	z score increase	NR [~ 10847151] (imputed)	N
3	rs7431710	3	49211989	rs10865954	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. sometimes/usually)	345,022 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	3p21.31	KLHDC8B	KLHDC8B			ENSG00000185909			rs10865954-T	rs10865954	0	10865954	intron_variant	0	0.333944	5E-9	8.301029995663981		1.02	[1.01-1.04]	Affymetrix [14661600] (imputed)	N
3	rs7431710	3	49211989	rs10865954	2019-03-25	30804566	Lane JM	2019-02-25	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30804566	Biological and clinical insights from genetics of insomnia symptoms.	Insomnia symptoms (never/rarely vs. usually)	129,270 European ancestry cases, 108,357 European ancestry controls	17,140 European ancestry cases, 61,850 European ancestry controls	3p21.31	KLHDC8B	KLHDC8B			ENSG00000185909			rs10865954-T	rs10865954	0	10865954	intron_variant	0	0.333944	2E-9	8.698970004336019		1.02	[1.01-1.04]	Affymetrix [14661600] (imputed)	N
3	rs7431710	3	49334768	rs3774800	2019-01-22	29500382	Nagel M	2018-03-02	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29500382	Item-level analyses reveal genetic heterogeneity in neuroticism.	Irritable mood	366,726 European ancestry individuals	NA	3p21.31	ZNF589	USP4			ENSG00000114316			rs3774800-A	rs3774800	0	3774800	intron_variant	0	0.354029	1E-9	9.0		6.06	z score decrease	NR [~ 10847151] (imputed)	N
4	rs11725618	4	67070824	rs11732160	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	4q13.2		AC116049.2 - MIR1269A	ENSG00000249413	ENSG00000221563		55094	71718	rs11732160-A	rs11732160	0	11732160	intergenic_variant	1	0.7154	1E-11	11.0		0.0105	[0.0074-0.0136] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
4	rs11725618	4	67080147	rs11723889	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	4q13.2	Intergenic	AC116049.2 - MIR1269A	ENSG00000249413	ENSG00000221563		64417	62395	rs11723889-T	rs11723889	0	11723889	intergenic_variant	1	0.286	1E-9	9.0	(MTAG)	0.0088	[0.0061-0.0115] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
4	rs11725618	4	67086288	rs11940255	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Cigarettes smoked per day (MTAG)	up to 403,928 European ancestry individuals	NA	4q13.2	NR	AC116049.2 - MIR1269A	ENSG00000249413	ENSG00000221563		70558	56254	rs11940255-A	rs11940255	0	11940255	intergenic_variant	1	0.717	3E-13	12.522878745280337		0.0177446	[0.013-0.023] unit decrease	NR [9732723] (imputed)	N
4	rs11725618	4	67086288	rs11940255	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking behaviour (cigarettes smoked per day)	up to 377,334 European ancestry individuals	NA	4q13.2	NR	AC116049.2 - MIR1269A	ENSG00000249413	ENSG00000221563		70558	56254	rs11940255-A	rs11940255	0	11940255	intergenic_variant	1	0.717	2E-10	9.698970004336019		0.017157527	[0.012-0.022] unit decrease	NR [~ 10000000] (imputed)	N
