GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000171603	1	9789084	9884584	406	23	245375	-0.59807	0.7251	CLSTN1
ENSG00000178585	1	9908334	9970394	205	48	232315	-0.91265	0.81929	CTNNBIP1
ENSG00000162441	1	9982173	10003465	67	20	250484	-1.141	0.87306	LZIC
ENSG00000173614	1	10003486	10045559	127	30	249034	-1.7306	0.95824	NMNAT1
ENSG00000162444	1	10057264	10076078	56	11	253008	-0.93926	0.8262	RBP7
ENSG00000130939	1	10092890	10241297	499	46	248774	-0.79088	0.78549	UBE4B
ENSG00000054523	1	10270863	10441661	710	32	250626	-0.89134	0.81363	KIF1B
ENSG00000142657	1	10458649	10480201	76	17	249635	-0.58903	0.72208	PGD
ENSG00000251503	1	10490159	10512210	84	19	250616	-0.81449	0.79232	APITD1-CORT
ENSG00000175279	1	10490159	10512210	84	19	250616	-0.81449	0.79232	APITD1
ENSG00000241563	1	10509776	10511959	5	3	253976	0.09036	0.464	CORT
ENSG00000160049	1	10516579	10532583	48	20	242978	-0.49876	0.69103	DFFA
ENSG00000142655	1	10532345	10690815	561	59	250010	-1.1794	0.88089	PEX14
ENSG00000130940	1	10696661	10856707	669	132	248124	-0.79286	0.78607	CASZ1
ENSG00000175262	1	11006528	11042094	169	30	252062	-0.62453	0.73386	C1orf127
ENSG00000120948	1	11072414	11085796	41	14	234705	-0.78556	0.78394	TARDBP
ENSG00000009724	1	11086580	11107290	85	18	247564	-0.86352	0.80607	MASP2
ENSG00000116649	1	11114641	11120081	9	3	256494	-0.49659	0.69026	SRM
ENSG00000171824	1	11126675	11159938	126	13	251393	-1.371	0.91481	EXOSC10
ENSG00000198793	1	11166592	11322564	471	24	248693	-1.0972	0.86373	MTOR
ENSG00000171819	1	11249398	11256038	25	7	244441	-0.72577	0.76601	ANGPTL7
ENSG00000120942	1	11333263	11356106	55	13	249557	-0.033343	0.5133	UBIAD1
ENSG00000204624	1	11539223	11597641	208	30	250350	1.2002	0.11503	PTCHD2
ENSG00000116661	1	11708424	11715842	36	23	244649	-0.76514	0.77791	FBXO2
ENSG00000132879	1	11714432	11723384	32	13	251585	-1.8196	0.96559	FBXO44
ENSG00000116663	1	11724181	11734411	50	19	240658	0.36763	0.35657	FBXO6
ENSG00000116670	1	11734537	11751707	86	22	247485	0.29396	0.38439	MAD2L2
ENSG00000162490	1	11751786	11785914	149	42	244925	-1.983	0.97632	DRAXIN
ENSG00000177674	1	11796141	11814859	79	18	248761	0.66851	0.2519	AGTRAP
ENSG00000215910	1	11821844	11849642	183	18	254497	0.43257	0.33266	C1orf167
ENSG00000177000	1	11845780	11866977	100	18	251704	0.47124	0.31874	MTHFR
ENSG00000011021	1	11866207	11903201	231	23	254299	0.14949	0.44058	CLCN6
ENSG00000175206	1	11905766	11908402	18	8	246750	-0.54432	0.70689	NPPA
ENSG00000120937	1	11917521	11918988	3	2	225727	-0.11927	0.54747	NPPB
ENSG00000116685	1	11979648	11986485	31	12	251441	0.53809	0.29526	KIAA2013
ENSG00000083444	1	11994262	12035595	192	33	246203	-0.037485	0.51495	PLOD1
ENSG00000116688	1	12040238	12073571	108	18	252540	0.60139	0.27379	MFN2
ENSG00000116691	1	12079523	12092102	35	12	251900	-0.65291	0.74309	MIIP
ENSG00000120949	1	12123434	12204264	316	61	249606	0.37574	0.35355	TNFRSF8
ENSG00000028137	1	12227060	12269285	180	34	249194	0.013385	0.49466	TNFRSF1B
ENSG00000048707	1	12290124	12572099	823	42	246281	1.1572	0.1236	VPS13D
ENSG00000162496	1	12627939	12677737	227	54	250264	-0.57825	0.71845	DHRS3
ENSG00000204518	1	12704566	12727097	98	19	243974	-0.69004	0.75491	AADACL4
ENSG00000188984	1	12776118	12788726	56	11	250413	0.23734	0.4062	AADACL3
ENSG00000157330	1	12806163	12823847	72	19	249492	0.19325	0.42338	C1orf158
ENSG00000116726	1	12834984	12838049	12	6	239189	-0.10056	0.54005	PRAMEF12
ENSG00000116721	1	12851546	12856777	10	5	249944	-1.4285	0.92342	PRAMEF1
ENSG00000204513	1	12884468	12891264	19	7	236676	-0.42243	0.66364	PRAMEF11
ENSG00000179172	1	12907261	12908578	4	2	261038	1.0045	0.15757	HNRNPCL1
ENSG00000120952	1	12916941	12921764	28	7	251747	1.8852	0.029702	PRAMEF2
ENSG00000243073	1	12939045	12946025	10	7	230993	-0.24866	0.59819	PRAMEF4
ENSG00000187545	1	12952727	12958101	1	1	185413	0.56511	0.286	PRAMEF10
ENSG00000232423	1	12998181	13117751	7	5	189613	-1.4909	0.93201	PRAMEF6
ENSG00000204491	1	13474689	13477522	1	1	220724	1.8453	0.0325	PRAMEF18
ENSG00000204479	1	13716092	13719089	1	1	261038	-1.165	0.878	PRAMEF17
ENSG00000162494	1	13801445	13840543	230	60	248905	0.6749	0.24987	LRRC38
ENSG00000162493	1	13909960	13944452	188	53	239348	-0.32231	0.62639	PDPN
ENSG00000116731	1	14026693	14151574	523	48	249937	0.44356	0.32868	PRDM2
ENSG00000189337	1	14925200	15444539	2747	294	248954	-0.74069	0.77056	KAZN
ENSG00000171729	1	15479028	15546976	438	44	252121	0.14163	0.44368	TMEM51
ENSG00000204464	1	15490840	15497813	34	11	248714	1.2248	0.11033	C1orf195
ENSG00000142621	1	15573768	15726779	701	100	248153	-0.6096	0.72894	FHAD1
ENSG00000142634	1	15736391	15756839	98	34	240962	-0.25917	0.60225	EFHD2
ENSG00000162438	1	15764935	15775737	37	16	253133	-1.0272	0.84784	CTRC
ENSG00000142615	1	15783223	15798586	77	17	250704	-0.38401	0.64952	CELA2A
ENSG00000215704	1	15792404	15817895	112	26	248976	-0.94947	0.82881	CELA2B
ENSG00000132906	1	15817327	15853029	164	17	253239	-0.95691	0.83069	CASP9
ENSG00000116138	1	15853308	15918874	272	21	250143	-1.3789	0.91603	DNAJC16
ENSG00000116771	1	15898848	15911605	64	12	251567	-1.4056	0.92008	AGMAT
ENSG00000197312	1	15943995	15995539	170	19	244398	-0.95371	0.82988	DDI2
ENSG00000215695	1	15986364	15988217	6	4	236664	-1.1998	0.8849	RSC1A1
ENSG00000116786	1	16010827	16061264	209	28	248679	-0.22431	0.58874	PLEKHM2
ENSG00000162461	1	16062900	16067891	14	8	246891	0.23038	0.4089	SLC25A34
ENSG00000162460	1	16068917	16074477	28	9	248070	-0.78788	0.78462	TMEM82
ENSG00000162458	1	16083102	16113089	130	28	229422	-0.23821	0.59414	FBLIM1
ENSG00000065526	1	16174359	16266955	258	33	246541	-0.20747	0.58218	SPEN
ENSG00000116809	1	16268364	16302627	99	34	246042	-0.17691	0.57021	ZBTB17
ENSG00000183888	1	16330731	16335302	23	10	245837	-0.19588	0.57765	C1orf64
ENSG00000173641	1	16340523	16346089	52	7	250637	0.14745	0.44139	HSPB7
ENSG00000186510	1	16345370	16360545	112	23	244706	1.1592	0.12319	CLCNKA
ENSG00000184908	1	16370272	16383803	129	21	249653	1.4967	0.067241	CLCNKB
ENSG00000185519	1	16384264	16400127	72	13	255275	-0.061028	0.52433	FAM131C
ENSG00000142627	1	16450832	16482582	99	33	246598	0.47198	0.31847	EPHA2
ENSG00000142632	1	16524349	16539104	72	14	249901	0.24378	0.4037	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	261038	-1.7401	0.95908	C1orf134
ENSG00000132881	1	16558195	16563657	20	9	251960	-0.51858	0.69797	RSG1
ENSG00000037637	1	16573334	16678949	326	25	249255	-0.57248	0.7165	FBXO42
ENSG00000055070	1	16679070	16724640	144	26	248479	-0.50972	0.69488	SZRD1
ENSG00000187144	1	16713612	16763919	184	42	250277	-1.1396	0.87277	SPATA21
ENSG00000157191	1	16767167	16786573	69	23	247378	-0.054112	0.52158	NECAP2
ENSG00000268674	1	16865561	16866070	1	1	222772	-0.41519	0.661	FAM231B
ENSG00000219481	1	16888814	16940057	8	5	226275	-1.6924	0.95472	NBPF1
ENSG00000058453	1	17066768	17299474	295	36	247331	-0.73628	0.76922	CROCC
ENSG00000117122	1	17300997	17307330	19	8	251482	-0.27909	0.60991	MFAP2
ENSG00000159363	1	17312453	17338423	72	20	248937	0.1348	0.44639	ATP13A2
ENSG00000117118	1	17345217	17380665	148	19	253556	0.46005	0.32274	SDHB
ENSG00000117115	1	17393256	17445948	327	28	254892	0.97748	0.16417	PADI2
ENSG00000142623	1	17531621	17572500	239	77	247241	0.92373	0.17781	PADI1
ENSG00000142619	1	17575593	17610728	224	42	251824	-1.013	0.84446	PADI3
ENSG00000159339	1	17634690	17690499	344	34	252718	0.25903	0.39781	PADI4
ENSG00000269468	1	17655507	17676070	162	18	255660	0.37429	0.35409	AC004824.2
ENSG00000179051	1	17733256	17766220	124	31	244510	0.78605	0.21592	RCC2
ENSG00000074964	1	17866330	18024369	641	89	245020	-1.1388	0.8726	ARHGEF10L
ENSG00000117148	1	18081808	18153558	301	43	247094	0.54905	0.29149	ACTL8
ENSG00000117154	1	18434240	18704977	1382	202	249118	3.255	0.00056704	IGSF21
ENSG00000179023	1	18807424	18812478	29	7	257385	-0.76604	0.77817	KLHDC7A
ENSG00000009709	1	18957500	19075360	521	106	250319	0.77277	0.21983	PAX7
ENSG00000179002	1	19166093	19186176	139	30	255011	-0.91751	0.82056	TAS1R2
ENSG00000255275	1	19175767	19247615	486	70	253144	0.5408	0.29432	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	206	40	251254	0.76287	0.22277	ALDH4A1
ENSG00000169991	1	19230775	19283180	268	46	249611	0.82404	0.20496	IFFO2
ENSG00000127481	1	19401000	19536770	392	36	245578	0.15461	0.43856	UBR4
ENSG00000127463	1	19542158	19578046	136	22	250873	0.096482	0.46157	EMC1
ENSG00000053372	1	19578033	19586622	58	11	257299	-0.40672	0.65789	MRTO4
ENSG00000162482	1	19609052	19615744	32	7	254105	0.6277	0.2651	AKR7A3
ENSG00000053371	1	19630459	19638640	32	14	252670	1.1402	0.1271	AKR7A2
ENSG00000040487	1	19638820	19655794	99	18	253420	1.2302	0.10932	PQLC2
ENSG00000077549	1	19665267	19812066	752	43	247370	0.92322	0.17795	CAPZB
ENSG00000270136	1	19923473	19984549	295	41	236657	1.3892	0.082393	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	150	20	228997	1.2364	0.10816	MINOS1
ENSG00000158747	1	19967048	19984945	85	31	248870	0.86273	0.19414	NBL1
ENSG00000158748	1	19991780	20006055	58	16	250237	-0.46927	0.68056	HTR6
ENSG00000162542	1	20008706	20126438	553	82	249794	0.00026487	0.49989	TMCO4
ENSG00000178828	1	20140523	20141771	11	7	244533	-0.85298	0.80317	RNF186
ENSG00000169914	1	20209006	20239438	108	28	246371	-0.33937	0.63283	OTUD3
ENSG00000188784	1	20246502	20250110	21	7	254074	-0.47231	0.68165	PLA2G2E
ENSG00000188257	1	20301925	20306932	23	12	256432	1.032	0.15103	PLA2G2A
ENSG00000127472	1	20354672	20417683	266	29	251161	-0.14609	0.55808	PLA2G5
ENSG00000117215	1	20438432	20446050	34	16	252582	-0.088653	0.53532	PLA2G2D
ENSG00000158786	1	20465819	20476879	40	23	246274	0.30616	0.37974	PLA2G2F
ENSG00000187980	1	20487746	20503917	68	19	251159	-0.020811	0.5083	PLA2G2C
ENSG00000162543	1	20512578	20522541	23	13	234926	-1.4491	0.92634	UBXN10
ENSG00000158816	1	20617412	20681387	317	42	252963	2.0462	0.020371	VWA5B1
ENSG00000162545	1	20808884	20812713	8	5	246104	0.77007	0.22063	CAMK2N1
ENSG00000090432	1	20825943	20834654	41	17	241645	0.6675	0.25223	MUL1
ENSG00000183114	1	20878932	20881512	7	3	234303	0.037158	0.48518	FAM43B
ENSG00000158825	1	20915441	20945401	141	28	255038	-0.0055842	0.50223	CDA
ENSG00000158828	1	20959948	20978004	94	17	245886	0.56706	0.28534	PINK1
ENSG00000244038	1	20978270	20988000	40	12	242977	-0.065747	0.52621	DDOST
ENSG00000117245	1	20990507	21044510	283	67	249884	-1.0081	0.8433	KIF17
ENSG00000189410	1	21046225	21059330	51	17	251633	-0.64639	0.74099	SH2D5
ENSG00000127483	1	21069154	21113816	121	26	252400	-1.3513	0.91171	HP1BP3
ENSG00000075151	1	21132963	21503377	1043	43	249783	-1.0972	0.86373	EIF4G3
ENSG00000117298	1	21543740	21671997	584	70	240899	-2.3357	0.99025	ECE1
ENSG00000142794	1	21766621	21811498	187	26	249134	-0.088939	0.53543	NBPF3
ENSG00000162551	1	21835858	21904905	367	44	253992	-0.90662	0.8177	ALPL
ENSG00000076864	1	21922708	21995801	334	57	253543	0.14404	0.44273	RAP1GAP
ENSG00000090686	1	22004791	22110099	461	50	249473	-0.97531	0.8353	USP48
ENSG00000187942	1	22138758	22151714	60	29	248076	-2.3625	0.99092	LDLRAD2
ENSG00000142798	1	22148738	22263790	529	55	247196	-0.20041	0.57942	HSPG2
ENSG00000219073	1	22303514	22325135	128	25	244801	0.090351	0.464	CELA3B
ENSG00000142789	1	22328149	22339032	46	12	255434	0.30337	0.3808	CELA3A
ENSG00000070831	1	22379120	22419437	153	33	242944	-0.17658	0.57008	CDC42
ENSG00000162552	1	22443798	22470462	129	33	248793	0.59619	0.27552	WNT4
ENSG00000184677	1	22778344	22857650	231	41	245954	3.0319	0.0012153	ZBTB40
ENSG00000070886	1	22890057	22930087	182	36	252818	1.0134	0.15544	EPHA8
ENSG00000173372	1	22962999	22966101	10	5	238851	-1.365	0.91387	C1QA
ENSG00000159189	1	22970123	22974603	26	6	250954	0.77045	0.22052	C1QC
ENSG00000173369	1	22979255	22988031	37	11	241959	1.4046	0.080077	C1QB
ENSG00000133216	1	23037332	23241818	794	117	242602	0.64335	0.26	EPHB2
ENSG00000215906	1	23279536	23291831	45	14	256095	0.18465	0.42675	LACTBL1
ENSG00000227868	1	23337327	23342343	14	6	245190	0.40682	0.34207	C1orf234
ENSG00000004487	1	23345941	23410182	120	25	245667	0.41141	0.34039	KDM1A
ENSG00000169641	1	23410516	23504301	246	42	248385	0.0237	0.49055	LUZP1
ENSG00000179546	1	23516993	23521222	15	6	246247	0.80106	0.21155	HTR1D
ENSG00000125944	1	23630264	23670829	79	26	239870	0.61297	0.26995	HNRNPR
ENSG00000125945	1	23685941	23695935	36	10	254859	1.3245	0.092671	ZNF436
ENSG00000249087	1	23695490	23698332	4	2	261038	1.1398	0.12718	C1orf213
ENSG00000204219	1	23707554	23751233	170	37	244424	-0.83773	0.79891	TCEA3
ENSG00000088280	1	23755056	23811061	185	35	240946	-0.60131	0.72618	ASAP3
ENSG00000007968	1	23832922	23857712	64	14	250638	1.0375	0.14975	E2F2
ENSG00000117318	1	23884409	23886285	11	5	247288	1.4805	0.069374	ID3
ENSG00000197880	1	23907985	23967058	194	63	241280	2.335	0.0097722	MDS2
ENSG00000142676	1	24018269	24022915	14	5	258516	0.91865	0.17914	RPL11
ENSG00000011007	1	24069645	24088549	43	17	232426	1.0207	0.15369	TCEB3
ENSG00000057757	1	24104895	24114722	19	12	245350	0.0013882	0.49945	PITHD1
ENSG00000011009	1	24117460	24122029	7	4	229342	0.38778	0.34909	LYPLA2
ENSG00000117308	1	24122089	24127271	5	3	246914	-0.81555	0.79262	GALE
ENSG00000117305	1	24128375	24165110	73	14	239327	2.5017	0.0061795	HMGCL
ENSG00000179163	1	24171567	24194784	57	15	246123	1.4014	0.080544	FUCA1
ENSG00000188822	1	24197016	24285549	308	29	235966	1.1079	0.13396	CNR2
ENSG00000189266	1	24285599	24289952	5	2	261038	1.5646	0.058838	PNRC2
ENSG00000188529	1	24291294	24307417	6	2	241715	1.7679	0.038536	SRSF10
ENSG00000142661	1	24382525	24438665	265	30	246931	-0.57996	0.71903	MYOM3
ENSG00000142677	1	24446261	24469611	100	28	247172	0.20864	0.41736	IL22RA1
ENSG00000185436	1	24480647	24514449	169	32	247868	-0.88208	0.81113	IFNLR1
ENSG00000158055	1	24645812	24690972	162	45	246355	-0.39337	0.65298	GRHL3
ENSG00000001460	1	24683489	24743424	213	32	251700	-0.39888	0.65501	STPG1
ENSG00000001461	1	24742284	24799466	249	36	246484	-0.68167	0.75228	NIPAL3
ENSG00000117602	1	24829387	24867530	162	28	242634	0.81268	0.2082	RCAN3
ENSG00000184454	1	24882602	24935819	274	37	252149	2.9534	0.0015717	NCMAP
ENSG00000133226	1	24958207	24999758	79	24	243248	0.45922	0.32304	SRRM1
ENSG00000169504	1	25071848	25170815	189	42	243524	0.79524	0.21324	CLIC4
ENSG00000020633	1	25226002	25291612	223	61	242269	-1.5394	0.93815	RUNX3
ENSG00000117614	1	25549170	25558993	17	10	232684	-1.86	0.96856	SYF2
ENSG00000117616	1	25568728	25664704	170	41	216235	1.2795	0.10036	C1orf63
ENSG00000187010	1	25598884	25656936	74	27	218716	1.6852	0.045973	RHD
ENSG00000183726	1	25664408	25688852	79	21	227301	0.83557	0.2017	TMEM50A
ENSG00000188672	1	25688740	25756683	192	29	224876	1.3679	0.085675	RHCE
ENSG00000204178	1	25757388	25826700	202	22	237846	1.0535	0.14605	TMEM57
ENSG00000157978	1	25870071	25895377	105	21	248231	0.27448	0.39186	LDLRAP1
ENSG00000117643	1	25943959	26112698	507	53	247839	1.7249	0.042277	MAN1C1
ENSG00000162430	1	26126667	26144713	62	11	251513	0.54123	0.29417	SEPN1
