GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000169962	1	1266694	1270686	21	9	315894	1.856	0.031726	TAS1R3
ENSG00000107404	1	1270656	1284730	47	13	315894	0.87995	0.18944	DVL1
ENSG00000162576	1	1288069	1297157	36	9	315894	0.86046	0.19477	MXRA8
ENSG00000175756	1	1309110	1310875	11	4	315894	0.82449	0.20483	AURKAIP1
ENSG00000221978	1	1321091	1334708	35	17	315894	1.4375	0.075289	CCNL2
ENSG00000224870	1	1334902	1337426	11	4	315894	1.3276	0.092159	RP4-758J18.2
ENSG00000242485	1	1337288	1342693	18	7	315894	0.61687	0.26866	MRPL20
ENSG00000235098	1	1353800	1357149	8	3	315894	0.97926	0.16373	ANKRD65
ENSG00000205116	1	1361508	1363167	8	3	315894	1.0583	0.14495	TMEM88B
ENSG00000179403	1	1370241	1378262	25	8	315894	2.6582	0.0039276	VWA1
ENSG00000215915	1	1385069	1405538	84	19	315894	0.80354	0.21083	ATAD3C
ENSG00000160072	1	1407143	1433228	100	13	315894	0.21444	0.4151	ATAD3B
ENSG00000197785	1	1447531	1470067	84	18	315894	0.62436	0.2662	ATAD3A
ENSG00000205090	1	1470554	1475833	12	5	315894	-0.58103	0.71939	TMEM240
ENSG00000160075	1	1477053	1510249	111	16	315894	-0.89378	0.81428	SSU72
ENSG00000215014	1	1510355	1511373	3	1	315894	-0.68602	0.75365	AL645728.1
ENSG00000228594	1	1533392	1535476	4	2	315894	-0.9481	0.82846	C1orf233
ENSG00000197530	1	1550795	1565990	35	7	315894	0.15406	0.43878	MIB2
ENSG00000248333	1	1570603	1590473	17	3	315894	1.2415	0.10721	CDK11B
ENSG00000189339	1	1592939	1624167	69	18	315894	2.2413	0.012502	SLC35E2B
ENSG00000008128	1	1634169	1655766	47	5	315894	1.5117	0.065303	CDK11A
ENSG00000215790	1	1656277	1677431	49	14	315894	1.4816	0.069225	SLC35E2
ENSG00000008130	1	1682671	1711896	106	22	315894	0.80841	0.20943	NADK
ENSG00000078369	1	1716729	1822495	268	46	315894	1.0698	0.14236	GNB1
ENSG00000169885	1	1846266	1848735	13	4	315894	1.7968	0.036184	CALML6
ENSG00000178821	1	1849029	1850712	8	4	315894	1.2615	0.10357	TMEM52
ENSG00000142609	1	1853396	1935276	429	48	315894	1.4381	0.075203	C1orf222
ENSG00000187730	1	1950780	1962192	50	17	315894	0.33507	0.36878	GABRD
ENSG00000067606	1	1981909	2116834	625	55	315894	-0.13304	0.55292	PRKCZ
ENSG00000162585	1	2115903	2144159	81	25	315894	-0.63809	0.73829	C1orf86
ENSG00000269554	1	2121237	2123179	4	2	315894	0.13895	0.44474	AL590822.2
ENSG00000203301	1	2143360	2145620	10	6	315894	-0.40288	0.65648	AL590822.1
ENSG00000157933	1	2160134	2241558	366	81	315894	0.78302	0.21681	SKI
ENSG00000116151	1	2252692	2323146	408	57	315894	-0.48258	0.6853	MORN1
ENSG00000269753	1	2258581	2259042	1	1	315894	0.56599	0.2857	AL589739.1
ENSG00000157916	1	2323267	2336883	53	22	315894	0.93605	0.17462	RER1
ENSG00000157911	1	2336236	2345236	43	18	315894	1.4605	0.07207	PEX10
ENSG00000149527	1	2357419	2436969	433	73	315894	1.8738	0.030477	PLCH2
ENSG00000157881	1	2439972	2458039	95	25	315894	3.179	0.00073891	PANK4
ENSG00000197921	1	2460184	2461684	6	4	315894	-0.28853	0.61353	HES5
ENSG00000157873	1	2487078	2496821	37	12	315894	1.8719	0.030612	TNFRSF14
ENSG00000157870	1	2517930	2522908	22	12	315894	2.0728	0.019097	FAM213B
ENSG00000142606	1	2522078	2564481	219	22	315894	1.7115	0.043491	MMEL1
ENSG00000215912	1	2567415	2718286	187	31	315894	1.7683	0.038506	TTC34
ENSG00000169717	1	2938046	2939465	6	3	315894	1.3108	0.094967	ACTRT2
ENSG00000142611	1	2985732	3355185	2098	241	315894	2.4446	0.0072514	PRDM16
ENSG00000130762	1	3370990	3397677	132	24	315894	-1.0306	0.84863	ARHGEF16
ENSG00000162591	1	3406484	3528059	678	117	315894	-0.60061	0.72595	MEGF6
ENSG00000158109	1	3541566	3546691	15	6	315894	-1.4634	0.92832	TPRG1L
ENSG00000116213	1	3547331	3569325	65	24	315894	-1.5616	0.94081	WRAP73
ENSG00000078900	1	3569084	3652765	397	82	315894	1.6654	0.047916	TP73
ENSG00000162592	1	3668962	3688209	95	26	315894	0.24319	0.40393	CCDC27
ENSG00000235169	1	3689352	3692546	14	7	315894	0.12422	0.45057	SMIM1
ENSG00000130764	1	3696784	3713068	97	22	315894	-0.72016	0.76429	LRRC47
ENSG00000116198	1	3728645	3773778	331	23	315894	-0.69925	0.7578	CEP104
ENSG00000169598	1	3773845	3801993	198	33	315894	-0.59532	0.72418	DFFB
ENSG00000198912	1	3805689	3816857	55	13	315894	-1.3694	0.91456	C1orf174
ENSG00000196581	1	4714792	4852594	863	105	315894	1.9918	0.023197	AJAP1
ENSG00000131697	1	5922871	6052533	578	38	315894	-0.46661	0.67961	NPHP4
ENSG00000069424	1	6051526	6161253	463	76	315894	-0.37568	0.64642	KCNAB2
ENSG00000268332	1	6100630	6101399	6	3	315894	-0.51512	0.69677	AL035406.1
ENSG00000116254	1	6161853	6240183	373	56	315894	1.4278	0.076671	CHD5
ENSG00000116251	1	6241329	6269449	89	22	315894	4.4506	4.2821e-06	RPL22
ENSG00000158286	1	6265535	6281359	56	11	315894	0.53108	0.29768	RNF207
ENSG00000116237	1	6281253	6296032	54	13	315894	-0.48392	0.68578	ICMT
ENSG00000173673	1	6304252	6305638	7	3	315894	1.8801	0.030045	HES3
ENSG00000158292	1	6307406	6321035	51	7	315894	0.97497	0.16479	GPR153
ENSG00000097021	1	6324329	6454451	611	38	315894	1.7607	0.039145	ACOT7
ENSG00000069812	1	6472478	6484730	52	13	315894	1.3447	0.089358	HES2
ENSG00000187017	1	6484848	6521430	143	23	315894	1.153	0.12446	ESPN
ENSG00000215788	1	6521211	6526255	25	13	315894	-0.44877	0.6732	TNFRSF25
ENSG00000171680	1	6526152	6580121	224	53	315894	0.99691	0.1594	PLEKHG5
ENSG00000162408	1	6581407	6614595	149	11	315894	2.7126	0.0033375	NOL9
ENSG00000173662	1	6615241	6639817	81	20	315894	1.779	0.037618	TAS1R1
ENSG00000204859	1	6640061	6649340	23	13	315894	2.0452	0.020418	ZBTB48
ENSG00000162413	1	6650784	6674667	88	30	315894	2.8001	0.0025546	KLHL21
ENSG00000116273	1	6673745	6684093	27	8	315894	2.9302	0.0016936	PHF13
ENSG00000041988	1	6684926	6695646	45	13	315894	1.505	0.066164	THAP3
ENSG00000007923	1	6694228	6761984	224	41	315894	3.098	0.00097423	DNAJC11
ENSG00000171735	1	6845384	7829766	3840	301	315894	5.2707	6.7971e-08	CAMTA1
ENSG00000049245	1	7831329	7841492	47	16	315894	3.2394	0.00059898	VAMP3
ENSG00000049246	1	7844380	7905237	277	30	315894	2.8893	0.0019305	PER3
ENSG00000049247	1	7903143	7913572	47	16	315894	1.9661	0.024646	UTS2
ENSG00000049249	1	7979907	8000926	64	14	315894	1.1354	0.12811	TNFRSF9
ENSG00000116288	1	8014351	8045565	93	22	315894	1.1744	0.12011	PARK7
ENSG00000116285	1	8064464	8086368	49	14	315894	1.1682	0.12137	ERRFI1
ENSG00000162426	1	8377886	8404227	100	20	315894	0.27416	0.39198	SLC45A1
ENSG00000142599	1	8412457	8877702	1070	50	315894	0.29563	0.38376	RERE
ENSG00000074800	1	8921061	8939308	42	13	315894	-0.51834	0.69789	ENO1
ENSG00000131686	1	9005926	9035151	162	40	315894	0.98389	0.16258	CA6
ENSG00000197241	1	9063359	9086404	111	41	315894	-1.0309	0.8487	SLC2A7
ENSG00000142583	1	9095166	9148537	238	43	315894	0.16069	0.43617	SLC2A5
ENSG00000180758	1	9160364	9189229	107	22	315894	0.21635	0.41436	GPR157
ENSG00000049239	1	9294834	9331396	151	39	315894	-0.64021	0.73898	H6PD
ENSG00000171621	1	9352939	9429591	467	85	315894	-0.1663	0.56604	SPSB1
ENSG00000171612	1	9599541	9645237	105	27	315894	1.059	0.14479	SLC25A33
ENSG00000188807	1	9648932	9674935	75	24	315894	0.49803	0.30923	TMEM201
ENSG00000171608	1	9711790	9789172	252	48	315894	0.2449	0.40327	PIK3CD
ENSG00000179840	1	9712668	9714644	8	4	315894	0.75427	0.22534	C1orf200
ENSG00000171603	1	9789084	9884584	252	44	315894	0.11747	0.45324	CLSTN1
ENSG00000178585	1	9908334	9970394	186	46	315894	-0.89454	0.81448	CTNNBIP1
ENSG00000162441	1	9982173	10003465	69	21	315894	-0.89555	0.81475	LZIC
ENSG00000173614	1	10003486	10045559	130	31	315894	-0.6999	0.758	NMNAT1
ENSG00000162444	1	10057264	10076078	56	11	315894	-0.29118	0.61454	RBP7
ENSG00000130939	1	10092890	10241297	505	39	315894	-0.3481	0.63612	UBE4B
ENSG00000054523	1	10270863	10441661	686	30	315894	-0.77938	0.78212	KIF1B
ENSG00000142657	1	10458649	10480201	71	15	315894	-1.0708	0.85786	PGD
ENSG00000251503	1	10490159	10512210	79	16	315894	-0.26612	0.60493	APITD1-CORT
ENSG00000175279	1	10490159	10512210	79	16	315894	-0.26612	0.60493	APITD1
ENSG00000241563	1	10509776	10511959	5	3	315894	0.4057	0.34248	CORT
ENSG00000160049	1	10516579	10532583	49	20	315894	-0.91718	0.82048	DFFA
ENSG00000142655	1	10532345	10690815	550	55	315894	0.038766	0.48454	PEX14
ENSG00000130940	1	10696661	10856707	632	121	315894	0.58527	0.27918	CASZ1
ENSG00000175262	1	11006528	11042094	153	25	315894	-0.10281	0.54094	C1orf127
ENSG00000120948	1	11072414	11085796	38	13	315894	-0.29669	0.61665	TARDBP
ENSG00000009724	1	11086580	11107290	85	18	315894	0.35535	0.36116	MASP2
ENSG00000116649	1	11114641	11120081	9	3	315894	1.1407	0.127	SRM
ENSG00000171824	1	11126675	11159938	125	12	315894	0.29286	0.38482	EXOSC10
ENSG00000198793	1	11166592	11322564	467	21	315894	1.1699	0.12103	MTOR
ENSG00000171819	1	11249398	11256038	22	6	315894	0.39173	0.34763	ANGPTL7
ENSG00000120942	1	11333263	11356106	54	12	315894	0.50457	0.30693	UBIAD1
ENSG00000204624	1	11539223	11597641	207	30	315894	1.3626	0.086506	PTCHD2
ENSG00000116661	1	11708424	11715842	30	18	315894	-0.49891	0.69108	FBXO2
ENSG00000132879	1	11714432	11723384	31	12	315894	-0.82642	0.79572	FBXO44
ENSG00000116663	1	11724181	11734411	43	15	315894	-0.027547	0.51099	FBXO6
ENSG00000116670	1	11734537	11751707	79	19	315894	-0.82397	0.79502	MAD2L2
ENSG00000162490	1	11751786	11785914	137	36	315894	0.014179	0.49434	DRAXIN
ENSG00000177674	1	11796141	11814859	78	17	315894	0.83828	0.20094	AGTRAP
ENSG00000215910	1	11821844	11849642	169	15	315894	-0.4339	0.66782	C1orf167
ENSG00000177000	1	11845780	11866977	94	16	315894	0.7446	0.22826	MTHFR
ENSG00000011021	1	11866207	11903201	222	22	315894	1.0995	0.13578	CLCN6
ENSG00000175206	1	11905766	11908402	17	7	315894	1.1913	0.11677	NPPA
ENSG00000120937	1	11917521	11918988	3	2	315894	-0.073735	0.52939	NPPB
ENSG00000116685	1	11979648	11986485	30	12	315894	1.7299	0.041827	KIAA2013
ENSG00000083444	1	11994262	12035595	172	27	315894	0.96438	0.16743	PLOD1
ENSG00000116688	1	12040238	12073571	106	17	315894	3.1226	0.00089629	MFN2
ENSG00000116691	1	12079523	12092102	38	13	315894	2.5928	0.0047606	MIIP
ENSG00000120949	1	12123434	12204264	299	66	315894	-1.0896	0.86206	TNFRSF8
ENSG00000028137	1	12227060	12269285	176	33	315894	-0.62979	0.73558	TNFRSF1B
ENSG00000048707	1	12290124	12572099	808	45	315894	0.94691	0.17184	VPS13D
ENSG00000162496	1	12627939	12677737	221	53	315894	0.65943	0.25481	DHRS3
ENSG00000204518	1	12704566	12727097	86	15	315894	1.2135	0.11247	AADACL4
ENSG00000188984	1	12776118	12788726	59	12	315894	-1.3683	0.91439	AADACL3
ENSG00000157330	1	12806163	12823847	65	16	315894	-0.61733	0.73149	C1orf158
ENSG00000116726	1	12834984	12838049	8	3	315894	-1.1002	0.86438	PRAMEF12
ENSG00000116721	1	12851546	12856777	11	6	315894	-0.38925	0.65146	PRAMEF1
ENSG00000204513	1	12884468	12891264	12	4	315894	0.89196	0.18621	PRAMEF11
ENSG00000179172	1	12907261	12908578	5	3	315894	0.39823	0.34523	HNRNPCL1
ENSG00000120952	1	12916941	12921764	25	6	315894	-0.3782	0.64736	PRAMEF2
ENSG00000243073	1	12939045	12946025	5	3	315894	-0.19814	0.57853	PRAMEF4
ENSG00000204491	1	13474689	13477522	1	1	315894	0.037357	0.4851	PRAMEF18
ENSG00000162494	1	13801445	13840543	208	52	315894	0.45903	0.32311	LRRC38
ENSG00000162493	1	13909960	13944452	173	49	315894	-0.6604	0.7455	PDPN
ENSG00000116731	1	14026693	14151574	518	41	315894	-0.35098	0.6372	PRDM2
ENSG00000189337	1	14925200	15444539	2554	284	315894	1.5017	0.066584	KAZN
ENSG00000171729	1	15479028	15546976	428	41	315894	-0.049407	0.5197	TMEM51
ENSG00000204464	1	15490840	15497813	33	10	315894	0.87477	0.19085	C1orf195
ENSG00000142621	1	15573768	15726779	655	91	315894	1.7449	0.040505	FHAD1
ENSG00000142634	1	15736391	15756839	87	33	315894	1.8667	0.03097	EFHD2
ENSG00000162438	1	15764935	15775737	34	14	315894	2.1919	0.014193	CTRC
ENSG00000142615	1	15783223	15798586	75	16	315894	3.0752	0.0010518	CELA2A
ENSG00000215704	1	15792404	15817895	113	27	315894	3.7382	9.2686e-05	CELA2B
ENSG00000132906	1	15817327	15853029	168	17	315894	2.8985	0.0018747	CASP9
ENSG00000116138	1	15853308	15918874	272	21	315894	3.5946	0.00016245	DNAJC16
ENSG00000116771	1	15898848	15911605	67	13	315894	3.3767	0.00036678	AGMAT
ENSG00000197312	1	15943995	15995539	163	17	315894	3.7347	9.3968e-05	DDI2
ENSG00000215695	1	15986364	15988217	5	3	315894	1.9807	0.023813	RSC1A1
ENSG00000116786	1	16010827	16061264	206	27	315894	4.2788	9.3972e-06	PLEKHM2
ENSG00000162461	1	16062900	16067891	11	6	315894	1.2627	0.10334	SLC25A34
ENSG00000162460	1	16068917	16074477	28	9	315894	-0.22578	0.58931	TMEM82
ENSG00000162458	1	16083102	16113089	128	27	315894	0.49159	0.3115	FBLIM1
ENSG00000065526	1	16174359	16266955	260	33	315894	1.2195	0.11132	SPEN
ENSG00000116809	1	16268364	16302627	95	31	315894	1.4134	0.078765	ZBTB17
ENSG00000183888	1	16330731	16335302	23	9	315894	0.65646	0.25576	C1orf64
ENSG00000173641	1	16340523	16346089	52	7	315894	0.87845	0.18985	HSPB7
ENSG00000186510	1	16345370	16360545	112	23	315894	1.6508	0.049392	CLCNKA
ENSG00000184908	1	16370272	16383803	130	21	315894	2.646	0.0040727	CLCNKB
ENSG00000185519	1	16384264	16400127	71	13	315894	2.6936	0.0035342	FAM131C
ENSG00000142627	1	16450832	16482582	95	31	315894	1.6829	0.046196	EPHA2
ENSG00000142632	1	16524349	16539104	71	13	315894	1.3011	0.09661	ARHGEF19
ENSG00000204377	1	16555368	16556038	3	1	315894	1.4165	0.07831	C1orf134
ENSG00000132881	1	16558195	16563657	20	9	315894	1.5074	0.065859	RSG1
ENSG00000037637	1	16573334	16678949	320	24	315894	3.2389	0.00059986	FBXO42
ENSG00000055070	1	16679070	16724640	145	27	315894	1.0189	0.15411	SZRD1
ENSG00000187144	1	16713612	16763919	187	42	315894	1.2483	0.10596	SPATA21
ENSG00000157191	1	16767167	16786573	69	23	315894	2.1502	0.015769	NECAP2
ENSG00000058453	1	17066768	17299474	247	39	315894	0.024335	0.49029	CROCC
ENSG00000117122	1	17300997	17307330	18	7	315894	0.91858	0.17916	MFAP2
ENSG00000159363	1	17312453	17338423	69	19	315894	1.4127	0.078866	ATP13A2
ENSG00000117118	1	17345217	17380665	146	19	315894	1.1198	0.13139	SDHB
ENSG00000117115	1	17393256	17445948	320	27	315894	0.30423	0.38048	PADI2
ENSG00000142623	1	17531621	17572500	237	76	315894	-1.9071	0.97175	PADI1
ENSG00000142619	1	17575593	17610728	224	42	315894	-0.68719	0.75402	PADI3
ENSG00000159339	1	17634690	17690499	336	33	315894	1.158	0.12343	PADI4
ENSG00000269468	1	17655507	17676070	163	18	315894	1.4266	0.076853	AC004824.2
ENSG00000179051	1	17733256	17766220	131	33	315894	-0.86029	0.80518	RCC2
ENSG00000074964	1	17866330	18024369	604	84	315894	-1.6562	0.95116	ARHGEF10L
ENSG00000117148	1	18081808	18153558	298	40	315894	-0.72372	0.76538	ACTL8
ENSG00000117154	1	18434240	18704977	1334	182	315894	1.8613	0.031351	IGSF21
ENSG00000179023	1	18807424	18812478	29	7	315894	0.50074	0.30828	KLHDC7A
ENSG00000009709	1	18957500	19075360	511	104	315894	-1.1161	0.86781	PAX7
ENSG00000179002	1	19166093	19186176	141	29	315894	-0.44515	0.6719	TAS1R2
ENSG00000255275	1	19175767	19247615	479	67	315894	-0.22878	0.59048	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	197	37	315894	-1.6133	0.94666	ALDH4A1
ENSG00000169991	1	19230775	19283180	274	49	315894	0.95054	0.17092	IFFO2
ENSG00000127481	1	19401000	19536770	392	36	315894	-0.2868	0.61287	UBR4
ENSG00000127463	1	19542158	19578046	139	23	315894	0.42727	0.33459	EMC1
ENSG00000053372	1	19578033	19586622	59	11	315894	-0.1952	0.57738	MRTO4
ENSG00000162482	1	19609052	19615744	33	7	315894	-1.0313	0.8488	AKR7A3
ENSG00000053371	1	19630459	19638640	33	15	315894	0.43683	0.33112	AKR7A2
ENSG00000040487	1	19638820	19655794	100	17	315894	-0.20709	0.58203	PQLC2
ENSG00000077549	1	19665267	19812066	717	39	315894	0.38727	0.34928	CAPZB
ENSG00000270136	1	19923473	19984549	222	47	315894	-0.3469	0.63567	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	94	21	315894	-0.60559	0.72761	MINOS1
ENSG00000158747	1	19967048	19984945	82	30	315894	-0.30691	0.62054	NBL1
ENSG00000158748	1	19991780	20006055	57	15	315894	0.68914	0.24537	HTR6
ENSG00000162542	1	20008706	20126438	526	71	315894	0.68504	0.24666	TMCO4
ENSG00000178828	1	20140523	20141771	10	6	315894	-0.62106	0.73272	RNF186
ENSG00000169914	1	20209006	20239438	102	25	315894	2.9258	0.0017177	OTUD3
ENSG00000188784	1	20246502	20250110	22	8	315894	1.1108	0.13333	PLA2G2E
ENSG00000188257	1	20301925	20306932	24	13	315894	1.4255	0.077006	PLA2G2A
ENSG00000127472	1	20354672	20417683	264	31	315894	0.13042	0.44812	PLA2G5
ENSG00000117215	1	20438432	20446050	34	16	315894	-1.071	0.85792	PLA2G2D
ENSG00000158786	1	20465819	20476879	38	22	315894	0.39312	0.34711	PLA2G2F
ENSG00000187980	1	20487746	20503917	71	20	315894	0.10398	0.45859	PLA2G2C
ENSG00000162543	1	20512578	20522541	24	14	315894	-0.88681	0.81241	UBXN10
ENSG00000158816	1	20617412	20681387	324	42	315894	0.2949	0.38403	VWA5B1
ENSG00000162545	1	20808884	20812713	9	5	315894	0.52991	0.29809	CAMK2N1
ENSG00000090432	1	20825943	20834654	39	16	315894	-0.38256	0.64898	MUL1
ENSG00000183114	1	20878932	20881512	7	3	315894	0.4979	0.30928	FAM43B
ENSG00000158825	1	20915441	20945401	142	28	315894	0.57567	0.28242	CDA
ENSG00000158828	1	20959948	20978004	82	14	315894	0.68504	0.24666	PINK1
ENSG00000244038	1	20978270	20988000	35	10	315894	1.0894	0.13799	DDOST
ENSG00000117245	1	20990507	21044510	272	62	315894	0.7467	0.22762	KIF17
ENSG00000189410	1	21046225	21059330	51	17	315894	0.72469	0.23432	SH2D5
ENSG00000127483	1	21069154	21113816	126	27	315894	0.82005	0.20609	HP1BP3
ENSG00000075151	1	21132963	21503377	1040	44	315894	0.55252	0.2903	EIF4G3
ENSG00000117298	1	21543740	21671997	501	72	315894	0.34894	0.36357	ECE1
ENSG00000142794	1	21766621	21811498	170	22	315894	0.3643	0.35782	NBPF3
ENSG00000162551	1	21835858	21904905	366	45	315894	-0.51394	0.69635	ALPL
ENSG00000076864	1	21922708	21995801	340	61	315894	-0.80308	0.78903	RAP1GAP
ENSG00000090686	1	22004791	22110099	460	49	315894	0.36521	0.35748	USP48
ENSG00000187942	1	22138758	22151714	59	28	315894	0.20539	0.41863	LDLRAD2
ENSG00000142798	1	22148738	22263790	527	58	315894	-0.54989	0.7088	HSPG2
ENSG00000219073	1	22303514	22325135	119	22	315894	0.80692	0.20986	CELA3B
ENSG00000142789	1	22328149	22339032	44	12	315894	1.2743	0.10128	CELA3A
ENSG00000070831	1	22379120	22419437	152	32	315894	1.1589	0.12326	CDC42
ENSG00000162552	1	22443798	22470462	129	33	315894	-0.11474	0.54567	WNT4
ENSG00000184677	1	22778344	22857650	232	41	315894	-0.17438	0.56922	ZBTB40
ENSG00000070886	1	22890057	22930087	183	37	315894	3.0641	0.0010917	EPHA8
ENSG00000173372	1	22962999	22966101	10	5	315894	0.30455	0.38035	C1QA
ENSG00000159189	1	22970123	22974603	24	5	315894	2.0455	0.020405	C1QC
ENSG00000173369	1	22979255	22988031	37	11	315894	3.114	0.00092288	C1QB
ENSG00000133216	1	23037332	23241818	753	123	315894	0.96541	0.16717	EPHB2
ENSG00000215906	1	23279536	23291831	47	15	315894	-0.31885	0.62508	LACTBL1
ENSG00000227868	1	23337327	23342343	12	5	315894	-0.90009	0.81596	C1orf234
ENSG00000004487	1	23345941	23410182	110	21	315894	-1.114	0.86735	KDM1A
ENSG00000169641	1	23410516	23504301	242	41	315894	-0.41077	0.65938	LUZP1
ENSG00000179546	1	23516993	23521222	14	5	315894	-1.8051	0.96447	HTR1D
ENSG00000125944	1	23630264	23670829	79	26	315894	0.40033	0.34446	HNRNPR
ENSG00000125945	1	23685941	23695935	39	11	315894	0.27721	0.39081	ZNF436
ENSG00000249087	1	23695490	23698332	6	4	315894	0.40876	0.34136	C1orf213
ENSG00000204219	1	23707554	23751233	155	32	315894	0.11203	0.4554	TCEA3
ENSG00000088280	1	23755056	23811061	175	33	315894	-0.57978	0.71897	ASAP3
ENSG00000007968	1	23832922	23857712	66	15	315894	0.099151	0.46051	E2F2
ENSG00000117318	1	23884409	23886285	13	7	315894	0.29257	0.38493	ID3
ENSG00000197880	1	23907985	23967058	193	64	315894	0.78251	0.21696	MDS2
ENSG00000142676	1	24018269	24022915	14	5	315894	-0.72417	0.76552	RPL11
ENSG00000011007	1	24069645	24088549	33	17	315894	0.3295	0.37089	TCEB3
ENSG00000057757	1	24104895	24114722	19	12	315894	-1.5613	0.94077	PITHD1
ENSG00000011009	1	24117460	24122029	6	3	315894	-1.2764	0.8991	LYPLA2
ENSG00000117308	1	24122089	24127271	5	3	315894	1.4451	0.074211	GALE
ENSG00000117305	1	24128375	24165110	73	13	315894	-0.91259	0.81927	HMGCL
ENSG00000179163	1	24171567	24194784	60	16	315894	-1.3663	0.91408	FUCA1
ENSG00000188822	1	24197016	24285549	250	25	315894	0.5755	0.28248	CNR2
ENSG00000188529	1	24291294	24307417	1	1	315894	0.8961	0.1851	SRSF10
ENSG00000142661	1	24382525	24438665	237	37	315894	-0.75845	0.77591	MYOM3
ENSG00000142677	1	24446261	24469611	97	27	315894	-1.7085	0.95623	IL22RA1
ENSG00000185436	1	24480647	24514449	164	30	315894	-0.1608	0.56388	IFNLR1
ENSG00000158055	1	24645812	24690972	153	41	315894	-0.20395	0.5808	GRHL3
ENSG00000001460	1	24683489	24743424	205	30	315894	-0.53972	0.70531	STPG1
ENSG00000001461	1	24742284	24799466	231	32	315894	-0.88915	0.81304	NIPAL3
ENSG00000117602	1	24829387	24867530	141	24	315894	-0.14412	0.5573	RCAN3
ENSG00000184454	1	24882602	24935819	277	40	315894	0.71601	0.23699	NCMAP
ENSG00000133226	1	24958207	24999758	81	25	315894	0.5201	0.3015	SRRM1
ENSG00000169504	1	25071848	25170815	192	43	315894	0.76205	0.22302	CLIC4
ENSG00000020633	1	25226002	25291612	221	60	315894	-1.9154	0.97228	RUNX3
ENSG00000117614	1	25549170	25558993	18	12	315894	0.098463	0.46078	SYF2
ENSG00000117616	1	25568728	25664704	105	38	315894	-0.16036	0.5637	C1orf63
ENSG00000187010	1	25598884	25656936	39	15	315894	-0.99264	0.83956	RHD
ENSG00000183726	1	25664408	25688852	73	17	315894	0.87517	0.19074	TMEM50A
ENSG00000188672	1	25688740	25756683	165	23	315894	1.226	0.11009	RHCE
ENSG00000204178	1	25757388	25826700	177	18	315894	1.7746	0.03798	TMEM57
ENSG00000157978	1	25870071	25895377	95	18	315894	0.058692	0.4766	LDLRAP1
ENSG00000117643	1	25943959	26112698	499	56	315894	1.0735	0.14152	MAN1C1
ENSG00000162430	1	26126667	26144713	65	12	315894	3.4767	0.00025378	SEPN1
ENSG00000255054	1	26137961	26150235	49	10	315894	3.3672	0.00037972	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	43	6	315894	2.8235	0.0023754	MTFR1L
ENSG00000223474	1	26145212	26147288	9	4	315894	3.2321	0.00061438	AL020996.1
ENSG00000127423	1	26158414	26185903	78	6	315894	2.5628	0.0051915	AUNIP
ENSG00000182749	1	26187701	26197744	16	8	315894	0.51468	0.30339	PAQR7
ENSG00000117632	1	26210672	26233482	39	11	315894	1.8549	0.031805	STMN1
