ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000068781	STON1-GTF2A1L	2	48757064	49003654	1	protein_coding	286749	STON1-GTF2A1L	1.65449700249586e-14	0.572863521	6	15.61	2.057e-08	rs77428094	10
ENSG00000115504	EHBP1	2	62900986	63273622	1	protein_coding	23301	EHBP1	0.999748961950681	-0.554169843	88	14.1	1.198e-12	rs6545969;rs2075375;rs2710644	12
ENSG00000115507	OTX1	2	63277192	63284971	1	protein_coding	5013	OTX1	0.219807903535165	-1.753229136	3	8.043	1.198e-12	rs2710644;rs2075375	12
ENSG00000143951	WDPCP	2	63348518	64054977	-1	protein_coding	51057	WDPCP	2.32411054871015e-09	-0.884584249	612	21.6	1.288e-12	rs6723846;rs13020171;rs1025132;rs2075375;rs7566031;rs1517406	12
ENSG00000014641	MDH1	2	63815743	63834331	1	protein_coding	4190	MDH1	0.982634617401256	-0.408839334	27	16.01	2.242e-06	rs13020171	12
ENSG00000187605	TET3	2	74229840	74335303	1	protein_coding	200424	TET3	0.999942650512804	-2.201761755	1	8.309	4.341e-13	rs828867	13
ENSG00000176204	LRRTM4	2	76974845	77820445	-1	protein_coding	80059	LRRTM4	0.748069164341842	-0.147912741	214	19.88	6.636e-09	rs6743766;rs10191141	14
ENSG00000144229	THSD7B	2	137523115	138435287	1	protein_coding	80731	THSD7B	5.65285413355626e-06	NA	73	20.3	2.77e-09	rs35702515	16
ENSG00000162989	KCNJ3	2	155554811	155714863	1	protein_coding	3760	KCNJ3	0.989708242851416	0.283382572	25	12.4	1.205e-08	rs2652434	18
ENSG00000170035	UBE2E3	2	181831975	181941312	1	protein_coding	10477	UBE2E3	0.653907525579768	NA	260	18.77	3.625e-08	rs79719017	19
ENSG00000010322	NISCH	3	52489134	52527087	1	protein_coding	11188	NISCH	0.817101389344283	-0.593150293	2	2.925	3.038e-07	rs4687552	21
ENSG00000010327	STAB1	3	52529354	52558511	1	protein_coding	23166	STAB1	2.79798765369336e-25	-0.149285032	16	15.49	3.038e-07	rs4687552	21
ENSG00000168268	NT5DC2	3	52558386	52569070	-1	protein_coding	64943	NT5DC2	0.0046088659492231	NA	19	15.49	4.796e-06	rs4687552	21
ENSG00000168273	SMIM4	3	52568029	52613253	1	protein_coding	440957	SMIM4	NA	-0.007401698	82	18.58	2.242e-06	rs4687552	21
ENSG00000163939	PBRM1	3	52579368	52719933	-1	protein_coding	55193	PBRM1	0.999999987154091	NA	211	21.5	6.91e-07	rs4687552	21
ENSG00000163938	GNL3	3	52715172	52728508	1	protein_coding	26354	GNL3	1.53959646341731e-09	NA	38	21.5	6.91e-07	rs4687552	21
ENSG00000016864	GLT8D1	3	52728505	52740048	-1	protein_coding	55830	GLT8D1	0.00348977535071494	NA	34	21.5	6.91e-07	rs4687552	21
ENSG00000114902	SPCS1	3	52738971	52742182	1	protein_coding	28972	SPCS1	0.118910837533606	NA	27	12.57	7.572e-07	rs4687552	21
ENSG00000114904	NEK4	3	52744800	52804965	-1	protein_coding	6787	NEK4	1.21649867284356e-12	-0.304519766	92	24.2	6.645e-07	rs4687552	21
ENSG00000055957	ITIH1	3	52811603	52826078	1	protein_coding	3697	ITIH1	4.79131815203759e-18	-0.271541079	50	25.1	2.63e-08	rs4687552	21
ENSG00000162267	ITIH3	3	52828784	52843025	1	protein_coding	3699	ITIH3	6.66881160948057e-12	0.023184955	41	25.1	2.469e-09	rs4687552;rs7620706	21
ENSG00000055955	ITIH4	3	52846991	52865495	-1	protein_coding	3700	ITIH4	4.63110952740984e-05	0.372344058	25	22.3	2.469e-09	rs4687552;rs7620706	21
ENSG00000243696	RP5-966M1.6	3	52847298	52869745	-1	protein_coding	NA	NA	NA	NA	25	22.3	2.469e-09	rs4687552;rs7620706	21
ENSG00000272573	MUSTN1	3	52867130	52869235	-1	protein_coding	389125	MUSTN1	0.00175218786439621	0.119815547	16	22.3	2.344e-08	rs7620706	21
ENSG00000248592	TMEM110-MUSTN1	3	52867137	52931578	-1	protein_coding	100526772	TMEM110-MUSTN1	0.684628071972952	NA	40	22.3	1.394e-08	rs7620706	21
ENSG00000213533	TMEM110	3	52870235	52931612	-1	protein_coding	375346	TMEM110	0.901349032819805	0.932919987	40	22.3	1.394e-08	rs7620706	21
ENSG00000163935	SFMBT1	3	52937588	53080766	-1	protein_coding	51460	SFMBT1	0.99589420844432	-0.337614121	79	13.12	1.816e-07	rs7620706	21
ENSG00000272305	RP11-894J14.5	3	53003135	53133469	-1	protein_coding	NA	NA	NA	NA	42	13.12	1.816e-07	rs7620706	21
ENSG00000163618	CADPS	3	62384022	62861054	-1	protein_coding	8618	CADPS	0.0528164675314738	-0.181229533	1	4.438	7.302e-10	rs10866054	22
ENSG00000114861	FOXP1	3	71003844	71633140	-1	protein_coding	27086	FOXP1	0.999750735055125	-0.080650462	28	21	7.8e-18	rs9847154;rs2687195;rs3773497;rs9874207;rs6781897;rs4676964;rs2177291;rs3846030	23
ENSG00000175161	CADM2	3	85008132	86123579	1	protein_coding	253559	CADM2	0.984668909563275	0.117806454	1106	20.6	5.991e-27	rs1872552;rs13074892;rs1248857;rs4115674;rs9811546;rs67028245;rs3887151;rs76508707;rs9841144;rs6790699;rs12494242;rs13323436;rs62250661;rs1375567;rs66653632;rs62261676;rs7355953;rs4856278;rs9829032;rs113919848;rs62261746;rs17025272	25
ENSG00000138468	SENP7	3	101043049	101232085	-1	protein_coding	57337	SENP7	0.987260725175161	-0.038240767	3	10.18	4.119e-12	rs145898511	27
ENSG00000182504	CEP97	3	101442769	101489406	1	protein_coding	79598	CEP97	1.32650017854034e-06	-2.946926838	1	6.143	1.331e-09	rs145898511	27
ENSG00000185565	LSAMP	3	115521235	117716095	-1	protein_coding	4045	LSAMP	0.946283746572624	NA	176	20.7	9.93e-10	rs9866901;rs6789437;rs1463403;rs723105;rs9809760;rs6438436;rs12695361	28
ENSG00000174963	ZIC4	3	147103833	147124647	-1	protein_coding	84107	ZIC4	0.00181690392137032	-1.434066564	12	21.8	6.194e-09	rs2279829;rs9289747	30
ENSG00000152977	ZIC1	3	147111209	147228080	1	protein_coding	7545	ZIC1	0.825224393438112	-1.664163979	45	21.8	6.194e-09	rs9289747;rs2279829	30
ENSG00000163288	GABRB1	4	46995740	47428461	1	protein_coding	2560	GABRB1	0.977782832819184	-0.057516375	1	17.32	3.625e-08	rs10026884	31
ENSG00000084093	REST	4	57774075	57802010	1	protein_coding	5978	REST	0.972672070524831	-1.125864279	51	15.54	4.756e-08	rs9684742;rs4566710;rs2271808	32
ENSG00000084092	NOA1	4	57829536	57844989	-1	protein_coding	84273	NOA1	0.000579556702703894	-0.727329923	21	13.24	5.88e-08	rs7684253;rs9684742;rs4566710;rs2271808	32
ENSG00000047315	POLR2B	4	57843888	57897334	1	protein_coding	5431	POLR2B	0.988161838424889	-0.150629301	20	7.477	2.2e-08	rs9684742;rs2271808;rs4566710	32
ENSG00000163453	IGFBP7	4	57896939	57976551	-1	protein_coding	3490	IGFBP7	0.00596320863879663	NA	4	3.95	2.2e-08	rs9684742;rs2271808	32
ENSG00000197894	ADH5	4	99992132	100009952	-1	protein_coding	128	ADH5	9.11477880080588e-07	2.344299085	1	0.775	NA	rs138495951	33
ENSG00000196616	ADH1B	4	100226121	100242558	-1	protein_coding	125	ADH1B	0.193827609463651	0.48157867	3	13.86	3.696e-22	rs1229984;rs138495951	33
ENSG00000138813	C4orf17	4	100432161	100463460	1	protein_coding	84103	C4orf17	5.65209813902781e-09	-0.225203391	2	7.196	0.0008533	rs138495951	33
ENSG00000145331	TRMT10A	4	100467866	100485189	-1	protein_coding	93587	TRMT10A	2.83742642062567e-05	-0.268447548	2	7.196	0.0008533	rs138495951	33
ENSG00000153064	BANK1	4	102332443	102995969	1	protein_coding	55024	BANK1	1.76433043896144e-10	-0.305250663	1	1.848	2.2e-08	rs13107325	34
ENSG00000138821	SLC39A8	4	103172198	103352415	-1	protein_coding	64116	SLC39A8	0.891567478844834	-0.202749369	10	23.1	3.601e-13	rs13107325;rs6855246;rs13105581	34
ENSG00000168769	TET2	4	106067032	106200973	1	protein_coding	54790	TET2	7.05368251291393e-26	-0.493869295	88	16.19	4.571e-11	rs2726492;rs2647257;rs2647244	35
ENSG00000138777	PPA2	4	106290234	106395238	-1	protein_coding	27068	PPA2	9.23378955160168e-06	0.321968344	1	1.52	8.531e-08	rs2647257	35
ENSG00000005059	CCDC109B	4	110481361	110609874	1	protein_coding	55013	CCDC109B	0.00614925695036299	0.051495158	96	11.03	2.2e-08	rs5030594	36
ENSG00000138794	CASP6	4	110609785	110624739	-1	protein_coding	839	CASP6	0.000855157619243091	-0.704437425	22	5.585	2.2e-08	rs5030594	36
ENSG00000109452	INPP4B	4	142944313	143768585	-1	protein_coding	8821	INPP4B	0.998611010146477	-0.079614752	204	16.28	5.747e-10	rs7680631;rs1961836	37
ENSG00000016082	ISL1	5	50678921	50690564	1	protein_coding	3670	ISL1	0.606135790074323	-1.064664825	20	14.72	5.122e-10	rs10939963	38
ENSG00000113319	RASGRF2	5	80256491	80525975	1	protein_coding	5924	RASGRF2	0.998743353862856	-1.400162531	4	9.132	4.713e-09	rs13357015	39
ENSG00000145934	TENM2	5	166711804	167691162	1	protein_coding	57451	TENM2	0.999951089930002	NA	89	21.1	4.266e-09	rs1549212	41
ENSG00000113742	CPEB4	5	173315283	173388979	1	protein_coding	80315	CPEB4	0.996854727820052	-1.97622786	8	9.699	7.96e-09	rs359443	42
ENSG00000196812	ZSCAN16	6	28092338	28097860	1	protein_coding	80345	ZSCAN16	2.67303498489914e-06	0.184187397	1	3.949	NA	rs16894116	43
ENSG00000137338	PGBD1	6	28249314	28270326	1	protein_coding	84547	PGBD1	1.46735073363618e-05	-0.0800605	1	0.011	2.225e-07	rs16894116	43
ENSG00000235109	ZSCAN31	6	28292470	28324048	-1	protein_coding	64288	ZSCAN31	3.7712697083703e-09	1.107125092	30	12.96	1.913e-08	rs16894116	43
ENSG00000189298	ZKSCAN3	6	28317691	28336947	1	protein_coding	80317	ZKSCAN3	0.000122608322341288	-0.65244291	25	12.96	1.913e-08	rs16894116	43
ENSG00000158691	ZSCAN12	6	28346732	28367511	-1	protein_coding	9753	ZSCAN12	1.43991732878074e-05	NA	16	12.97	1.147e-08	rs16894116	43
ENSG00000187987	ZSCAN23	6	28399707	28411279	-1	protein_coding	222696	ZSCAN23	0.00270295085017911	0.070656525	10	13.61	1.045e-08	rs16894116	43
ENSG00000198704	GPX6	6	28471073	28495992	-1	protein_coding	257202	GPX6	3.13757952195529e-05	0.718702709	1	9.416	0.0001674	rs16894116	43
ENSG00000224586	GPX5	6	28493702	28502729	1	protein_coding	2880	GPX5	0.00888467745572368	0.354876486	1	9.416	0.0001674	rs16894116	43
ENSG00000232040	SCAND3	6	28539407	28583989	-1	protein_coding	114821	SCAND3	9.70724396864633e-09	-0.785031462	17	11.72	3.308e-07	rs16894116	43
ENSG00000204713	TRIM27	6	28870779	28891766	-1	protein_coding	5987	TRIM27	0.878751858118275	-0.142067713	57	13.07	1.219e-08	rs209142;rs2024679	43
ENSG00000204709	C6orf100	6	28911654	28912314	1	protein_coding	729583	C6orf100	NA	NA	27	7.753	5.739e-08	rs209142;rs2024679	43
ENSG00000197935	ZNF311	6	28962562	28973093	-1	protein_coding	282890	ZNF311	0.000129446471411909	0.377857886	17	9.296	5.316e-07	rs209142;rs2024679	43
ENSG00000204704	OR2W1	6	29011990	29013017	-1	protein_coding	26692	OR2W1	0.0865618905271982	0.531528388	8	11.85	1.392e-07	rs2024679	43
ENSG00000204703	OR2B3	6	29053985	29055090	-1	protein_coding	442184	OR2B3	0.0013369321318042	0.458839963	13	11.34	0.001369	rs2024679	43
ENSG00000204702	OR2J1	6	29068386	29069658	1	protein_coding	442185	OR2J1	0.0174945019459341	NA	16	36	7.557e-08	rs2024679	43
ENSG00000204701	OR2J3	6	29079668	29080603	1	protein_coding	442186	OR2J3	0.0281435008681581	0.112859372	17	10.46	7.557e-08	rs2024679	43
ENSG00000204700	OR2J2	6	29141311	29142351	1	protein_coding	26707	OR2J2	0.0107267189301636	0.271259236	51	23.1	1.543e-07	rs2024679	43
ENSG00000204695	OR14J1	6	29274403	29275519	1	protein_coding	442191	OR14J1	8.02406099709927e-08	1.335471591	14	9.596	1.406e-07	rs2024679	43
ENSG00000243729	OR5V1	6	29323007	29399744	-1	protein_coding	81696	OR5V1	0.00344261897900665	0.32363506	40	12.69	1.595e-06	rs2024679	43
ENSG00000112462	OR12D3	6	29341200	29343068	-1	protein_coding	81797	OR12D3	1.34136303903671e-05	0.883548764	34	12.69	1.595e-06	rs2024679	43
ENSG00000112394	SLC16A10	6	111408781	111552397	1	protein_coding	117247	SLC16A10	0.0676070063771054	NA	1	5.315	4.783e-07	rs241001	45
ENSG00000173214	KIAA1919	6	111580551	111592370	1	protein_coding	91749	KIAA1919	4.15684682168897e-05	-0.962430891	11	11.22	1.111e-10	rs240999;rs462779;rs241001	45
ENSG00000009413	REV3L	6	111620234	111804918	-1	protein_coding	5980	REV3L	0.999999999999932	NA	79	20.8	1.12e-11	rs462779;rs241001	45
ENSG00000056972	TRAF3IP2	6	111877657	111927481	-1	protein_coding	10758	TRAF3IP2	7.10960921485341e-05	-1.024439801	37	17.56	1.514e-09	rs462779;rs241001;rs174373	45
ENSG00000002822	MAD1L1	7	1855429	2272878	-1	protein_coding	8379	MAD1L1	2.03780827176675e-10	-0.084462652	241	16.24	1.437e-08	rs1078112;rs939946	46
ENSG00000176349	AC110781.3	7	1878222	1889567	1	protein_coding	NA	NA	NA	NA	62	16.24	1.437e-08	rs1078112	46
ENSG00000146555	SDK1	7	3341080	4308632	1	protein_coding	221935	SDK1	0.00501599676743558	2.23970553	125	13.74	1.354e-10	rs7794763;rs10226719;rs28544580;rs2141823;rs2178628;rs1202221	47
ENSG00000197157	SND1	7	127292234	127732661	1	protein_coding	27044	SND1	0.999917088790426	-0.196238673	110	20.4	4.266e-09	rs141450;rs322776	49
ENSG00000128594	LRRC4	7	127667124	127672160	-1	protein_coding	64101	LRRC4	0.877360671606607	-0.672172513	1	4.533	1.073e-06	rs322776	49
ENSG00000155093	PTPRN2	7	157331750	158380480	-1	protein_coding	5799	PTPRN2	0.0165571526676371	0.264796915	75	7.69	1.864e-09	rs62479657	51
ENSG00000198846	TOX	8	59717977	60031767	-1	protein_coding	9760	TOX	0.892971024523591	-0.504010053	67	17.65	1.988e-14	rs17231390;rs13268621	52
ENSG00000138111	TMEM180	10	104221149	104236802	1	protein_coding	79847	TMEM180	0.000178664408567319	2.882749821	3	5.247	7.078e-09	rs11592299	58
ENSG00000138107	ACTR1A	10	104238986	104262482	-1	protein_coding	10121	ACTR1A	0.941234073723515	-0.272535339	2	5.247	7.813e-09	rs11592299	58
ENSG00000107882	SUFU	10	104263744	104393292	1	protein_coding	51684	SUFU	0.99916148458521	0.124860143	2	5.28	4.288e-06	rs11592299	58
ENSG00000138175	ARL3	10	104433488	104474164	-1	protein_coding	403	ARL3	0.716101006738786	-0.600025748	1	22.7	NA	rs9645569	58
ENSG00000156398	SFXN2	10	104474295	104503249	1	protein_coding	118980	SFXN2	0.00108457408549622	-0.837011237	8	22.7	3.968e-09	rs9645569;rs284855	58
ENSG00000166272	WBP1L	10	104503727	104576021	1	protein_coding	54838	WBP1L	0.909387313715096	0.614640467	23	19.26	3.709e-10	rs9645569;rs284855;rs12244388	58
ENSG00000148795	CYP17A1	10	104590288	104597290	-1	protein_coding	1586	CYP17A1	0.0350306078051602	0.086681977	19	9.785	3.709e-10	rs12244388;rs284855	58
ENSG00000166275	C10orf32	10	104613980	104624718	1	protein_coding	119032	C10orf32	0.0316378611332373	0.490358211	41	12.93	6.51e-14	rs12244388;rs284855;rs2066322;rs12768205	58
ENSG00000270316	C10orf32-ASMT	10	104614029	104661656	1	protein_coding	100528007	C10orf32-ASMT	NA	NA	113	15.93	1.043e-15	rs12244388;rs284855;rs2066322;rs12768205;rs11191554	58
ENSG00000214435	AS3MT	10	104629273	104661656	1	protein_coding	57412	AS3MT	5.09137965873753e-07	0.726881178	98	15.93	1.043e-15	rs2066322;rs12244388;rs284855;rs12768205;rs11191554	58
ENSG00000148842	CNNM2	10	104678050	104849978	1	protein_coding	54805	CNNM2	0.994106430518482	-0.511524122	248	16.23	1.613e-15	rs12244388;rs2066322;rs11191554;rs12768205	58
ENSG00000076685	NT5C2	10	104845940	104953056	-1	protein_coding	22978	NT5C2	0.0521978626707803	0.04832858	177	22.7	1.613e-15	rs12244388;rs2066322;rs11191554;rs12768205	58
ENSG00000176697	BDNF	11	27676440	27743605	-1	protein_coding	627	BDNF	0.946719308479018	0.108206454	61	22.5	3.409e-11	rs2049045;rs7124442	59
ENSG00000148948	LRRC4C	11	40135753	41481323	-1	protein_coding	57689	LRRC4C	0.953730868705953	-1.115036317	16	11.09	1.913e-08	rs1506719	61
ENSG00000134571	MYBPC3	11	47352957	47374253	-1	protein_coding	4607	MYBPC3	1.35053975034244e-06	-0.432352402	26	14.21	5.158e-09	rs12363232	62
ENSG00000066336	SPI1	11	47376411	47400127	-1	protein_coding	6688	SPI1	0.89723051716191	NA	51	14.21	2.167e-09	rs12363232	62
ENSG00000165915	SLC39A13	11	47428683	47438047	1	protein_coding	91252	SLC39A13	0.0118520311660311	-0.332418514	34	21.7	1.56e-09	rs12363232	62
ENSG00000165916	PSMC3	11	47440320	47447993	-1	protein_coding	5702	PSMC3	0.979199713289554	-0.404697103	26	14.02	1.422e-09	rs12363232	62
ENSG00000165917	RAPSN	11	47459308	47470730	-1	protein_coding	5913	RAPSN	0.0326445463388561	0.048781604	9	10.14	1.422e-09	rs12363232	62
ENSG00000149187	CELF1	11	47487496	47587121	-1	protein_coding	10658	CELF1	0.998616884875254	-0.376215763	18	17.63	1.331e-09	rs12363232	62
ENSG00000213619	NDUFS3	11	47586888	47606114	1	protein_coding	4722	NDUFS3	0.0471370341289045	-0.012344566	8	14.52	1.864e-09	rs12363232	62
ENSG00000110536	PTPMT1	11	47586982	47595013	1	protein_coding	114971	PTPMT1	0.459152455272006	NA	5	11.24	1.864e-09	rs12363232	62
ENSG00000123444	KBTBD4	11	47593749	47600567	-1	protein_coding	55709	KBTBD4	0.0180743639557145	-0.492620783	5	9.104	2.469e-09	rs12363232	62
ENSG00000231880	KBTBD4	11	47599277	47599823	1	protein_coding	55709	KBTBD4	NA	-0.492620783	4	9.104	2.469e-09	rs12363232	62
ENSG00000196666	FAM180B	11	47608198	47610746	1	protein_coding	399888	FAM180B	0.315838165150116	NA	5	14.52	2.469e-09	rs12363232	62
ENSG00000172247	C1QTNF4	11	47611216	47616211	-1	protein_coding	114900	C1QTNF4	0.679081390678169	NA	9	14.52	1.254e-09	rs12363232	62
ENSG00000109919	MTCH2	11	47638867	47664175	-1	protein_coding	23788	MTCH2	0.166788403447163	0.036933631	17	25	2.167e-09	rs12363232	62
ENSG00000165923	AGBL2	11	47681143	47736941	-1	protein_coding	79841	AGBL2	6.81051045839789e-12	-0.765874431	13	7.718	3.221e-09	rs12363232	62
ENSG00000109920	FNBP4	11	47738072	47788995	-1	protein_coding	23360	FNBP4	0.999993422916695	-0.713792045	19	7.718	6.784e-09	rs12363232	62
ENSG00000030066	NUP160	11	47799639	47870107	-1	protein_coding	23279	NUP160	0.023979152527532	-0.34569366	25	11.78	6.489e-09	rs12363232	62
ENSG00000149294	NCAM1	11	112831997	113149158	1	protein_coding	4684	NCAM1	NA	NA	431	21.6	4.109e-24	rs67083804;rs3802851;rs2155290;rs4444109;rs12277922;rs1261874;rs7112548;rs2437692	63
ENSG00000075035	WSCD2	12	108523248	108644314	1	protein_coding	9671	WSCD2	0.494025684101003	1.171623886	3	28.1	6.931e-09	rs3764002	64
ENSG00000175198	PCCA	13	100741269	101182686	1	protein_coding	5095	PCCA	2.13324738593485e-10	-0.36048037	30	12.65	1.437e-08	rs7986115	65
ENSG00000066735	KIF26A	14	104605060	104647231	1	protein_coding	26153	KIF26A	0.41090369131392	NA	7	8.919	3.057e-08	rs34161718	67
ENSG00000137872	SEMA6D	15	47476298	48066420	1	protein_coding	80031	SEMA6D	0.999469975966626	-0.259466766	158	20.9	7.936e-12	rs34488670;rs1025143	68
ENSG00000140564	FURIN	15	91411822	91426688	1	protein_coding	5045	FURIN	0.999933300929352	-0.156379719	31	17.36	5.602e-09	rs8032315;rs4702	69
ENSG00000182511	FES	15	91426925	91439006	1	protein_coding	2242	FES	2.77390387287312e-05	NA	24	17.36	5.602e-09	rs8032315;rs4702	69
ENSG00000196547	MAN2A2	15	91445448	91465814	1	protein_coding	4122	MAN2A2	3.60787631910875e-09	1.153208226	2	8.775	3.625e-08	rs8032315	69
ENSG00000140443	IGF1R	15	99192200	99507759	1	protein_coding	3480	IGF1R	0.552974259646112	0.346634061	26	16.59	2.016e-09	rs12914977;rs2017500	70
ENSG00000155592	ZKSCAN2	16	25247322	25269252	-1	protein_coding	342357	ZKSCAN2	0.00293767473426787	-0.193058053	6	16.47	3.47e-05	rs7200801	72
ENSG00000188322	SBK1	16	28303840	28335170	1	protein_coding	388228	SBK1	0.437577104080955	0.472517	7	3.242	1.408e-08	rs151180	73
ENSG00000198156	NPIPB6	16	28353876	28374829	-1	protein_coding	728741	NPIPB6	0.636136511561843	-0.629004576	15	3.884	1.913e-08	rs151180	73
ENSG00000205609	EIF3CL	16	28390900	28415200	-1	protein_coding	728689	EIF3CL	NA	-0.717156235	6	4.725	1.913e-08	rs151180	73
ENSG00000233232	NPIPB7	16	28467693	28481868	-1	protein_coding	440350	NPIPB7	0.151766813480617	NA	11	6.505	7.813e-09	rs151180;rs28374519	73
ENSG00000261832	CLN3	16	28477974	28503333	-1	protein_coding	1201	CLN3	NA	NA	35	16.07	7.813e-09	rs151180;rs28374519;rs231976	73
ENSG00000188603	CLN3	16	28477983	28506896	-1	protein_coding	1201	CLN3	9.99316042821659e-07	NA	40	22.5	7.813e-09	rs151180;rs28374519;rs231976	73
ENSG00000184730	APOBR	16	28505970	28510291	1	protein_coding	55911	APOBR	6.29744462573012e-06	-0.104220972	26	22.5	1.307e-08	rs151180;rs231976	73
ENSG00000197272	IL27	16	28510683	28523372	-1	protein_coding	246778	IL27	0.927792677629213	-0.191849801	41	22.5	1.307e-08	rs151180;rs231976	73
ENSG00000176046	NUPR1	16	28548606	28550495	-1	protein_coding	26471	NUPR1	0.00754108860242725	0.514990729	25	14.97	4.713e-09	rs151180;rs231976	73
ENSG00000176476	CCDC101	16	28565236	28603111	1	protein_coding	112869	CCDC101	0.867208408499443	-0.543805453	75	25	4.713e-09	rs151180;rs231976	73
ENSG00000197165	SULT1A2	16	28603264	28608430	-1	protein_coding	6799	SULT1A2	1.83502409355329e-08	1.084538666	57	25	6.194e-09	rs151180;rs231976	73
ENSG00000196502	SULT1A1	16	28616903	28634946	-1	protein_coding	6817	SULT1A1	2.23675804808239e-09	NA	77	9.775	4.415e-09	rs151180;rs231976;rs3760091	73
ENSG00000255524	NPIPB8	16	28648975	28670003	1	protein_coding	728734	NPIPB8	0.0142295046002752	NA	5	17.13	4.382e-07	rs151180	73
ENSG00000184110	EIF3C	16	28699879	28747051	1	protein_coding	8663	EIF3C	0.34330310885051	-0.796798248	8	3.42	2.057e-08	rs151180	73
ENSG00000196993	NPIPB9	16	28763108	28784128	1	protein_coding	100507607	NPIPB9	NA	NA	4	1.715	2.057e-08	rs151180	73
ENSG00000168488	ATXN2L	16	28834356	28848558	1	protein_coding	11273	ATXN2L	0.999950395532872	NA	47	10.05	7.417e-08	rs151180	73
ENSG00000178952	TUFM	16	28853732	28857729	-1	protein_coding	7284	TUFM	0.651456012209132	-0.298213656	32	10.05	8.948e-08	rs151180	73
ENSG00000178188	SH2B1	16	28857921	28885526	1	protein_coding	25970	SH2B1	0.956829709593037	-1.072051189	59	22.5	8.948e-08	rs151180	73
ENSG00000196296	ATP2A1	16	28889726	28915830	1	protein_coding	487	ATP2A1	7.03974863284906e-09	-0.198597796	16	18.68	9.641e-08	rs151180	73
ENSG00000102935	ZNF423	16	49521435	49891830	-1	protein_coding	23090	ZNF423	0.990468533215048	-0.097353779	17	18.85	4.756e-08	rs55942317	74
ENSG00000102908	NFAT5	16	69598997	69738569	1	protein_coding	10725	NFAT5	0.999990941723713	-0.85202623	131	24.8	2.283e-10	rs1837016;rs11648249	75
ENSG00000181019	NQO1	16	69740899	69760854	-1	protein_coding	1728	NQO1	4.52404699215664e-11	-0.846833583	25	24.8	6.548e-11	rs11648249;rs1837016	75
ENSG00000141101	NOB1	16	69775770	69788843	-1	protein_coding	28987	NOB1	8.61136358207129e-08	-0.798435745	20	14.05	1.712e-09	rs11648249;rs1837016	75
ENSG00000198373	WWP2	16	69796209	69975644	1	protein_coding	11060	WWP2	0.977902374453959	0.163310833	47	13.84	1.127e-10	rs11648249;rs1837016;rs3748386	75
ENSG00000157322	CLEC18A	16	69984810	69998141	1	protein_coding	348174	CLEC18A	0.144113695415487	-0.618370851	17	22.7	8.948e-08	rs3748386	75
